sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	qc_pass	qc_reasons	family_sequence_sha256	family_sequence_length	family_pf00741_status	family_pf00741_score	family_pf00741_sequence_score	family_pf00741_coverage	family_best_family	family_best_family_score	family_second_family	family_second_family_score	family_family_margin	family_best_model_coverage	family_best_query_coverage	family_family_status	family_classification_reason	family_gvpa_score	family_gvpj_score	family_hmm_family_status	family_similarity_best_family	family_similarity_best_reference	family_similarity_effective_identity	family_similarity_query_coverage	family_similarity_target_coverage	family_similarity_second_family	family_similarity_second_identity	family_similarity_margin	pool	pool_reason
vae_candidate_000100	3b186854d9d1d30ce6ec23ba620a0eb74559ed08fed8375cdf737321378f86de	true	false	eos	138	True	False	False	False	True	0.013563128536814975	0.06381829728796119	False	True	False	[]	True	False	[]	True		3b186854d9d1d30ce6ec23ba620a0eb74559ed08fed8375cdf737321378f86de	138	pass	49.5	50.2	0.9743589743589743			gvpa	88.4		0.0	0.0	unsupported	no_qualified_subfamily_hit	88.4	38.4	unsupported	gvpa	nat_05a00477d12701f3890c	0.5507246376811594	0.927536231884058	1.0				excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000101	16919e87ebf5fde39b8bec8d70c94192ad2cf0f8eff676d3638bb83b938998da	true	false	eos	97	True	False	False	False	True	0.02880870043351556	0.06381829728796119	False	True	False	[]	True	False	[]	True		16919e87ebf5fde39b8bec8d70c94192ad2cf0f8eff676d3638bb83b938998da	97	fail	13.7	17.7	1.0	gvpa	78.2	gvpj	22.0	56.2	0.6216216216216216	0.7319587628865979	unsupported	gvpa_profile_but_pf00741_gate_failed	78.2	22.0	unsupported	gvpa	nat_8f3e753527c876cd94f0	0.7731958762886598	1.0	0.9789473684210527	gvpj	0.3917525773195876	0.3814432989690722	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000102	371701d3a36bc643f4e4115a2f29420c0deea4b1b868aa23ef2efeb3097c3405	true	false	eos	64	True	False	False	False	True	0.042309399653672655	0.06381829728796119	False	True	False	[]	True	False	[]	True		371701d3a36bc643f4e4115a2f29420c0deea4b1b868aa23ef2efeb3097c3405	64	fail	22.7	23.3	0.38461538461538464	gvpa	42.6	gvpj	20.0	22.6	0.6216216216216216	0.875	unsupported	gvpa_profile_but_pf00741_gate_failed	42.6	20.0	unsupported	gvpj	nat_26bed164289c66a8ab62	0.4794520547945205	0.96875	1.0	gvpa	0.4583333333333333	0.021118721461187207	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000103	fa367bd3360d65ed99c457a47ecddf55c5ebac669817b440970ef6f6ac19c05a	true	false	eos	111	True	False	False	False	True	0.039571120156301334	0.06381829728796119	False	True	False	[]	True	False	[]	True		fa367bd3360d65ed99c457a47ecddf55c5ebac669817b440970ef6f6ac19c05a	111	fail	22.7	27.2	0.6410256410256411			gvpa	76.5		0.0	0.0	unsupported	no_qualified_subfamily_hit	76.5	24.3	unsupported	gvpa	nat_6681febe116459c77b18	0.5225225225225225	0.7207207207207207	0.723404255319149	gvpj	0.3783783783783784	0.14414414414414412	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000104	60579a87385fcd7e035e94b7014be64d38a757b962efcff74a2a0e9880e9aa50	true	false	eos	72	True	False	False	False	True	0.023655375517644583	0.06381829728796119	False	True	False	[]	True	False	[]	True		60579a87385fcd7e035e94b7014be64d38a757b962efcff74a2a0e9880e9aa50	72	fail	6.2	7.9	0.23076923076923078			gvpa	53.0		0.0	0.0	unsupported	no_qualified_subfamily_hit	53.0	4.2	unsupported	gvpa	nat_1ed909a554bd91f8870f	0.5068493150684932	0.8055555555555556	0.9726027397260274	gvpj	0.44594594594594594	0.060903369122547235	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000105	716deea70c9e9cbb551fc89c89094fe7765d03fb278ab2b2d777bf6b7ffd0fc6	true	false	eos	124	True	False	False	False	True	0.04876044269003417	0.06381829728796119	False	True	False	[]	True	False	[]	True		716deea70c9e9cbb551fc89c89094fe7765d03fb278ab2b2d777bf6b7ffd0fc6	124	fail			0.0						0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000106	733dd02fa4f37733cbd860607908b5668ab165c27617e3577b8b37669a81116d	true	false	eos	89	True	False	False	False	True	0.0513136513920218	0.06381829728796119	False	True	False	[]	True	False	[]	True		733dd02fa4f37733cbd860607908b5668ab165c27617e3577b8b37669a81116d	89	fail	15.7	16.1	0.38461538461538464			gvpa	23.7		0.0	0.0	unsupported	no_qualified_subfamily_hit	23.7	15.2	unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000107	2ae80e1b6a8055ab259e0a60e88f7b9b57d53d3d0b33766e9e87b3b7562a23a1	true	false	eos	94	True	False	False	False	True	0.02032218783682986	0.06381829728796119	False	True	False	[]	True	False	[]	True		2ae80e1b6a8055ab259e0a60e88f7b9b57d53d3d0b33766e9e87b3b7562a23a1	94	pass	50.6	51.0	1.0			gvpa	111.8		0.0	0.0	unsupported	no_qualified_subfamily_hit	111.8	51.6	unsupported	gvpa	nat_215f48254c804f1f2876	0.9148936170212766	1.0	0.9893617021276596	gvpj	0.4787234042553192	0.4361702127659574	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000108	e6c8dd1dcfd49d1e8268f1e107dc3f61a79715c67dbd8d08887b18b4b96f5e44	true	false	eos	108	True	False	False	False	True	0.015027906163959309	0.06381829728796119	False	True	False	[]	True	False	[]	True		e6c8dd1dcfd49d1e8268f1e107dc3f61a79715c67dbd8d08887b18b4b96f5e44	108	pass	49.3	50.1	1.0	gvpa	108.9	gvpj	48.1	60.800000000000004	0.7117117117117117	0.75	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	108.9	48.1	supported_gvpa	gvpa	nat_004ac783975534947324	0.5925925925925926	0.9074074074074074	1.0	gvpj	0.49166666666666664	0.10092592592592592	main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000109	1d6ebbf3421c5e15e7f56422126768098523d37af4cd09822400443d3744f15d	true	false	eos	97	True	False	False	False	True	0.04229837188795337	0.06381829728796119	False	True	False	[]	True	False	[]	True		1d6ebbf3421c5e15e7f56422126768098523d37af4cd09822400443d3744f15d	97	fail			0.0			gvpa	24.1		0.0	0.0	unsupported	no_qualified_subfamily_hit	24.1		unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000110	3fd84a2b385bc0883127e6cdb9ba4d6534791053ab15d7bd9740d81cdb7ced52	true	false	eos	71	True	False	False	False	True	0.051833692697854025	0.06381829728796119	False	True	False	[]	True	False	[]	True		3fd84a2b385bc0883127e6cdb9ba4d6534791053ab15d7bd9740d81cdb7ced52	71	fail	25.8	26.5	0.6923076923076923			gvpa	83.6		0.0	0.0	unsupported	no_qualified_subfamily_hit	83.6	25.1	unsupported	gvpa	nat_34624fdc2470cd5a2bf3	0.581081081081081	0.9014084507042254	0.8783783783783784	gvpj	0.527027027027027	0.05405405405405406	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000111	a5f25deb53dd0bab0bd10ac2d9888d29c3d47369b6c5951a15286986a6c2fbb2	true	false	eos	123	True	False	False	False	True	0.05799583597158195	0.06381829728796119	False	True	False	[]	True	False	[]	True		a5f25deb53dd0bab0bd10ac2d9888d29c3d47369b6c5951a15286986a6c2fbb2	123	fail			0.0						0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000112	3e4663a25123f49a02500859bcf688ea088de9c15795ff5408f1696a2e261f55	true	false	eos	131	True	False	False	False	True	0.018235894450324343	0.06381829728796119	False	True	False	[]	True	False	[]	True		3e4663a25123f49a02500859bcf688ea088de9c15795ff5408f1696a2e261f55	131	fail	40.9	48.9	0.7948717948717948			gvpa	84.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	84.9	31.5	unsupported	gvpa	nat_241c00832790324418cd	0.4318181818181818	0.8091603053435115	0.9166666666666666	gvpj	0.3893129770992366	0.0425052047189452	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000113	f45060cdca53872c1431a510a58ca75aeda60ca24675d9f54b86f23d6d28c3b8	true	false	eos	148	True	False	False	False	True	0.017967398905458426	0.06381829728796119	False	True	False	[]	True	False	[]	True		f45060cdca53872c1431a510a58ca75aeda60ca24675d9f54b86f23d6d28c3b8	148	pass	54.2	97.8	1.0	gvpj	43.2	gvpa	92.0	-48.8	0.6643356643356644	0.6148648648648649	gvpa_gvpj_ambiguous	insufficient_competitive_margin	92.0	43.2	gvpa_gvpj_ambiguous	gvpa	nat_81de2b78d291d512c1e2	0.42567567567567566	0.8581081081081081	0.9347826086956522	gvpj	0.31756756756756754	0.10810810810810811	ambiguous_exploration	qc_pass_but_gvpa_gvpj_ambiguous
vae_candidate_000114	72cb7eff4cc8ea2871adca056ed303f753e2b28bb6184534e61bd3cdfd7bba50	true	false	eos	97	True	False	False	False	True	0.032183065982594995	0.06381829728796119	False	True	False	[]	True	False	[]	True		72cb7eff4cc8ea2871adca056ed303f753e2b28bb6184534e61bd3cdfd7bba50	97	pass	45.1	62.5	0.8974358974358975			gvpa	65.8		0.0	0.0	unsupported	no_qualified_subfamily_hit	65.8	35.5	unsupported	gvpa	nat_168a7720be25950ce7a5	0.5257731958762887	0.7938144329896907	0.7340425531914894	gvpj	0.41237113402061853	0.11340206185567014	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000115	89ddc2878c503e558d0937dd0a0f21b2c329b1e9261df14b9113ee553a998827	true	false	eos	144	True	False	False	False	True	0.03423359047975916	0.06381829728796119	False	True	False	[]	True	False	[]	True		89ddc2878c503e558d0937dd0a0f21b2c329b1e9261df14b9113ee553a998827	144	pass	58.5	58.5	1.0	gvpa	108.6	gvpj	49.4	59.199999999999996	0.918918918918919	0.6597222222222222	unsupported	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity	108.6	49.4	supported_gvpa									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000116	4dc09b5e27d868d7726146a5def42d89130ab793e70f881053defb0e12a43664	true	false	eos	118	True	False	False	False	True	0.0242938852925667	0.06381829728796119	False	True	False	[]	True	False	[]	True		4dc09b5e27d868d7726146a5def42d89130ab793e70f881053defb0e12a43664	118	pass	55.8	55.8	1.0			gvpa	117.3		0.0	0.0	unsupported	no_qualified_subfamily_hit	117.3	54.9	unsupported	gvpa	nat_9ba949b2aab9e2be6898	0.635593220338983	0.7457627118644068	0.9368421052631579	gvpj	0.3898305084745763	0.24576271186440674	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000117	0e7f2c391d709306e68f0d9c6cbc9593c498164a70ceefe9d6ef40aa4c249711	true	false	eos	113	True	False	False	False	True	0.07120168961430495	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning	0e7f2c391d709306e68f0d9c6cbc9593c498164a70ceefe9d6ef40aa4c249711	113	pass	51.0	51.4	0.8461538461538461	gvpa	65.6	gvpj	34.9	30.699999999999996	0.6486486486486487	0.6017699115044248	unsupported	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity	65.6	34.9	supported_gvpa									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000118	6cd40a94ed63feb8d18f8f011ad2e48f790cab91b04f8eb2d68d38396fb77647	true	false	eos	70	True	False	False	False	True	0.022402856284491124	0.06381829728796119	False	True	False	[]	True	False	[]	True		6cd40a94ed63feb8d18f8f011ad2e48f790cab91b04f8eb2d68d38396fb77647	70	pass	57.0	57.3	1.0	gvpa	115.4	gvpj	53.3	62.10000000000001	0.6216216216216216	0.9714285714285714	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	115.4	53.3	supported_gvpa	gvpa	nat_509ca7d230eacbb916e4	0.6973684210526315	1.0	0.9210526315789473	gvpj	0.6301369863013698	0.0672314347512617	main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000119	709e772f27e3974c58be079e791d95e13a3ef0f8740757dd43ac8c5d3108393a	true	false	eos	73	True	False	False	False	True	0.04452483496927899	0.06381829728796119	False	True	False	[]	True	False	[]	True		709e772f27e3974c58be079e791d95e13a3ef0f8740757dd43ac8c5d3108393a	73	fail	2.1	2.8	0.20512820512820512			gvpa	24.0		0.0	0.0	unsupported	no_qualified_subfamily_hit	24.0		unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000120	c2df4bcb9565077031ca7af1a36c0af13bca3eea6844ee0343b468043c57b621	true	false	eos	88	True	False	False	False	True	0.025914599573482855	0.06381829728796119	False	True	False	[]	True	False	[]	True		c2df4bcb9565077031ca7af1a36c0af13bca3eea6844ee0343b468043c57b621	88	pass	50.8	51.3	0.9230769230769231			gvpa	95.5		0.0	0.0	unsupported	no_qualified_subfamily_hit	95.5	40.1	unsupported	gvpa	nat_970873de163a6ff8ee05	0.6363636363636364	0.7727272727272727	0.7840909090909091	gvpj	0.45454545454545453	0.18181818181818182	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000121	ca406426331689aa0585b5707a73702d92cb7cbe2e8d30f9d27e97fef320d378	true	false	eos	96	True	False	False	False	True	0.016977521961347483	0.06381829728796119	False	True	False	[]	True	False	[]	True		ca406426331689aa0585b5707a73702d92cb7cbe2e8d30f9d27e97fef320d378	96	pass	52.3	52.9	1.0	gvpa	110.9	gvpj	46.6	64.30000000000001	0.6486486486486487	0.7708333333333334	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	110.9	46.6	supported_gvpa	gvpa	nat_4482775e0979509e45d2	0.90625	1.0	1.0				main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000122	875e0126f5636f972bc977a9bd57d125433539172a4519a70e4ba4a6c389a330	true	false	eos	103	True	False	False	False	True	0.061865832662846815	0.06381829728796119	False	True	False	[]	True	False	[]	True		875e0126f5636f972bc977a9bd57d125433539172a4519a70e4ba4a6c389a330	103	fail	11.3	16.5	0.41025641025641024			gvpa	62.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	62.9	13.2	unsupported	gvpa	nat_833a1708482ad34125e2	0.6310679611650486	1.0	0.9897959183673469				excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000123	140732861eff5263a2135c60bfb55930370deaf21ab0d2a94787f1fc5314c59e	true	false	eos	73	True	False	False	False	True	0.04403922305696054	0.06381829728796119	False	True	False	[]	True	False	[]	True		140732861eff5263a2135c60bfb55930370deaf21ab0d2a94787f1fc5314c59e	73	pass	50.5	51.0	1.0			gvpa	93.2		0.0	0.0	unsupported	no_qualified_subfamily_hit	93.2	43.2	unsupported	gvpa	nat_8d6274f78693091697cf	0.6712328767123288	0.9178082191780822	0.9428571428571428	gvpj	0.6575342465753424	0.013698630136986356	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000124	f30845a8725b493d6fea85f3d3d42606413eb69b1ca411b6a67bef34c6d9e31c	true	false	eos	74	True	False	False	False	True	0.14814383686488886	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning	f30845a8725b493d6fea85f3d3d42606413eb69b1ca411b6a67bef34c6d9e31c	74	fail			0.0			gvpa	0.6		0.0	0.0	unsupported	no_qualified_subfamily_hit	0.6		unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000125	1b2bf14d39d466fadf257b6d49c8bb8f67ef577540e11cc9f41ad0e0a1c6124d	true	false	eos	111	True	False	False	False	True	0.023130754913056988	0.06381829728796119	False	True	False	[]	True	False	[]	True		1b2bf14d39d466fadf257b6d49c8bb8f67ef577540e11cc9f41ad0e0a1c6124d	111	pass	49.7	50.2	0.8974358974358975			gvpa	102.8		0.0	0.0	unsupported	no_qualified_subfamily_hit	102.8	47.9	unsupported	gvpa	nat_9ba949b2aab9e2be6898	0.7387387387387387	0.8918918918918919	0.968421052631579	gvpj	0.3153153153153153	0.42342342342342343	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000126	2814f0c825ee8e789797baa54b892df83bed2d48e00ebdb3894d4dd9a27d38e9	true	false	eos	83	True	False	False	False	True	0.0351259858114813	0.06381829728796119	False	True	False	[]	True	False	[]	True		2814f0c825ee8e789797baa54b892df83bed2d48e00ebdb3894d4dd9a27d38e9	83	pass	57.9	57.9	1.0			gvpa	108.2		0.0	0.0	unsupported	no_qualified_subfamily_hit	108.2	49.1	unsupported	gvpa	nat_509ca7d230eacbb916e4	0.6746987951807228	0.891566265060241	0.9605263157894737	gvpj	0.5542168674698795	0.12048192771084332	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000127	7e3b594e990da3c0e9f373d774e2fb278c7983d5ab09de7d294f94a91e9797cb	true	false	eos	137	True	False	False	False	True	0.051151246394024776	0.06381829728796119	False	True	False	[]	True	False	[]	True		7e3b594e990da3c0e9f373d774e2fb278c7983d5ab09de7d294f94a91e9797cb	137	pass	33.7	34.2	0.8205128205128205	gvpa	76.1	gvpj	28.5	47.599999999999994	0.9369369369369369	0.6788321167883211	unsupported	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity	76.1	28.5	supported_gvpa									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000128	dc4d6d07d900c261975e3b9aae0f438848f37d8119578f51fd02bf0c8c92092e	true	false	eos	117	True	False	False	False	True	0.019344787709340523	0.06381829728796119	False	True	False	[]	True	False	[]	True		dc4d6d07d900c261975e3b9aae0f438848f37d8119578f51fd02bf0c8c92092e	117	pass	56.1	56.6	1.0	gvpa	121.0	gvpj	55.1	65.9	0.7117117117117117	0.6581196581196581	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	121.0	55.1	supported_gvpa	gvpa	nat_842bc418f0682cd2a9c8	0.6923076923076923	0.7521367521367521	0.9263157894736842				main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000129	93b80a28b14c5e3b7e4c3db7690679b319a4aedecd3d61530bb5b9f50d18bcf5	true	false	eos	91	True	False	False	False	True	0.018684658966462847	0.06381829728796119	False	True	False	[]	True	False	[]	True		93b80a28b14c5e3b7e4c3db7690679b319a4aedecd3d61530bb5b9f50d18bcf5	91	pass	58.5	58.8	1.0			gvpa	111.7		0.0	0.0	unsupported	no_qualified_subfamily_hit	111.7	53.0	unsupported	gvpa	nat_7ee1d64f80049d71603c	0.6	0.9010989010989011	0.8842105263157894	gvpj	0.5714285714285714	0.02857142857142858	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000130	ca72a1d39dc40164925da026d2473cafcced159842077b3c37bb309ca2875ca5	true	false	eos	78	True	False	False	False	True	0.025661758524037456	0.06381829728796119	False	True	False	[]	True	False	[]	True		ca72a1d39dc40164925da026d2473cafcced159842077b3c37bb309ca2875ca5	78	pass	60.6	60.8	1.0			gvpa	110.2		0.0	0.0	unsupported	no_qualified_subfamily_hit	110.2	55.6	unsupported	gvpa	nat_30c8db5b2a48ec02340b	0.648936170212766	0.9615384615384616	0.7872340425531915	gvpj	0.5256410256410257	0.12329514457174029	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000131	68be1a70686b4f19b5c31fca557d034662f491546bd0c5d2d4a274618d3e760b	true	false	eos	109	True	False	False	False	True	0.06687135128749716	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning	68be1a70686b4f19b5c31fca557d034662f491546bd0c5d2d4a274618d3e760b	109	fail	7.8	11.3	0.46153846153846156			gvpa	17.2		0.0	0.0	unsupported	no_qualified_subfamily_hit	17.2	3.2	unsupported	gvpa	nat_51eefbe258bc538937c4	0.3761467889908257	0.8715596330275229	0.865979381443299	gvpj	0.3486238532110092	0.027522935779816515	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000132	4d2cb1fdca550f93c1f6e25f360f8ff667b10dda713d249e5129e391c8c2afcf	true	false	eos	86	True	False	False	False	True	0.07324481478541546	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning	4d2cb1fdca550f93c1f6e25f360f8ff667b10dda713d249e5129e391c8c2afcf	86	fail			0.0			gvpj	0.5		0.0	0.0	unsupported	no_qualified_subfamily_hit	0.4	0.5	unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000133	d7e228be6fb77fecac1fb0de7e7ba9e99a37bf5a0d3e7d01c025676a1ca462d1	true	false	eos	102	True	False	False	False	True	0.024962844169545	0.06381829728796119	False	True	False	[]	True	False	[]	True		d7e228be6fb77fecac1fb0de7e7ba9e99a37bf5a0d3e7d01c025676a1ca462d1	102	pass	52.2	52.5	1.0	gvpa	121.6	gvpj	49.2	72.39999999999999	0.7207207207207207	0.7450980392156863	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	121.6	49.2	supported_gvpa	gvpa	nat_7ee1d64f80049d71603c	0.6862745098039216	0.9607843137254902	0.9473684210526315	gvpj	0.5	0.18627450980392157	main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000134	bd9353954eb4ed6f7bd596fcecfdfdc30f2831683ea6c1ac86b875346f03986c	true	false	eos	69	True	False	False	False	True	0.058849503339391665	0.06381829728796119	False	True	False	[]	True	False	[]	True		bd9353954eb4ed6f7bd596fcecfdfdc30f2831683ea6c1ac86b875346f03986c	69	fail	10.1	11.8	0.5641025641025641			gvpa	20.1		0.0	0.0	unsupported	no_qualified_subfamily_hit	20.1	14.9	unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000135	0b30807440d980ffe1e84dcb55fdb058373dc5cd727c0f6be8b7d5a6fa4b610d	true	false	eos	93	True	False	False	False	True	0.021155128549049225	0.06381829728796119	False	True	False	[]	True	False	[]	True		0b30807440d980ffe1e84dcb55fdb058373dc5cd727c0f6be8b7d5a6fa4b610d	93	pass	55.6	56.0	1.0	gvpa	119.4	gvpj	51.1	68.30000000000001	0.6216216216216216	0.7419354838709677	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	119.4	51.1	supported_gvpa	gvpa	nat_86af2bea85657bdc848a	0.7419354838709677	0.7849462365591398	0.7849462365591398	gvpj	0.4946236559139785	0.24731182795698925	main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000136	3c81c2955a27bab93db9054931bf3a976a3498c6cd361c5b9bb52ada5ae7a7d9	true	false	eos	95	True	False	False	False	True	0.019968280893599092	0.06381829728796119	False	True	False	[]	True	False	[]	True		3c81c2955a27bab93db9054931bf3a976a3498c6cd361c5b9bb52ada5ae7a7d9	95	pass	57.1	57.5	1.0	gvpa	116.0	gvpj	46.6	69.4	0.6036036036036037	0.7052631578947368	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	116.0	46.6	supported_gvpa	gvpa	nat_4132d6e9996d37d7483a	0.6842105263157895	0.7263157894736842	0.7717391304347826	gvpj	0.3473684210526316	0.3368421052631579	main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000137	c1cfce3e1d535fc0a0ca2afc4f583c2a6d57e50d49ec4f0970e74e891af19bb2	true	false	eos	91	True	False	False	False	True	0.09169799168793752	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning	c1cfce3e1d535fc0a0ca2afc4f583c2a6d57e50d49ec4f0970e74e891af19bb2	91	pass	58.9	58.9	1.0			gvpa	86.5		0.0	0.0	unsupported	no_qualified_subfamily_hit	86.5	41.9	unsupported	gvpj	nat_14b8d1a3240d87319476	0.46153846153846156	0.7802197802197802	0.8241758241758241	gvpa	0.45161290322580644	0.009925558312655125	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000138	fcb7f264009abb4e675d751e46c25062d6fd22296ba379abc458ebff2a19f8ac	true	false	eos	122	True	False	False	False	True	0.0401860921908952	0.06381829728796119	False	True	False	[]	True	False	[]	True		fcb7f264009abb4e675d751e46c25062d6fd22296ba379abc458ebff2a19f8ac	122	fail	30.9	44.3	0.6153846153846154			gvpa	46.3		0.0	0.0	unsupported	no_qualified_subfamily_hit	46.3	22.3	unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000139	4ca96f27a95f614d93a91d1f17b9bc91ef568c29ead25e1f35296c493d58cb1a	false	true	length_cap	180	True	False	True	False	True	0.015981247371999217	0.06381829728796119	False	True	False	[]	True	False	[]	True	generation_cap_warning	4ca96f27a95f614d93a91d1f17b9bc91ef568c29ead25e1f35296c493d58cb1a	180	pass	44.3	45.0	1.0			gvpa	101.1		0.0	0.0	unsupported	no_qualified_subfamily_hit	101.1	42.9	unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000140	2b9a8424c0644bd0137cf3e15db9ed60acb0f6879a76f3e4885a9b1d28f32444	true	false	eos	108	True	False	False	False	True	0.022067656984842123	0.06381829728796119	False	True	False	[]	True	False	[]	True		2b9a8424c0644bd0137cf3e15db9ed60acb0f6879a76f3e4885a9b1d28f32444	108	pass	44.5	45.0	1.0	gvpa	110.1	gvpj	44.2	65.89999999999999	0.6216216216216216	0.6481481481481481	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	110.1	44.2	supported_gvpa	gvpa	nat_4a610b8daff21e476288	0.5277777777777778	0.75	0.9294117647058824	gvpj	0.37037037037037035	0.15740740740740744	main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000141	3b3e4546afeda51564ce1fbd918270a263ce82a2b347dc66f21c5e08c0aa8118	true	false	eos	99	True	False	False	False	True	0.018101887332016484	0.06381829728796119	False	True	False	[]	True	False	[]	True		3b3e4546afeda51564ce1fbd918270a263ce82a2b347dc66f21c5e08c0aa8118	99	pass	57.9	58.2	1.0			gvpa	117.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	117.9	52.5	unsupported	gvpa	nat_5d40201e59780a4578e1	0.6666666666666666	0.8080808080808081	0.8736842105263158	gvpj	0.48484848484848486	0.18181818181818177	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000142	e94a06cb107ecf5821d5d2bcf87651dadf2757f3ec1fac900ca2a661a06b15ae	true	false	eos	61	True	False	False	False	True	0.11356282824389771	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning	e94a06cb107ecf5821d5d2bcf87651dadf2757f3ec1fac900ca2a661a06b15ae	61	fail			0.0			gvpv	2.1		0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000143	bbe1966c32273dc3cffff1bde570c544aa37a6c9eaaf3cb2fa6eeebb3e6ea13a	true	false	eos	92	True	False	False	False	True	0.024922178130419328	0.06381829728796119	False	True	False	[]	True	False	[]	True		bbe1966c32273dc3cffff1bde570c544aa37a6c9eaaf3cb2fa6eeebb3e6ea13a	92	pass	42.4	43.1	0.8205128205128205	gvpa	97.0	gvpj	38.5	58.5	0.6486486486486487	0.7391304347826086	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	97.0	38.5	supported_gvpa	gvpa	nat_ee10b37a92559cba1989	0.5652173913043478	0.8260869565217391	0.8260869565217391	gvpj	0.32653061224489793	0.23868677905944985	main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
