sequence_id	pool	sequence_sha256	length	tm_segment_count	tm_segments_1based_inclusive	tm_residues	max_tm_segment_length	review_status
vae_candidate_000177	excluded	bc3ad30be95c58aad8fdc57ebda99720fe908a50b73b38db786073c8e1671cfd	154	0		0	0	no_extra_tm_evidence
vae_candidate_000178	excluded	a94294cfc7ac86eac784c22b25226923ef83d2dff8e3cfcc9c3b119aae31d4b5	70	0		0	0	no_extra_tm_evidence
vae_candidate_000179	main_supported_gvpa	8b5e6adda9ef60506d79797e4d301b5e2604c21ae4d69d19610b2835e5686ad9	91	0		0	0	no_extra_tm_evidence
vae_candidate_000180	excluded	8143a2dd967ce7c65ea791c24e2b799ea6e7d707b687d2fcdd4bffeb57651266	69	0		0	0	no_extra_tm_evidence
vae_candidate_000181	excluded	9809b2f6a3ab093fb40db71de3b62bca1d193654ff24e3f2a9eb9f61f2fddd06	167	0		0	0	no_extra_tm_evidence
vae_candidate_000182	excluded	1412b0b35813875f6fbac55bd4fdfb0f14214d92eb3a8298b500f5b040b2f93b	142	0		0	0	no_extra_tm_evidence
vae_candidate_000183	excluded	e4d5bf3abe9c034162a36b0780f92f08ab98ffdcc42381730ded88d7ccef8de1	99	0		0	0	no_extra_tm_evidence
vae_candidate_000184	ambiguous_exploration	003f97e66ee9cc32d8a0f2fd8ee10bf57a49a81da98c20c5718a02b8d96f6cdc	105	0		0	0	no_extra_tm_evidence
vae_candidate_000185	excluded	dbef3f7ba961fff4a0abdd70a80781ed0f77893c517ad90431787a30e6e45fa3	85	0		0	0	no_extra_tm_evidence
vae_candidate_000186	excluded	1664fec985ad1e9e4c4a008b8442712cb47ff0370d88ef80e66303d30aa45400	71	0		0	0	no_extra_tm_evidence
vae_candidate_000187	excluded	2f09036db7504ff1824b3320cad1a9bc1756673256a0d30c5cdccc775b029c88	100	0		0	0	no_extra_tm_evidence
vae_candidate_000188	excluded	8975543947effaaab4ab837fbfb59308f468a061de87280e356de00c33c65239	180	0		0	0	no_extra_tm_evidence
vae_candidate_000189	excluded	167fee8d36dd9af2dba6a846a2791954e239ea6ea97e34ec49786e49239b7dfa	63	0		0	0	no_extra_tm_evidence
vae_candidate_000190	excluded	a28610e7a90964be36d9c05a897725c221be1c2e43b53b9ec7af4c1e35d3a37b	104	0		0	0	no_extra_tm_evidence
vae_candidate_000191	main_supported_gvpa	7f91239af5e0f306bcae623b6d89716ceffc8de4319267e733d91fe099cecded	94	0		0	0	no_extra_tm_evidence
vae_candidate_000192	excluded	668894996455d1a9db0662ad7890e7f654656f34e137eaa1a604ea4607e658c9	95	0		0	0	no_extra_tm_evidence
vae_candidate_000193	excluded	9e188c3a36ca32596eb433129ef21f2939862d679c18620a72a953d68a45e0c5	129	0		0	0	no_extra_tm_evidence
vae_candidate_000194	excluded	9a528632b5c47a07403411a3d1347c9e9d00b971c33388e88e627b8cd206149a	141	0		0	0	no_extra_tm_evidence
vae_candidate_000195	excluded	a06ab31661ea572411ccd3513979a7ca9925d218a9a2e562f7ed83980c5c6cce	102	0		0	0	no_extra_tm_evidence
vae_candidate_000196	excluded	8c5c404c060c66e8d156577a659e57caec63a02249ea1607a4b856639775de66	52	0		0	0	no_extra_tm_evidence
vae_candidate_000197	excluded	ee5ca7d972c405c91ecc92f1fdc176c0c3a5a0fe851f28758ac72588ec8ed07a	170	0		0	0	no_extra_tm_evidence
vae_candidate_000198	excluded	4feda4514dbe770bb282f520e3beaa0ca704c589650063ed1ec89e039f25fa5f	180	0		0	0	no_extra_tm_evidence
vae_candidate_000199	excluded	5f0dcc32f6b8330ee412261d921215ed90b162b98a8cc99e32a899afea33e162	143	0		0	0	no_extra_tm_evidence
vae_candidate_000200	main_supported_gvpa	85596148ead29bad7cb24cd9b1a0d99f3fca0244f8e085810ea8afa40a45c800	88	0		0	0	no_extra_tm_evidence
vae_candidate_000201	excluded	f80177044c9717b951fbfe25da980bda44c7d6b7114baaf196a7f83d65c45883	91	0		0	0	no_extra_tm_evidence
vae_candidate_000202	excluded	fee5a96d67a5cfa3cbd913896de11f0befc04f733642a2894d6c43335045b56d	95	0		0	0	no_extra_tm_evidence
vae_candidate_000203	excluded	31169355add93c46a51ea5df1f72e4e338450f47be3216165aba44066c84ac37	99	0		0	0	no_extra_tm_evidence
vae_candidate_000204	excluded	29277ab694a2273f009b2ed11a79f0ececbc3cb1d1d81955a1034d9d5fc47a74	168	0		0	0	no_extra_tm_evidence
vae_candidate_000205	excluded	ba03762107d2984b43150caa692d9857bd6261833246a9b656307f7a0705a39e	68	0		0	0	no_extra_tm_evidence
vae_candidate_000206	excluded	a0b1467e1e209d41a25594d394ffeff97cc775925d716010a3d348004fea2dc0	101	0		0	0	no_extra_tm_evidence
vae_candidate_000207	excluded	0c811d397f498c429da4785976f9dd4d72e3524980d5a0b2ad7a0e729bea5ec8	73	0		0	0	no_extra_tm_evidence
vae_candidate_000208	excluded	1044c7eed672e2cf0b3c161db39c8758b60316d9ff28b12700d7b1e194cdf99c	109	0		0	0	no_extra_tm_evidence
vae_candidate_000209	excluded	660a826e35b0f6aa3021db075e19ce046cb219e3e7849e6cd0f453c9cd794116	121	0		0	0	no_extra_tm_evidence
vae_candidate_000210	excluded	50fb097c7f98840d8110e7f29c0a8a2177e622ff26833f4f5ebca72ac1cf8224	72	0		0	0	no_extra_tm_evidence
vae_candidate_000211	excluded	0f4c898ada2763c5951907357111bf5bfa6c45f14fb4430b1e3934e7e6936145	60	0		0	0	no_extra_tm_evidence
vae_candidate_000212	main_supported_gvpa	340f0b30a79ea7c80ad6e23aa5a4862203f7f9d162fe01c34f064ca5c2c4a1f4	111	0		0	0	no_extra_tm_evidence
vae_candidate_000213	excluded	c6d96e3ca01ad4f8f6628e9cc5aa4fd5afa3022df9d3083443b9777ae7c73e6e	74	0		0	0	no_extra_tm_evidence
vae_candidate_000214	excluded	bd7b02bbfd2cddbbecbbb8f08a9a71680af6a546ad06304f28628fb61009cb9a	128	0		0	0	no_extra_tm_evidence
vae_candidate_000215	excluded	c79af7cfd75e9701bc2bc2a788129c07bd1248170a01713da2f97707d4841149	124	0		0	0	no_extra_tm_evidence
vae_candidate_000216	main_supported_gvpa	cd36da61568351d7dae4ff015b53605891c6ede0708f230bdd74440585dab482	100	0		0	0	no_extra_tm_evidence
vae_candidate_000217	excluded	879b424e7bee2e1ef62de7b9a9b1c249a784c911e8ccc39a2f7e072125d9029c	64	0		0	0	no_extra_tm_evidence
vae_candidate_000218	excluded	e97781bf130d007cb42afb1abb751a50e856ddaaf54349b33957bea64cb84833	149	0		0	0	no_extra_tm_evidence
vae_candidate_000219	main_supported_gvpa	c6b20f8f4424d8e92aff3f454737bfb51e76e0b1d6f964f218b753bc3003b1b9	97	0		0	0	no_extra_tm_evidence
vae_candidate_000220	main_supported_gvpa	ac6236b0943d18d2a2bbea2c155e4c255d0179a290acc428265afc5bd200129b	84	0		0	0	no_extra_tm_evidence
vae_candidate_000221	excluded	14d00cf7f72da74d0b39f43332da00c340aca9d010816042e8910f5ba2ab101c	94	0		0	0	no_extra_tm_evidence
vae_candidate_000222	excluded	7fc2b8bd40e03017434540c10fe9cfb8eab7da437f9e85ff62a99d2d373ed5a9	136	0		0	0	no_extra_tm_evidence
vae_candidate_000223	excluded	6f7157364cb5876ea6416ba05856a392dd52580bc32926d6b3908abed9b6b1d9	101	0		0	0	no_extra_tm_evidence
vae_candidate_000224	excluded	28b77be9d1be32a04ef21f3af44b52439fb7978590d2791dbb65e99351ad872a	134	0		0	0	no_extra_tm_evidence
vae_candidate_000225	excluded	75d5c30e6ef4bf3de7d8cc338c30edd7703e269d4247618eccf407af14c8c522	101	0		0	0	no_extra_tm_evidence
vae_candidate_000226	excluded	0b7383e9eeb3ac17facc9eb8fa0873ed9f692d9d8175e46a02c8aacdc25536c9	108	0		0	0	no_extra_tm_evidence
vae_candidate_000227	excluded	a67a0ede32fead34fec5ac93e0ec2dffe4425355e1cad2aaf1a5060cebab88ee	62	0		0	0	no_extra_tm_evidence
vae_candidate_000228	main_supported_gvpa	b67a7806258086e1d5a5bdd1d0b0178cc71f9cb1d8e5c4a4572466bdcca1a453	124	0		0	0	no_extra_tm_evidence
vae_candidate_000229	excluded	ce20543d15055ddfc09adb7aa9fd1ea09ab2fbde1a94fc7cff78cbca4b57a893	147	0		0	0	no_extra_tm_evidence
vae_candidate_000230	main_supported_gvpa	c7b60fd1451316c8ccc9aa83fbd2937dceb7b0717ca29dc4537a3f027be3f224	92	0		0	0	no_extra_tm_evidence
vae_candidate_000231	excluded	693ace00289170afd6108a22d6a844796718e3346f71783d354659fd056d6751	117	0		0	0	no_extra_tm_evidence
vae_candidate_000232	excluded	d070a684c5f8f5b0de75d622206a9ad0712bd323811148c698fa8ebc0381aa07	154	0		0	0	no_extra_tm_evidence
vae_candidate_000233	excluded	1f2a7ad75307e824bd502a9dce411f2174cafb3fd117cfced57a7dc9dbd0fed8	81	0		0	0	no_extra_tm_evidence
vae_candidate_000234	excluded	ee10af931147dd1ebb99e835c416ccb681abf0330e33b57dda8d137e2ef513c2	65	0		0	0	no_extra_tm_evidence
vae_candidate_000235	excluded	63ae5e314f10e66fcf54c8e75c964fe4c19a02e79ca4f0afe569ffaec2ea4322	141	0		0	0	no_extra_tm_evidence
vae_candidate_000236	excluded	3f20bd45c462044d03a5b53c801639d91c542e8345e2f0d929acb493ce89f73d	93	0		0	0	no_extra_tm_evidence
vae_candidate_000237	excluded	d64d9727bbce9534924bb2014e9f6704115f0db8f6e5c9a902afc18c35984fca	101	0		0	0	no_extra_tm_evidence
vae_candidate_000238	excluded	315d20f77f39819a1e4bcafc222b6ecdc4e2294953e7f72e94ef4983edbd528b	109	0		0	0	no_extra_tm_evidence
vae_candidate_000239	excluded	c55eb1208ed2361cd432dc8820c64dbe0c3f0a51245204a6ba00a15fb5baab96	82	0		0	0	no_extra_tm_evidence
vae_candidate_000240	excluded	0865bab596ebaf08131c0b8bcbcc95bf7031e010f8ea002df28ab6252a54e9fd	70	0		0	0	no_extra_tm_evidence
vae_candidate_000241	excluded	a52b7e6c2cd7738f77ffed9d59b597a0d61a769508933469cff0767ca731b221	149	0		0	0	no_extra_tm_evidence
vae_candidate_000242	ambiguous_exploration	9b67f04e2c030c075e074666dad7ccea6e2046f249d7ce40677f945e4813b6b2	102	0		0	0	no_extra_tm_evidence
vae_candidate_000243	excluded	5ff817b2f311dedc37b0e2ef7dea34a0671c85942426131cfdf863752bb2eb98	66	0		0	0	no_extra_tm_evidence
vae_candidate_000244	excluded	2cba617eb1b3a9bac851ea61faf8b0a0df7e8e84da569c3a8e4931500fa727e2	123	0		0	0	no_extra_tm_evidence
vae_candidate_000245	excluded	7b76af1fe561371eb2707cc196e43e2684fcdfb184dc29425f152f3ddb43493d	135	0		0	0	no_extra_tm_evidence
vae_candidate_000246	excluded	135b9d20286cb2e97e5a2536a985806446315d83314593179918c994cf8f8248	124	0		0	0	no_extra_tm_evidence
vae_candidate_000247	main_supported_gvpa	5a55f4921734397caae5842d7785a9a30142cb9c5032b3237c601a432512446e	96	0		0	0	no_extra_tm_evidence
vae_candidate_000248	excluded	017806aae4ed497f1b947060bb68ea17a4a836cd4cf1c5733ae644ce13fd44bb	110	0		0	0	no_extra_tm_evidence
vae_candidate_000249	main_supported_gvpa	b88050e7d5401e7253b8be88041a6479cf03c155244a4ef821c61dc4c11536e0	107	0		0	0	no_extra_tm_evidence
vae_candidate_000250	excluded	206f63ff6fbdd66c6fb375c9ad227f313cf9dcd03cc61bdbea715c890d129686	58	0		0	0	no_extra_tm_evidence
vae_candidate_000251	excluded	9c5b2359f44e4db023f002c80137a7038bccd5c76a6d8f1b998528f51defc535	143	0		0	0	no_extra_tm_evidence
vae_candidate_000252	excluded	e310f87612f38b3a75fab1e722bb844f80649c0fadfd99aa694e6384d47403f6	160	0		0	0	no_extra_tm_evidence
vae_candidate_000253	excluded	fb4411a4de003d9d40c256f37584c15662d70df74b2230b98c2bd7ec105736f6	125	0		0	0	no_extra_tm_evidence
vae_candidate_000254	excluded	67c1ca4fabb1751bf1244aa86f3ff83df0c6b2ee14f1d5a6eff5a2eed2985499	80	0		0	0	no_extra_tm_evidence
vae_candidate_000255	excluded	bc9d3d5d3cbee06adcb75e74314505f3181375b15136bb3464226a2197b248e1	138	0		0	0	no_extra_tm_evidence
vae_candidate_000256	excluded	00cabd820c7c24b9bec725e1bb987525ab5a50a89a03fcfd24ecc6608ed0836a	78	0		0	0	no_extra_tm_evidence
vae_candidate_000257	excluded	651897496a02dea2beed208be00fb4184852adde17e7b7d5fa5c8539fc729fa0	88	0		0	0	no_extra_tm_evidence
vae_candidate_000258	main_supported_gvpa	932733987db54efa80640d64fe5c17ef188eb743bfc73ba2fdbe60c8a2e7d80d	93	0		0	0	no_extra_tm_evidence
vae_candidate_000259	excluded	240262276737733c526236bc06280588da4f043abfa99d9bf8e73454bfec646b	53	0		0	0	no_extra_tm_evidence
vae_candidate_000260	ambiguous_exploration	61e64824b2a4ab597bf0f287946ca92fe261d576d7ea7c69ca70c3ece936fa89	109	0		0	0	no_extra_tm_evidence
vae_candidate_000261	excluded	1aaf49254d82c4f7f5034f250fa27112cfcf479360b8d990ff7d441f2ac7b6b3	64	0		0	0	no_extra_tm_evidence
vae_candidate_000262	excluded	14edc0779ef70fb49778bf06ac573a34f7c59f6f2ff7add50e4d6610c9fa7ea9	129	0		0	0	no_extra_tm_evidence
vae_candidate_000263	excluded	1bbd68fd797ea9e9ec1b37c81860e465db163ea4a7ded3d668c2a148cdb166a5	118	0		0	0	no_extra_tm_evidence
vae_candidate_000264	main_supported_gvpa	772b84d8a51a0148e4bf4d958846857d7b9ed316ca47d646ee8d704cc67f0cd5	110	0		0	0	no_extra_tm_evidence
vae_candidate_000265	excluded	1bd0eabcd8bccc8ef39f821d207662d71552e76775a5ac2e9cd1b4254434ce9c	103	0		0	0	no_extra_tm_evidence
vae_candidate_000266	main_supported_gvpa	a75b29a76a04ecab3fba07578eaa4b23985145277315db9d98ccbfbf98ebbf8f	89	0		0	0	no_extra_tm_evidence
vae_candidate_000267	excluded	091be3a170f7af58e8c377dbcfb5fb9cda3fbebf6eaeb16a5aab4eaddf1c4722	90	0		0	0	no_extra_tm_evidence
vae_candidate_000268	excluded	4b877816f3944643def0663c6d818c0aee339ff28a03a30b7c209d138e47794e	69	0		0	0	no_extra_tm_evidence
vae_candidate_000269	excluded	99241e2ebdc60376bc8a391dcec7558c66374393941c554e762e4d3606e90c67	117	0		0	0	no_extra_tm_evidence
vae_candidate_000270	excluded	2decb12f98c155ef1586cdbe8251cb0c5579eec888253e9760943e467f50e74e	92	0		0	0	no_extra_tm_evidence
vae_candidate_000271	excluded	6122957112e0829c1e55791407cfeadb27a6fed2d3ab009d675667ca99232d19	95	0		0	0	no_extra_tm_evidence
vae_candidate_000272	excluded	bba28678e3f01c6b6464834a73c7d9745718a427e0563286118a7e5d494b2ccd	127	0		0	0	no_extra_tm_evidence
vae_candidate_000273	main_supported_gvpa	41e41debd25c9f2c326130cd95054218c4fb0cc32dd820facca61d69eb0ca19f	108	0		0	0	no_extra_tm_evidence
vae_candidate_000274	excluded	94a469d25e7c6cf5c1ea6b8102c217a0ddaa427b37ab64920e43bc11d3e398e3	180	0		0	0	no_extra_tm_evidence
vae_candidate_000275	excluded	cc9079c777511d4e297d2658f6897a48c8341ced9de387b970e41c44c7a5429b	59	0		0	0	no_extra_tm_evidence
vae_candidate_000276	excluded	c5178b1b92e411adc9fc052974e735f979937e0795e7719db2fddbacbc5b7919	86	0		0	0	no_extra_tm_evidence
vae_candidate_000277	excluded	31a8039a5977ab4eefb9ae24343b01db21a5c90c6ddf13e2e2f9afc276c69095	111	0		0	0	no_extra_tm_evidence
vae_candidate_000278	excluded	01044d295ecd25d4e00059358abd4599208729014b03128d2e355ee86e1594da	87	0		0	0	no_extra_tm_evidence
vae_candidate_000279	excluded	d0402802c467e4c43d7e4f398fd727e7cc0169e854517dc68e00f85e11146127	67	0		0	0	no_extra_tm_evidence
vae_candidate_000280	excluded	ea441a2e1e24010d1ef435a40568b72702b9cca4a932271d9b2e70e57667c820	77	0		0	0	no_extra_tm_evidence
vae_candidate_000281	excluded	bfbf7d839069bb607fb7aaf829d088b210273a4949a3653facd3bf2017380964	75	0		0	0	no_extra_tm_evidence
vae_candidate_000282	excluded	93dc9ddf3d595b41dd4a8b33b65e3918c5876c01a0ddc3ad68b3d89592ba8294	106	0		0	0	no_extra_tm_evidence
vae_candidate_000283	ambiguous_exploration	0b833d0ebed5a24e65401f78c587f2be5605d7d22cab27e662c1ab3e12220488	102	0		0	0	no_extra_tm_evidence
vae_candidate_000284	main_supported_gvpa	a90dd89dbe7a7eb7d54552120ad00e94cee22b762d685da9428d8d02ec41ffbe	91	0		0	0	no_extra_tm_evidence
vae_candidate_000285	excluded	492b4cfb3e292b64f5e462166219848f73c910256f5f838912295aed310540b0	92	0		0	0	no_extra_tm_evidence
vae_candidate_000286	excluded	8a3a1ab211b4b1f2cb4855f37efc2543b7fcb7db3a0e241c672c496f955277a5	114	0		0	0	no_extra_tm_evidence
vae_candidate_000287	excluded	4ca79c1200ea4da76d28a74fcaf0460b8b154dc5366d3c82eb33035fda8bb5ae	55	0		0	0	no_extra_tm_evidence
vae_candidate_000288	main_supported_gvpa	691538e7f8c9abb2329f464828433e0c2c32e0fb6ae5a454cfc4c97fbee58c0a	114	0		0	0	no_extra_tm_evidence
vae_candidate_000289	excluded	013f1253934d8f573205206882ba346b7a7605068d7b6ffb7029f1ab236a4524	79	0		0	0	no_extra_tm_evidence
vae_candidate_000290	ambiguous_exploration	2642f6e97f6ecbda62695d39e65525df949740d6d66e383ed74c868dfbf75f6c	90	0		0	0	no_extra_tm_evidence
vae_candidate_000291	excluded	bbef997c741a578122dd933911da6c39474e9018c909a6b0c18974d207bcad9b	138	0		0	0	no_extra_tm_evidence
vae_candidate_000292	excluded	83aa992ec993137cd9cf19004453d68ddb67b98b52d1d0e78b05083e7ab087a3	81	0		0	0	no_extra_tm_evidence
vae_candidate_000293	main_supported_gvpa	e378e39a5f14218d620501146ccf0022981178fa3ff20a042b5b8a40da2da235	93	0		0	0	no_extra_tm_evidence
vae_candidate_000294	excluded	562aa9306d81c5e27eac468e0f93ab271803958e8d8eefa93c0d0dc32ea44134	110	0		0	0	no_extra_tm_evidence
vae_candidate_000295	main_supported_gvpa	909c35e063354b4fb505f6fc605e07c5bcebfef4d2dd77380164e3359d8fb6e0	87	0		0	0	no_extra_tm_evidence
vae_candidate_000296	excluded	d461d032d0ebfb21f0ed500a237d8fcf0aa5096396d45aca58368b09acc545ff	91	0		0	0	no_extra_tm_evidence
vae_candidate_000297	excluded	aa7d8fc13dd5fc6f9bc3608ee4ba2dcea5924256cd8154384d4a66d7a12175bc	62	0		0	0	no_extra_tm_evidence
vae_candidate_000298	ambiguous_exploration	6c7c11f82e4819178dff261c38f14c9e1b9695c59733414d29b0daecf86a967a	79	0		0	0	no_extra_tm_evidence
vae_candidate_000299	ambiguous_exploration	4904c593f8ed9ef59f14d6db076418d2908aa412a70a1766447cd614295b8070	121	0		0	0	no_extra_tm_evidence
vae_candidate_000300	excluded	23bc0a607dd30a2bf9547602dfb2848aaf256e3c0ec5336d4ddb4aafecd7a7aa	130	0		0	0	no_extra_tm_evidence
vae_candidate_000301	excluded	0783e5e1d8c55b50d63ee39293f5000174cf7c943797e53fb56e423adb2a3fab	117	0		0	0	no_extra_tm_evidence
vae_candidate_000302	excluded	73a588b1b82bb8192c1a89d0442c6430482a377ba61023a924d72c3898ad2f14	64	0		0	0	no_extra_tm_evidence
vae_candidate_000303	excluded	b300e5a5483a606d6864a29e3287e7b3ba6d84feaacbf8b02b90ee548fde4f46	108	0		0	0	no_extra_tm_evidence
vae_candidate_000304	excluded	a0506f441cb98e208530a07a7053f61d209824eba2cdd34f6bbe983b927c58aa	136	0		0	0	no_extra_tm_evidence
vae_candidate_000305	excluded	feed0894fe77ba3c53a6239584f8e0133cbe145e554aa00fbd5b0cf5a6a03369	80	0		0	0	no_extra_tm_evidence
vae_candidate_000306	excluded	ef7e2918db0b75bcb7b1b6ad58c111213dad267f31a1f0bee4e9b2b999656212	129	0		0	0	no_extra_tm_evidence
vae_candidate_000307	excluded	8520393a67239af4ea7091e8302b08d3c3e0a1b63e38fb805ca07297b4855576	96	0		0	0	no_extra_tm_evidence
vae_candidate_000308	excluded	78549212086dc30c38ac892ac76656099b7c619ccc4ff57ebb549f9c949879b0	111	0		0	0	no_extra_tm_evidence
vae_candidate_000309	excluded	a394ea6c509f7184432b7c5827f11062b565568f323109f5556698874e3a771b	117	0		0	0	no_extra_tm_evidence
vae_candidate_000310	excluded	c629c741c53e83bf9ab92bb7e9878f31af49ac546678edcab5bfc777cd7aeffd	76	0		0	0	no_extra_tm_evidence
vae_candidate_000311	excluded	07b9b86c5e61bee975ef757b51ff2ce87dbcacdf5bae9785eec770777565d23b	71	0		0	0	no_extra_tm_evidence
vae_candidate_000312	excluded	150e742f57b0f111876dca134fc899c199a3b946639aad423394034e3bd9e006	74	0		0	0	no_extra_tm_evidence
vae_candidate_000313	excluded	e20c28c29210b73960c515a3de504ed030457f3548170330e3892146513194ee	85	0		0	0	no_extra_tm_evidence
vae_candidate_000314	excluded	372cebfd14f2b4853f97712ef5d84e6ff244e0696f5c599b1dd111c2f4e6d3a6	97	0		0	0	no_extra_tm_evidence
vae_candidate_000315	excluded	7653da7c932d351b94bca4529f6a95a238123b130160f2f3fe8698c2499290ad	84	0		0	0	no_extra_tm_evidence
vae_candidate_000316	main_supported_gvpa	7fcbb3f92fd5d911b205f86a36ea3b8fc22476fc42d653d514957af66b3d4cab	85	0		0	0	no_extra_tm_evidence
vae_candidate_000317	ambiguous_exploration	e512638eedad2e5ef04f70a47e5925b4e034ce5e23230f9640bc3de2916266e7	116	0		0	0	no_extra_tm_evidence
vae_candidate_000318	main_supported_gvpa	223362a650826c2dd95f99c91da6e42dff55c9bf9583ca2c33674284d36d58b1	77	0		0	0	no_extra_tm_evidence
vae_candidate_000319	excluded	4dfe6c68b85606eab7954a7635f8ece4a0b9c2ab0f8b55d195e21aa13abe0e2c	115	0		0	0	no_extra_tm_evidence
vae_candidate_000320	excluded	f8465627fb7c82fc496902e3f8a5425045bcd12c034be7664152a3eaf609e3b6	114	0		0	0	no_extra_tm_evidence
vae_candidate_000321	excluded	89cead32d622f279ea064aa5b4b8e8da9aee9d5ba5c9500a7e083826b03774c6	52	0		0	0	no_extra_tm_evidence
vae_candidate_000322	ambiguous_exploration	bf617e1234614df2440d1384a02e3c2b414596f15e4b5a59eb36ff73376403cc	92	0		0	0	no_extra_tm_evidence
vae_candidate_000323	main_supported_gvpa	f78454356738b928f9474d0625df5a90a7fc4c7bb128f7946596e8a9aae6c053	103	0		0	0	no_extra_tm_evidence
vae_candidate_000324	excluded	098f58647cfb7d638dcd1770f198f5d37de0636d5033be76f01043d13025633a	63	0		0	0	no_extra_tm_evidence
vae_candidate_000325	excluded	3833f9a7d63d33c831dc06ad69d59b27f9aaa18ab52eadb35b56e7aa2e74b3f3	57	0		0	0	no_extra_tm_evidence
vae_candidate_000326	excluded	df5bc789a357437d93954f2788ba6956f03fdc8c8867d8e38a35fce4cd6863d9	91	0		0	0	no_extra_tm_evidence
vae_candidate_000327	main_supported_gvpa	0216dce265bd39700b6de14cd15249dec76a239e24fc02e84fb2688b8f039a9f	96	0		0	0	no_extra_tm_evidence
vae_candidate_000328	excluded	8ff27967158b297f514e218e5208c67405f0c8bba5aded9c9601291d6e774200	95	0		0	0	no_extra_tm_evidence
vae_candidate_000329	excluded	35bae85d1314c77c0c65e7d7aaf398025d1bd4aba2a8983d407172cb3b78a1fe	85	0		0	0	no_extra_tm_evidence
vae_candidate_000330	excluded	cc478e9a92daa2aac545e99949eb80a76af15a086ae7bef4d2ccf21671187e3e	70	0		0	0	no_extra_tm_evidence
vae_candidate_000331	excluded	ea0b736b6531ae07fa94aac74eae073ffdc13c5a295dc031b73ffed92e1068a5	61	0		0	0	no_extra_tm_evidence
vae_candidate_000332	main_supported_gvpa	12bc2f2f4cce3e2f175e8e129b23f9d1d5a0a528bb9cececb2fb2b5ff819ad61	105	0		0	0	no_extra_tm_evidence
vae_candidate_000333	excluded	0fef11ec80476500b12522a03654b72fc9df5ccf8f4f87cb83166a9f61fa18c2	89	0		0	0	no_extra_tm_evidence
vae_candidate_000334	excluded	28567c0bd7e7ab47943cc928f433bb7419cef7ff3cb484ddc0fd825f20e54c9e	137	0		0	0	no_extra_tm_evidence
vae_candidate_000335	excluded	39b255bee545579d0f8919bda3bff566fd7460bab179fb7d62e6e249e1c2eecc	110	0		0	0	no_extra_tm_evidence
vae_candidate_000336	excluded	4193cbf6dc8ea8b43f4acea92e68ec9c1a084c47a60ee4448d53211b1a496157	125	0		0	0	no_extra_tm_evidence
vae_candidate_000337	excluded	3323558d2ab32a25895db47d78c17f3a3b412d9cbf95fa8b00fd1dd7bf176e40	104	0		0	0	no_extra_tm_evidence
vae_candidate_000338	main_supported_gvpa	198f2e377e821736832cb39fe6060aeb9f974d56ff866f92eda83fb09c7d5835	93	0		0	0	no_extra_tm_evidence
vae_candidate_000339	excluded	0c86596789451a6f04f4a31dbae5e1d4e5dadc7d29fe800d573a4f9da08a8dd8	107	0		0	0	no_extra_tm_evidence
vae_candidate_000340	excluded	89f0be151532801fb4db7abff3569e3340a1518d55b8885d79c91823361aa30f	99	0		0	0	no_extra_tm_evidence
vae_candidate_000341	excluded	da558f76a74559d4a14f632f676c2973eaf1a8d508db0730e220778da7f588d2	90	0		0	0	no_extra_tm_evidence
vae_candidate_000342	excluded	69627a414235bf88e17519ca2fa4ec1310b5359c159effb8c9459a3ceeec6140	67	0		0	0	no_extra_tm_evidence
vae_candidate_000343	main_supported_gvpa	4b7a4c6032651d288d048dc853317da9f4f1b480db5445d0b2184328ef2f3b9e	114	0		0	0	no_extra_tm_evidence
vae_candidate_000344	main_supported_gvpa	a5808e42187afb4f95b1764f4e8e7b2e69abe3e2cc395a96dbcfcd830c3cac7a	88	0		0	0	no_extra_tm_evidence
vae_candidate_000345	main_supported_gvpa	7d4593914292670b3edaef46bc194955019f1ac3bef91e80203b9bbcae52184c	101	0		0	0	no_extra_tm_evidence
vae_candidate_000346	main_supported_gvpa	6c7c4bf5df248402b6fc55f9e5a229889fafee26972f860568d08b809a4a94d5	115	0		0	0	no_extra_tm_evidence
vae_candidate_000347	main_supported_gvpa	9a06335a5626267198cad2956b7fca119cfee5f9765eb03fc0e0f69e492c1bac	93	0		0	0	no_extra_tm_evidence
vae_candidate_000348	excluded	212f6a89393b8208816b6f63dd208adbd745498682593e5305d2112220a71649	106	0		0	0	no_extra_tm_evidence
vae_candidate_000349	excluded	6575d890619ef3f1e4357c0532a9ae39034e10786370c7295557cfe16d63f9d5	108	0		0	0	no_extra_tm_evidence
vae_candidate_000350	excluded	218f863a4018f0152a697795825e7684d1150762cae6269d30c6c01d7cf4910f	102	0		0	0	no_extra_tm_evidence
vae_candidate_000351	excluded	af712d8bbb96bccc9f4e28901123348845544e87337084f813bff62632e08736	66	0		0	0	no_extra_tm_evidence
vae_candidate_000352	main_supported_gvpa	d5d4d246f94d8513a6076ceac506e7e2424a80d98e545c034ca59d845fa26e74	72	0		0	0	no_extra_tm_evidence
vae_candidate_000353	excluded	53f3c9a0d5ec2d4bf93821a09ceb47309fa25f9eb399447733fc448741b9dda0	124	0		0	0	no_extra_tm_evidence
vae_candidate_000354	main_supported_gvpa	38e2dc077fa752f75426e2f5d9639e2bb1d9f2e7538119ec75f9b9cd842d20b5	95	0		0	0	no_extra_tm_evidence
