sequence_id	sequence_sha256	cluster_id	length	release_status	reasons	source_accessions	split
nat_f49fe3672d6fdfda7cc7	f49fe3672d6fdfda7cc7ec0b9a4f54af44ee8f53326ed5f3c0b281e5a61cd93b	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_252700730.1;WP_252700730|gvpA|protein	train
nat_53979ea823175001b77b	53979ea823175001b77b6bbf60f4288bd1629111bcc1c87c4ca10c6e175c17e6	cluster_0a5813d34fb4f832fd7d	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_250874940.1;WP_250874940|gvpA|protein	validation
nat_84eddb9c9ecca10afd5a	84eddb9c9ecca10afd5a775c11e3d7bab42a1aff8c6bad25b1b013a542f3bc54	cluster_84eddb9c9ecca10afd5a	99	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_250872509.1;WP_250872509|gvpA|protein	train
nat_a7791ad55c70e7fd3462	a7791ad55c70e7fd346219c5a78230165d2e97e2e807cb98c29fac4b45d5a0de	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_250139719.1;WP_250139719|gvpA|protein	train
nat_b28a6bed955c267791e6	b28a6bed955c267791e6d3709c242af34793b4f5066cb44d244505ac9d8b631f	cluster_3dd2d389f45d6f0511d2	109	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_248909849|gvpA|protein	train
nat_2257aec2c4abeff42ec4	2257aec2c4abeff42ec43bfebdc376d024c4499995e46a6ba2ec53fff8ad6556	cluster_00058845722df3ede422	97	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_247729007.1;WP_247729007|gvpA|protein	train
nat_0a5813d34fb4f832fd7d	0a5813d34fb4f832fd7d9748d68c12fae82607f9da230322e66fab8afe74727b	cluster_0a5813d34fb4f832fd7d	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_247416651.1;WP_247416651|gvpA|protein	validation
nat_a49cfe7d33cec22c3905	a49cfe7d33cec22c39058e6f0aa13a93c8f0dfff7754574197d17888f1fc55ff	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_247001169.1;WP_247001169|gvpA|protein	train
nat_b14fdba1c12c78ac4485	b14fdba1c12c78ac448516578d86300dcd54343b45823a68083ccd180c8caf83	cluster_00058845722df3ede422	84	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_227373847.1;WP_227373847|gvpA|protein	train
nat_27cf1e5aac6ec3dd931d	27cf1e5aac6ec3dd931dff21f72095eed48d09c3f568003ed3775261bc0e6122	cluster_0da4fc315e8c5fa1925f	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_227132931.1;WP_227132931|gvpA|protein	test
nat_d4ba65189ba86a477cc5	d4ba65189ba86a477cc5ef0f66429d8e911333cad147cb074025253abb37da7f	cluster_00058845722df3ede422	92	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_226041793.1;WP_226041793|gvpA|protein	train
nat_a9c10692b45d32f772b4	a9c10692b45d32f772b49ae4400b85a55c24b3655085701096adf67a6d89a507	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_226007125.1;WP_226007125|gvpA|protein	train
nat_c477483bf308ed286daf	c477483bf308ed286dafd66898b1afa93f47b811493f49b76b651d0d3dcb7403	cluster_3e013aaa6defa9421798	87	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_224447735.1;WP_224447735|gvpA|protein	validation
nat_e31d0685f6a3fa9a63fd	e31d0685f6a3fa9a63fd6193f3d90958501acaa75a873ac24a4c438b68d2330c	cluster_3e013aaa6defa9421798	90	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_224332750.1;WP_224332750|gvpA|protein	validation
nat_4d722634e257d2a7d133	4d722634e257d2a7d1338858bded9b52176fe2d51e0d0507a808dd93b62c2a49	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_222918710.1;WP_222918710|gvpA|protein	train
nat_3ca11356bba8d59e0a37	3ca11356bba8d59e0a3715bee43b09845f1c7879f899f72959aa2bcf59603f68	cluster_200ecff40f6b83ca60f9	93	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_220580832.1;WP_220580832|gvpA|protein	train
nat_7d1d4ec0845163a487d6	7d1d4ec0845163a487d66c420796f6482ca852eab0c9282b03fc0c125ba15dd8	cluster_04e4c15b93bd18832d36	88	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_218153787.1;WP_218153787|gvpA|protein	train
nat_82e4660fb87f57daff30	82e4660fb87f57daff301dfe4130bc4899fa88daf9461bb210d8b33d8160ea71	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_207587676.1;WP_207587676|gvpA|protein	train
nat_4dc9c1477d3d6b181da7	4dc9c1477d3d6b181da7459081875eca89af9f16bfff711a31c8124578309943	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QSW99551|gvpA|protein;WP_207289157.1;WP_207289157|gvpA|protein	train
nat_1aef09f774a1818b7e24	1aef09f774a1818b7e241a497f1019c8c5004db4b09485bc075fd1124e5b6cfb	cluster_00058845722df3ede422	96	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QSW99309|gvpA|protein;WP_207288917.1;WP_207288917|gvpA|protein	train
nat_dbd11e06d90ad48401af	dbd11e06d90ad48401af88eed365b119c47a8a6791e5241aa2c7c16325b4a749	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QSW84614|gvpA|protein;WP_207269842.1;WP_207269842|gvpA|protein	train
nat_1ed909a554bd91f8870f	1ed909a554bd91f8870f86101c7b69e680247a3cd2b0fa7e2abc3f136c712172	cluster_0da4fc315e8c5fa1925f	73	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QSW84089|gvpA|protein;WP_207269332.1;WP_207269332|gvpA|protein	test
nat_ac44a557fbffad89a437	ac44a557fbffad89a437e1026e0c27f6123339c61d030f455ebf334321705841	cluster_3e013aaa6defa9421798	72	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_188786682.1;WP_188786682|gvpA|protein	validation
nat_4d627ec7ce40cceb1d25	4d627ec7ce40cceb1d25b3a543fe91316e6bb43c760ea864dc599f514738fc0f	cluster_04e4c15b93bd18832d36	78	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_181692579.1;WP_181692579|gvpA|protein	train
nat_4a610b8daff21e476288	4a610b8daff21e47628899f45527e056a293252b40315ad74c35fae02520e728	cluster_0a5813d34fb4f832fd7d	85	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_179267280.1;WP_179267280|gvpA|protein	validation
nat_bf5abb4d953e0d6aaa1f	bf5abb4d953e0d6aaa1f2b504bb07449e4a36340f9e5f7a959e4eda39973132d	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QLG48078|gvpA|protein;WP_179259819.1;WP_179259819|gvpA|protein	train
nat_32fcf9c5b6202c499dc1	32fcf9c5b6202c499dc1a79030b4ef28d478a9d90e34a12676f797ac6b5f169d	cluster_00058845722df3ede422	88	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_179171077.1;WP_179171077|gvpA|protein	train
nat_34e09ae9d7236edc844b	34e09ae9d7236edc844bd9d7cb469e7a24024a380d0d79604cbdba31a25abe91	cluster_04e4c15b93bd18832d36	85	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_179170132.1;WP_179170132|gvpA|protein	train
nat_05d62502987d9405b8af	05d62502987d9405b8afcb2a362db70fdbd68e573d229f7913ad099b24cf88c6	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_174678802.1;WP_174678802|gvpA|protein	train
nat_48f4fc548c0153a5775e	48f4fc548c0153a5775e2d82043989ed247fc9808988e192c6cac4754329cc1b	cluster_00058845722df3ede422	96	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_165161358.1;WP_165161358|gvpA|protein	train
nat_42d774e2b731f8e5de6a	42d774e2b731f8e5de6ac1393aff775d6bee92ee1cc3dbf92e88a48dff3f6728	cluster_200ecff40f6b83ca60f9	93	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_162413127.1;WP_162413127|gvpA|protein	train
nat_0077c6cbf903d0b80137	0077c6cbf903d0b8013785e9c2d3858815e8c0423542a065d5cdb65ad21cfb84	cluster_00058845722df3ede422	96	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_160063339.1;WP_160063339|gvpA|protein	train
nat_373d638b02f47e751a57	373d638b02f47e751a57c41721893eb012f9c8426d44eccf9a30d2d9afd3030c	cluster_0a5813d34fb4f832fd7d	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_158205683.1;WP_158205683|gvpA|protein	validation
nat_873dfd59523575571c0b	873dfd59523575571c0b5a852b23c36dbfdd894fd7b15dc4d7d0328398c94192	cluster_04e4c15b93bd18832d36	85	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_158056335.1;WP_158056335|gvpA|protein	train
nat_3beea3bf721df3e90ae2	3beea3bf721df3e90ae2c6d908b7aae76b4eaf09f5b646a01af8ad8019adf5be	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_148860446.1;WP_148860446|gvpA|protein	train
nat_cac8cf4903b24e69aca8	cac8cf4903b24e69aca846877fc06700a4c359f2f91bccf0bc18d01efd85d458	cluster_04e4c15b93bd18832d36	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_145843683.1;WP_145843683|gvpA|protein	train
nat_2a93193629740c6b70af	2a93193629740c6b70afaf073c3de7dac6d79ebf780c22b99addd3e1a8872350	cluster_04e4c15b93bd18832d36	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_144261482.1;WP_144261482|gvpA|protein	train
nat_dc6aa26cbe06c32b68c2	dc6aa26cbe06c32b68c260b69a10a159aad675ed26e13576b1dcb701f11fe265	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_141465890.1;WP_141465890|gvpA|protein	train
nat_bda4e304d446361a159c	bda4e304d446361a159c993095577115b3473052d3000dd181865e8db68e4361	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_138780111.1;WP_138780111|gvpA|protein	train
nat_7d45d6cf3df5d3d36985	7d45d6cf3df5d3d36985ffaae9b4dca4613dcc012597c5869c1497bfb7f7e173	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_137291688.1;WP_137291688|gvpA|protein	train
nat_200ecff40f6b83ca60f9	200ecff40f6b83ca60f947ac373e44b4fa429130e9e83ff16612f1f26cfc3724	cluster_200ecff40f6b83ca60f9	93	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_135305013.1;WP_135305013|gvpA|protein	train
nat_1f7ab0dfc808b4ef03c3	1f7ab0dfc808b4ef03c3a3a7d3b7aff271b6b8d527a1dff74c65ce73a26aa483	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_130499831.1;WP_130499831|gvpA|protein	train
nat_9fd0842a53e077dc147a	9fd0842a53e077dc147a850cd8d6e3deb845fe96e9ea825b3c2e830bac3b6ea8	cluster_3dd2d389f45d6f0511d2	111	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_124955529|gvpA|protein	train
nat_74aacbad701be1598660	74aacbad701be1598660e6ea3918fb6233e65fb0bdeacc530544ac385f3fcb28	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_124194920.1;WP_124194920|gvpA|protein	train
nat_7ee1d64f80049d71603c	7ee1d64f80049d71603c3af6a49d66d0c0f9785517dba1e88c751b17d25cee31	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_124177937.1;WP_124177937|gvpA|protein	train
nat_9ba949b2aab9e2be6898	9ba949b2aab9e2be689813d4dd9d11381224286210801b51bf61c9dc7415dff2	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_121744691.1;WP_121744691|gvpA|protein	train
nat_d1b057f953bd558c0457	d1b057f953bd558c0457518dff2b0d5f7603c86a6714b7248bb19e85412d7a81	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_121744350.1;WP_121744350|gvpA|protein	train
nat_3e013aaa6defa9421798	3e013aaa6defa9421798fff8e354ef30a45acf5afc839e06d7c6c6c1bded1ff1	cluster_3e013aaa6defa9421798	90	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_117592720.1;WP_117592720|gvpA|protein	validation
nat_ccd25408209dd226eaf9	ccd25408209dd226eaf95c9255ff0de12c04411c57c39f04faa95f79a7841930	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_117364027.1;WP_117364027|gvpA|protein	train
nat_67dd37821af98e87666e	67dd37821af98e87666e5a31bf3f8cca05fbcdf425b9706e6853ca251f145d21	cluster_00058845722df3ede422	96	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_114575686.1;WP_114575686|gvpA|protein	train
nat_87d470267a8c16ab7df9	87d470267a8c16ab7df940fb92fc4a563e7753d63814e65247f4b39ca6166837	cluster_00058845722df3ede422	92	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QLK26300|gvpA|protein;WP_098726914.1;WP_098726914|gvpA|protein	train
nat_1eda5f35014077cd8e25	1eda5f35014077cd8e255895b81bcbbd3ddca329cac29a21a39478022f8aeb9d	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_097380016.1;WP_097380016|gvpA|protein	train
nat_b872ca2d5a2d145dce35	b872ca2d5a2d145dce354d36d77e70eb10a08b2055989b6d954f684f6957713d	cluster_04e4c15b93bd18832d36	90	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_097009060.1;WP_097009060|gvpA|protein	train
nat_b3561a1e0242e2259486	b3561a1e0242e2259486fe4e0fe24920cc0a6cfa37ee2d5ee0f4ab2b949738c6	cluster_1e070d0d2387bb202235	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_095644993.1;WP_095644993|gvpA|protein	validation
nat_ede685c8031e89299cf7	ede685c8031e89299cf7a422150732c34db87965882e0ac21561377ae427499f	cluster_1e070d0d2387bb202235	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_095644610.1;WP_095644610|gvpA|protein	validation
nat_d80e058d93177215aa4b	d80e058d93177215aa4b827adc631f2a7322ab03a6cae75ab72c3d5738e3ecab	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_092931071.1;WP_092931071|gvpA|protein	train
nat_dbcea97f4e8354ba3556	dbcea97f4e8354ba3556f158a30c55283df4e86ebf04d7cb671a0b5bc988481e	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_092903619.1;WP_092903619|gvpA|protein	train
nat_81de2b78d291d512c1e2	81de2b78d291d512c1e2b89ae8836cdb922d557f92f68910cd6dc03255675b39	cluster_00058845722df3ede422	92	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_090618336.1;WP_090618336|gvpA|protein	train
nat_9ca97034ea4d97950343	9ca97034ea4d97950343fc033bf484179c8f92c0a6eacdd99f4c28a6aec2bc6e	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_090613434.1;WP_090613434|gvpA|protein	train
nat_6b2c0d4d7468a9bb7cde	6b2c0d4d7468a9bb7cde732e238d1ac37ecf48b7594a4e6dd060ed6a29af1d8a	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_090506853.1;WP_090506853|gvpA|protein	train
nat_4b58b860e36e01bdb682	4b58b860e36e01bdb682367fbf44812eba6dd58e4e934c378bd9d6aadce1cc6b	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_090381763.1;WP_090381763|gvpA|protein	train
nat_d92cb9dcfcf48b731b50	d92cb9dcfcf48b731b50931bffc59d2a1f06a3ae808fdec2f664a3f0d1d9d321	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_090303974.1;WP_090303974|gvpA|protein	train
nat_86af2bea85657bdc848a	86af2bea85657bdc848aca42419445b798020105b889944f0f4a23c1f143c95c	cluster_00058845722df3ede422	93	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_086886824.1;WP_086886824|gvpA|protein	train
nat_6681febe116459c77b18	6681febe116459c77b18efad7fef5a7301d8814a9125f9ef8f9f141b621e879c	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_076582330.1;WP_076582330|gvpA|protein	train
nat_3e6bf91c590be6684eed	3e6bf91c590be6684eed9926f0f0e4b54a4578f221c09d95018d5a14908398b5	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_076144968.1;WP_076144968|gvpA|protein	train
nat_019e8d05123166c4099d	019e8d05123166c4099d1d78d61a60881e08c412015de540a5f80e9c1fb5164f	cluster_019e8d05123166c4099d	86	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_066384857.1;WP_066384857|gvpA|protein	train
nat_7bd6d00159b2d7ed0289	7bd6d00159b2d7ed0289baf8dbbc0ebb56120ef74e8b85de6d4ae75633b37760	cluster_019e8d05123166c4099d	87	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_066382543.1;WP_066382543|gvpA|protein	train
nat_fb877ea45a36f28c6227	fb877ea45a36f28c6227d2338b208ab1161a2a4e796a6f84a45bb7d0af97d97c	cluster_04e4c15b93bd18832d36	87	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_066146101.1;WP_066146101|gvpA|protein	train
nat_ebb2fb66a808274ef5cf	ebb2fb66a808274ef5cfe04707c1d81b3ad3ca9df72f30b25a365a4671a968a7	cluster_3e013aaa6defa9421798	90	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_058580750.1;WP_058580750|gvpA|protein	validation
nat_a8908cb0d732ddf5c6d4	a8908cb0d732ddf5c6d4015b65fb6269eb16472b451882b8c89d16840fbc3e35	cluster_00058845722df3ede422	96	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_054862714.1;WP_054862714|gvpA|protein	train
nat_acb38079c01f07d0de6f	acb38079c01f07d0de6f29f2273ec2474d3cad1e2f80da6f6ad246155c67ee1d	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_049989893.1;WP_049989893|gvpA|protein	train
nat_07248f2d3ff700c7afcd	07248f2d3ff700c7afcd578e9123a5c406facb5736db0e6b2924d0c06383e9d8	cluster_00058845722df3ede422	82	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_049970405.1;WP_049970405|gvpA|protein	train
nat_edcfcd19baadeee00eaf	edcfcd19baadeee00eaf88cd06aa255a44d20962443de37c5e4e6f69e5726912	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_049954064.1;WP_049954064|gvpA|protein	train
nat_320fa412f1f1ad675d12	320fa412f1f1ad675d121137f62af03e9b7a5537d65ced7d2559d731d92bbefb	cluster_320fa412f1f1ad675d12	87	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_049934428.1;WP_049934428|gvpA|protein	test
nat_f7dbe09f7bde0afd3543	f7dbe09f7bde0afd35430a77ff43add3b256326bed36cfc07fed23d5822002be	cluster_04e4c15b93bd18832d36	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_049934333.1;WP_049934333|gvpA|protein	train
nat_c8490949e18e771ed8c8	c8490949e18e771ed8c8c54d9d56b4da4a1f8d86dfa0370f486346aacacdb834	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_049924581.1;WP_049924581|gvpA|protein	train
nat_94cdaea6b1db7bfe983f	94cdaea6b1db7bfe983fd9e26f2c34a76d5b03114834feeda1e1a352b8bbdd5a	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_049920063.1;WP_049920063|gvpA|protein	train
nat_78005b3dddedd0251b7e	78005b3dddedd0251b7e469f41fbcd8bf829877f05128bcc7791ccfc6e66686e	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_049889998.1;WP_049889998|gvpA|protein	train
nat_448d52f7c380acd65350	448d52f7c380acd653509b909b66c6ae1230252cfa74026dcde3b1a46691dd4a	cluster_1e070d0d2387bb202235	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_048122675.1;WP_048122675|gvpA|protein	validation
nat_f603a0bdb36b55f44821	f603a0bdb36b55f4482180fa3867f971263919a815b902f3c22fbd72cd37faeb	cluster_1e070d0d2387bb202235	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_048122673.1;WP_048122673|gvpA|protein	validation
nat_3cc2cb889cfdbbcaa17b	3cc2cb889cfdbbcaa17bf78c8d1d3f4b5ca85aeafe19b48a7f83e9cfd59ead9f	cluster_0da4fc315e8c5fa1925f	72	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_021056303.1;WP_021056303|gvpA|protein	test
nat_b5ccff48f879b7cc34ad	b5ccff48f879b7cc34ad8f5c36b63b1a1bb528349643c9b217bca4d7298417d4	cluster_00058845722df3ede422	92	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_019991572.1;WP_019991572|gvpA|protein	train
nat_32d58e5d24419efe5e0e	32d58e5d24419efe5e0e2d345df828191c6edfe2f9e053ecf19a879f70d4d31e	cluster_0da4fc315e8c5fa1925f	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_015408777.1;WP_015408777|gvpA|protein	test
nat_b14dbbd56a14a6238029	b14dbbd56a14a62380290dac535357a72a6641c6900bc8a641d3956ff85a3938	cluster_00058845722df3ede422	93	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_015322023.1;WP_015322023|gvpA|protein	train
nat_842bc418f0682cd2a9c8	842bc418f0682cd2a9c8df6c49ea422dbc803155124a6846d7a60d9d83a8a90e	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_013878361.1;WP_013878361|gvpA|protein	train
nat_d5d6f3cedb33fb3328b6	d5d6f3cedb33fb3328b601b229fc76346413f748702fa12fdf520f8cdc8519e2	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_012996341.1;WP_012996341|gvpA|protein	train
nat_30c8db5b2a48ec02340b	30c8db5b2a48ec02340b2ce6c673667f0e2f4cfc8b42d7c7d20367dd7f71507f	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_012944239.1;WP_012944239|gvpA|protein	train
nat_69442765a7e1224b0435	69442765a7e1224b043564331c6a208751a6131dc80765ddc7035960ee05acfe	cluster_00058845722df3ede422	96	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_012943535.1;WP_012943535|gvpA|protein	train
nat_90e82772d308676c7556	90e82772d308676c75568c0c440d84add6c49bafb1f3bedb28a64fca998175f4	cluster_0da4fc315e8c5fa1925f	74	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_011695264.1;WP_011695264|gvpA|protein	test
nat_8f5ca23cd23d0262e12b	8f5ca23cd23d0262e12ba17fdf7f59af0af7fbfbf872d5e03a508e72d66e5cf7	cluster_0da4fc315e8c5fa1925f	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_011695263.1;WP_011695263|gvpA|protein	test
nat_a4ce46bc0db75edd2892	a4ce46bc0db75edd289273c61df2447a16f7eaa54328c95a55ded723eb926a9b	cluster_1e070d0d2387bb202235	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_011305365.1;WP_011305365|gvpA|protein	validation
nat_1564401f2a553c444667	1564401f2a553c4446671309877ae8049b5a83a474fb16f11935710b111eab15	cluster_00058845722df3ede422	96	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QRV14613|gvpA|protein;WP_008894730.1;WP_008894730|gvpA|protein	train
nat_5d40201e59780a4578e1	5d40201e59780a4578e1d59e27b596d8b7ecbc64ed4cc25e82feb3008c524ad8	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QRV13836|gvpA|protein;WP_008893968.1;WP_008893968|gvpA|protein	train
nat_718f9add2c10ca08b4a5	718f9add2c10ca08b4a575acf96abc0dcfd73ebbeae7c2909b168d955ffc5d3f	cluster_320fa412f1f1ad675d12	87	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_008417043.1;WP_008417043|gvpA|protein	test
