reference_id	source_path	source_record_index	source_id	source_accession	source_header	sequence_sha256	length	annotated_family	annotation_reasons	seed_eligible	reference_status	fold	cluster_id	pf00741_pass	pf00741_score	pf00741_coverage	family_status	best_family	family_margin	classification_reason
nat_370aa86e30267a3a072e	data/raw/t05/gvpa/GvpA_NotPartial.fasta	916	WSY72809|gvpA|protein	WSY72809	WSY72809|gvpA|protein	370aa86e30267a3a072e5d15f626685541b839c2c5a947a9297623c927d52cbb	145	gvpa		True	possible_gvpa	0	cluster_11cdda0e14dc63f88e35	True	43.4	0.9743589743589743	unsupported			no_qualified_subfamily_hit
nat_bb5cf35be2d320c0ead2	data/raw/t05/gvpa/GvpA_NotPartial.fasta	917	WSY65263|gvpA|protein	WSY65263	WSY65263|gvpA|protein	bb5cf35be2d320c0ead2ea879c043d8fec579b266dd1143f58bb6288ba9ec2bd	145	gvpa		True	possible_gvpa	0	cluster_11cdda0e14dc63f88e35	True	43.4	0.9743589743589743	unsupported			no_qualified_subfamily_hit
nat_e8032b7ad48d42a9adf3	data/raw/t05/gvpa/GvpA_NotPartial.fasta	918	WSY58681|gvpA|protein	WSY58681	WSY58681|gvpA|protein	e8032b7ad48d42a9adf341dc5b56f9a1336c504eaf87c101307c80ef7dbc1f68	135	gvpa		True	high_confidence_gvpa	2	cluster_0ccad4d436403131ae6a	True	50.7	0.9743589743589743	supported_gvpa	gvpa	90.0	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_e62ac75b3affa97a2f5a	data/raw/t05/gvpa/GvpA_NotPartial.fasta	919	WSY30356|gvpA|protein	WSY30356	WSY30356|gvpA|protein	e62ac75b3affa97a2f5aff1f1d462b17657ce662836aa9235041d53281de2dc4	151	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.4	1.0	supported_gvpa	gvpa	77.4	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_d82c955fa7d898a2ab96	data/raw/t05/gvpa/GvpA_NotPartial.fasta	920	WSX74523|gvpA|protein	WSX74523	WSX74523|gvpA|protein	d82c955fa7d898a2ab968cd145c1de0abf568f4ddc1ef84aa0417b91848c0d7f	157	gvpa		True	possible_gvpa	0	cluster_575a3ddb97ad6997411f	True	43.5	1.0	unsupported			no_qualified_subfamily_hit
nat_fd6df642808b7adaae7d	data/raw/t05/gvpa/GvpA_NotPartial.fasta	921	WSX24912|gvpA|protein	WSX24912	WSX24912|gvpA|protein	fd6df642808b7adaae7d2540069b145a548b9730b610a70e72cead707ae5250d	156	gvpa		True	high_confidence_gvpa	1	cluster_240500bb8aaece16c8a7	True	43.5	1.0	supported_gvpa	gvpa	81.80000000000001	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_22459d46342d29cd0e51	data/raw/t05/gvpa/GvpA_NotPartial.fasta	922	WSX42425|gvpA|protein	WSX42425	WSX42425|gvpA|protein	22459d46342d29cd0e5126f0c1051d8e7002a93b86ac65ca8a81fbbce70876a4	150	gvpa		True	possible_gvpa	1	cluster_101346775bd8fc719b54	True	42.6	1.0	unsupported	gvpa	84.1	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_22459d46342d29cd0e51	data/raw/t05/gvpa/GvpA_NotPartial.fasta	923	WSX69533|gvpA|protein	WSX69533	WSX69533|gvpA|protein	22459d46342d29cd0e5126f0c1051d8e7002a93b86ac65ca8a81fbbce70876a4	150	gvpa		True	possible_gvpa	1	cluster_101346775bd8fc719b54	True	42.6	1.0	unsupported	gvpa	84.1	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_be1dac504153ecab385d	data/raw/t05/gvpa/GvpA_NotPartial.fasta	924	WSW29061|gvpA|protein	WSW29061	WSW29061|gvpA|protein	be1dac504153ecab385d6451585ae431c1a72f137cf109d97d662157c10dd226	154	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.2	1.0	supported_gvpa	gvpa	79.2	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_0ccad4d436403131ae6a	data/raw/t05/gvpa/GvpA_NotPartial.fasta	925	WSV87016|gvpA|protein	WSV87016	WSV87016|gvpA|protein	0ccad4d436403131ae6a894a73ced6b99066d09e653accf28c91d02a61204d81	135	gvpa		True	high_confidence_gvpa	2	cluster_0ccad4d436403131ae6a	True	52.0	1.0	supported_gvpa	gvpa	90.70000000000002	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_c730fb33477ca08f29e8	data/raw/t05/gvpa/GvpA_NotPartial.fasta	926	WSW56593|gvpA|protein	WSW56593	WSW56593|gvpA|protein	c730fb33477ca08f29e8cbf859a237dc5790d467c07f2d7ec5e06e070d8eaff6	153	gvpa		True	high_confidence_gvpa	1	cluster_240500bb8aaece16c8a7	True	42.3	1.0	supported_gvpa	gvpa	80.1	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_8ba3d6668e353b537179	data/raw/t05/gvpa/GvpA_NotPartial.fasta	927	WSV66202|gvpA|protein	WSV66202	WSV66202|gvpA|protein	8ba3d6668e353b537179756d5c27fb2a95e8bd9f8c72c9284d0c8e5772848082	150	gvpa		True	possible_gvpa	1	cluster_101346775bd8fc719b54	True	42.3	1.0	unsupported	gvpa	85.89999999999999	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_c0749f9d4ae82bdc9955	data/raw/t05/gvpa/GvpA_NotPartial.fasta	928	WSV93775|gvpA|protein	WSV93775	WSV93775|gvpA|protein	c0749f9d4ae82bdc99555b501d74c198148ce13a1ab3df22c693a7b377bcabb6	154	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.5	1.0	supported_gvpa	gvpa	75.9	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_c0749f9d4ae82bdc9955	data/raw/t05/gvpa/GvpA_NotPartial.fasta	929	WSU85327|gvpA|protein	WSU85327	WSU85327|gvpA|protein	c0749f9d4ae82bdc99555b501d74c198148ce13a1ab3df22c693a7b377bcabb6	154	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.5	1.0	supported_gvpa	gvpa	75.9	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_31ec72d1a2119ce61d3a	data/raw/t05/gvpa/GvpA_NotPartial.fasta	930	WSV50811|gvpA|protein	WSV50811	WSV50811|gvpA|protein	31ec72d1a2119ce61d3ab1c9e881b91ab153f970f83c6bec9c667d411415707c	157	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	42.2	1.0	supported_gvpa	gvpa	76.6	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_75b688dadffb1bcbff68	data/raw/t05/gvpa/GvpA_NotPartial.fasta	931	WSU99112|gvpA|protein	WSU99112	WSU99112|gvpA|protein	75b688dadffb1bcbff68a46ea43ce8e18f78ec796777e2f5f661ce6397e2051e	152	gvpa		True	possible_gvpa	1	cluster_101346775bd8fc719b54	True	42.2	1.0	unsupported	gvpa	87.10000000000001	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_e34b44c2870a942d0092	data/raw/t05/gvpa/GvpA_NotPartial.fasta	932	WSV04354|gvpA|protein	WSV04354	WSV04354|gvpA|protein	e34b44c2870a942d0092ff8cb1f8b10fdd00486658c36ef1026ae86759838814	150	gvpa		True	possible_gvpa	1	cluster_101346775bd8fc719b54	True	42.6	1.0	unsupported	gvpa	83.6	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_2b65cf1e277ab50a0dfe	data/raw/t05/gvpa/GvpA_NotPartial.fasta	933	WSU64345|gvpA|protein	WSU64345	WSU64345|gvpA|protein	2b65cf1e277ab50a0dfea72e404907a62cb4cb8f7818dc85a8e98caf94170131	151	gvpa		True	possible_gvpa	1	cluster_101346775bd8fc719b54	True	42.3	1.0	unsupported	gvpa	82.60000000000001	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_5cfc2961268b2ad6fbbd	data/raw/t05/gvpa/GvpA_NotPartial.fasta	934	WSU37981|gvpA|protein	WSU37981	WSU37981|gvpA|protein	5cfc2961268b2ad6fbbd0c5ffefb5f875674b86113d81548e10f8e5237ee527e	158	gvpa		True	possible_gvpa	1	cluster_05faae01597311327997	True	41.9	1.0	unsupported	gvpa	78.3	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_a6bd531a054394dd2492	data/raw/t05/gvpa/GvpA_NotPartial.fasta	935	WSU17800|gvpA|protein	WSU17800	WSU17800|gvpA|protein	a6bd531a054394dd2492a419c048d3b40d087f37d31a5c0bcf08c535c08447d5	158	gvpa		True	possible_gvpa	1	cluster_05faae01597311327997	True	41.9	1.0	unsupported	gvpa	77.3	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_945d9af2ef988f085e3c	data/raw/t05/gvpa/GvpA_NotPartial.fasta	936	WST51606|gvpA|protein	WST51606	WST51606|gvpA|protein	945d9af2ef988f085e3ce7edb7b4de3dda976a89f6d93d97b5eab1c95ff47e23	151	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.5	1.0	supported_gvpa	gvpa	78.4	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_25e53f7654eeb15d035e	data/raw/t05/gvpa/GvpA_NotPartial.fasta	937	WSS83536|gvpA|protein	WSS83536	WSS83536|gvpA|protein	25e53f7654eeb15d035efa89ea5ba9943e3d7876da6919025fde4eac14cfb3c9	156	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.4	1.0	supported_gvpa	gvpa	77.5	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_a6bd531a054394dd2492	data/raw/t05/gvpa/GvpA_NotPartial.fasta	938	WST10604|gvpA|protein	WST10604	WST10604|gvpA|protein	a6bd531a054394dd2492a419c048d3b40d087f37d31a5c0bcf08c535c08447d5	158	gvpa		True	possible_gvpa	1	cluster_05faae01597311327997	True	41.9	1.0	unsupported	gvpa	77.3	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_3a34394c27043f0de19a	data/raw/t05/gvpa/GvpA_NotPartial.fasta	939	WSS53551|gvpA|protein	WSS53551	WSS53551|gvpA|protein	3a34394c27043f0de19ae6be863d9c024c6e50fdd0f29720e9aece70c755069e	155	gvpa		True	possible_gvpa	1	cluster_101346775bd8fc719b54	True	42.2	1.0	unsupported	gvpa	86.8	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_db787bdce100ebe0b52f	data/raw/t05/gvpa/GvpA_NotPartial.fasta	940	WSS09182|gvpA|protein	WSS09182	WSS09182|gvpA|protein	db787bdce100ebe0b52fc38bb0155a3ad5f1651f4b14e266522119f6fb676e1f	137	gvpa		True	high_confidence_gvpa	1	cluster_d5cf1fda20a7d9852de3	True	49.4	0.9743589743589743	supported_gvpa	gvpa	101.4	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_038b08407425f0209cdb	data/raw/t05/gvpa/GvpA_NotPartial.fasta	941	WSR03362|gvpA|protein	WSR03362	WSR03362|gvpA|protein	038b08407425f0209cdb96cc36e42259071302c926fe63bba6c5ab699b4b4051	157	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.1	1.0	supported_gvpa	gvpa	76.8	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_c0749f9d4ae82bdc9955	data/raw/t05/gvpa/GvpA_NotPartial.fasta	942	WSQ95804|gvpA|protein	WSQ95804	WSQ95804|gvpA|protein	c0749f9d4ae82bdc99555b501d74c198148ce13a1ab3df22c693a7b377bcabb6	154	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.5	1.0	supported_gvpa	gvpa	75.9	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_0f78d7acac5b21f9e204	data/raw/t05/gvpa/GvpA_NotPartial.fasta	943	WSQ25094|gvpA|protein	WSQ25094	WSQ25094|gvpA|protein	0f78d7acac5b21f9e204318d5e9a7dcfc8dd5bcc29241026ebf99a8afac8650d	154	gvpa		True	possible_gvpa	0	cluster_0f78d7acac5b21f9e204	True	41.2	1.0	unsupported			no_qualified_subfamily_hit
nat_a8224f75d4d10d7151b8	data/raw/t05/gvpa/GvpA_NotPartial.fasta	944	WSQ16395|gvpA|protein	WSQ16395	WSQ16395|gvpA|protein	a8224f75d4d10d7151b8627a5242efdf0753354ffb996ca0fbb77b8351a7de4f	149	gvpa		True	high_confidence_gvpa	2	cluster_51872cd8b900b7db59b4	True	43.9	1.0	supported_gvpa	gvpa	85.1	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_fd6df642808b7adaae7d	data/raw/t05/gvpa/GvpA_NotPartial.fasta	945	WSK32890|gvpA|protein	WSK32890	WSK32890|gvpA|protein	fd6df642808b7adaae7d2540069b145a548b9730b610a70e72cead707ae5250d	156	gvpa		True	high_confidence_gvpa	1	cluster_240500bb8aaece16c8a7	True	43.5	1.0	supported_gvpa	gvpa	81.80000000000001	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_4469cb3e6c41fb1309a3	data/raw/t05/gvpa/GvpA_NotPartial.fasta	946	WSK26622|gvpA|protein	WSK26622	WSK26622|gvpA|protein	4469cb3e6c41fb1309a310573d010aa354b164353318ad7adc1b75671a984659	148	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.3	1.0	supported_gvpa	gvpa	78.19999999999999	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_35afd2cfc45262b86709	data/raw/t05/gvpa/GvpA_NotPartial.fasta	947	WSI83191|gvpA|protein	WSI83191	WSI83191|gvpA|protein	35afd2cfc45262b86709175c6c44812fa40d8b9c13e38f8b81da0620af164aa9	125	gvpa		True	possible_gvpa	1	cluster_0890e07d5e23fde5596e	True	47.1	0.9743589743589743	gvpa_gvpj_ambiguous	gvpa	106.8	pf00741_and_competitive_gvpa_support;profile_sequence_family_conflict
nat_747d60b2bd9f9baa6cfc	data/raw/t05/gvpa/GvpA_NotPartial.fasta	948	WSI59594|gvpA|protein	WSI59594	WSI59594|gvpA|protein	747d60b2bd9f9baa6cfc25e72c691c86ac561a9e907c34cc5085913170b5fcb5	156	gvpa		True	high_confidence_gvpa	1	cluster_240500bb8aaece16c8a7	True	42.2	1.0	supported_gvpa	gvpa	80.3	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_6bd198e130544a8380c7	data/raw/t05/gvpa/GvpA_NotPartial.fasta	949	WSI91778|gvpA|protein	WSI91778	WSI91778|gvpA|protein	6bd198e130544a8380c7db1d2cbbf6fb92a84322fdf266b455cc5224aabe209b	158	gvpa		True	high_confidence_gvpa	1	cluster_05faae01597311327997	True	41.9	1.0	supported_gvpa	gvpa	77.0	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_4469cb3e6c41fb1309a3	data/raw/t05/gvpa/GvpA_NotPartial.fasta	950	WSI15815|gvpA|protein	WSI15815	WSI15815|gvpA|protein	4469cb3e6c41fb1309a310573d010aa354b164353318ad7adc1b75671a984659	148	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.3	1.0	supported_gvpa	gvpa	78.19999999999999	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_0942555d17806690a15c	data/raw/t05/gvpa/GvpA_NotPartial.fasta	951	WSI30154|gvpA|protein	WSI30154	WSI30154|gvpA|protein	0942555d17806690a15c355f4e1761c5e2dda87e2d17c83e509389ac7c0876bb	148	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.6	1.0	supported_gvpa	gvpa	74.6	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_c74d6e1106797b3a3d0f	data/raw/t05/gvpa/GvpA_NotPartial.fasta	952	WSJ01303|gvpA|protein	WSJ01303	WSJ01303|gvpA|protein	c74d6e1106797b3a3d0f9f32beed9effd36b7ae2b05c5bc6ecb844e804aec026	133	gvpa		True	high_confidence_gvpa	2	cluster_0ccad4d436403131ae6a	True	51.3	0.9743589743589743	supported_gvpa	gvpa	86.00000000000001	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_e8960ef9f28cbd66312c	data/raw/t05/gvpa/GvpA_NotPartial.fasta	953	WSG36340|gvpA|protein	WSG36340	WSG36340|gvpA|protein	e8960ef9f28cbd66312ca5b05698017849d55efa3f52f772b8ba262b8bcc76db	136	gvpa		True	possible_gvpa	0	cluster_e8960ef9f28cbd66312c	True	55.0	1.0	unsupported			no_qualified_subfamily_hit
nat_ab559af1ffee249b9549	data/raw/t05/gvpa/GvpA_NotPartial.fasta	954	WSG27899|gvpA|protein	WSG27899	WSG27899|gvpA|protein	ab559af1ffee249b9549b06b7a0e03f68bf19bc47a00652b59719583773bf401	155	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.2	1.0	supported_gvpa	gvpa	78.3	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_e10062d88e50908c95d3	data/raw/t05/gvpa/GvpA_NotPartial.fasta	955	WSG57338|gvpA|protein	WSG57338	WSG57338|gvpA|protein	e10062d88e50908c95d32467f65133028c80139484c803365c9bce8aea466500	135	gvpa		True	high_confidence_gvpa	2	cluster_0ccad4d436403131ae6a	True	50.5	0.9743589743589743	supported_gvpa	gvpa	92.6	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_8d5392221648a605a7c2	data/raw/t05/gvpa/GvpA_NotPartial.fasta	956	WSF96774|gvpA|protein	WSF96774	WSF96774|gvpA|protein	8d5392221648a605a7c200c6891205f9bc7671101816b410142de5be6593b9ad	134	gvpa		True	high_confidence_gvpa	2	cluster_0ccad4d436403131ae6a	True	52.4	1.0	supported_gvpa	gvpa	94.20000000000002	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_84b5083183d75de0f365	data/raw/t05/gvpa/GvpA_NotPartial.fasta	957	WSF80833|gvpA|protein	WSF80833	WSF80833|gvpA|protein	84b5083183d75de0f365a2ef8890f4d0856d6028e68b24f4ba69d2ae8f2cf419	154	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.5	1.0	supported_gvpa	gvpa	76.6	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_be1dac504153ecab385d	data/raw/t05/gvpa/GvpA_NotPartial.fasta	958	WSE03550|gvpA|protein	WSE03550	WSE03550|gvpA|protein	be1dac504153ecab385d6451585ae431c1a72f137cf109d97d662157c10dd226	154	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.2	1.0	supported_gvpa	gvpa	79.2	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_be1dac504153ecab385d	data/raw/t05/gvpa/GvpA_NotPartial.fasta	959	WSD94690|gvpA|protein	WSD94690	WSD94690|gvpA|protein	be1dac504153ecab385d6451585ae431c1a72f137cf109d97d662157c10dd226	154	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.2	1.0	supported_gvpa	gvpa	79.2	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_219e1145c7c5f874f9d7	data/raw/t05/gvpa/GvpA_NotPartial.fasta	960	WSE18955|gvpA|protein	WSE18955	WSE18955|gvpA|protein	219e1145c7c5f874f9d797ec77f60d84bedf5ec098c216185b4d62eb20b62e9e	154	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.2	1.0	supported_gvpa	gvpa	79.5	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_93acd62cda39262797de	data/raw/t05/gvpa/GvpA_NotPartial.fasta	961	WSD81128|gvpA|protein	WSD81128	WSD81128|gvpA|protein	93acd62cda39262797de612ea5c4652847758913fa8ff8c766e84ebd13a17f87	160	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.1	1.0	supported_gvpa	gvpa	75.4	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_dbbc85b2e6d8fc6f3682	data/raw/t05/gvpa/GvpA_NotPartial.fasta	962	WSD06394|gvpA|protein	WSD06394	WSD06394|gvpA|protein	dbbc85b2e6d8fc6f3682ed28d3bb4d943032c767f908a24caf77a87e4685ae6c	154	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	42.8	1.0	supported_gvpa	gvpa	71.8	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_a6bd531a054394dd2492	data/raw/t05/gvpa/GvpA_NotPartial.fasta	963	WSD39636|gvpA|protein	WSD39636	WSD39636|gvpA|protein	a6bd531a054394dd2492a419c048d3b40d087f37d31a5c0bcf08c535c08447d5	158	gvpa		True	possible_gvpa	1	cluster_05faae01597311327997	True	41.9	1.0	unsupported	gvpa	77.3	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_e9cfe4a312dd51479edb	data/raw/t05/gvpa/GvpA_NotPartial.fasta	964	WSC87919|gvpA|protein	WSC87919	WSC87919|gvpA|protein	e9cfe4a312dd51479edbfb3b4f6b86ef838ea81c4f8833be2739e554106767d5	139	gvpa		True	possible_gvpa	0	cluster_03e37b9ff61818fe868f	True	54.9	1.0	unsupported			no_qualified_subfamily_hit
nat_d71b202a146af4e5c40e	data/raw/t05/gvpa/GvpA_NotPartial.fasta	965	WSB73035|gvpA|protein	WSB73035	WSB73035|gvpA|protein	d71b202a146af4e5c40e1d8651f7c026298b5e7307054da065294585b1a2834f	157	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	42.2	1.0	supported_gvpa	gvpa	76.6	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_b94659ce82742aca9749	data/raw/t05/gvpa/GvpA_NotPartial.fasta	966	WSB93966|gvpA|protein	WSB93966	WSB93966|gvpA|protein	b94659ce82742aca97494e06ee5b8e6266e7e82db47e8f24a00f5c31cbbee394	122	gvpa		True	possible_gvpa	1	cluster_0890e07d5e23fde5596e	True	46.7	0.9743589743589743	gvpa_gvpj_ambiguous	gvpa	106.39999999999999	pf00741_and_competitive_gvpa_support;profile_sequence_family_conflict
nat_b94659ce82742aca9749	data/raw/t05/gvpa/GvpA_NotPartial.fasta	967	WSB87304|gvpA|protein	WSB87304	WSB87304|gvpA|protein	b94659ce82742aca97494e06ee5b8e6266e7e82db47e8f24a00f5c31cbbee394	122	gvpa		True	possible_gvpa	1	cluster_0890e07d5e23fde5596e	True	46.7	0.9743589743589743	gvpa_gvpj_ambiguous	gvpa	106.39999999999999	pf00741_and_competitive_gvpa_support;profile_sequence_family_conflict
nat_b94659ce82742aca9749	data/raw/t05/gvpa/GvpA_NotPartial.fasta	968	WSB57054|gvpA|protein	WSB57054	WSB57054|gvpA|protein	b94659ce82742aca97494e06ee5b8e6266e7e82db47e8f24a00f5c31cbbee394	122	gvpa		True	possible_gvpa	1	cluster_0890e07d5e23fde5596e	True	46.7	0.9743589743589743	gvpa_gvpj_ambiguous	gvpa	106.39999999999999	pf00741_and_competitive_gvpa_support;profile_sequence_family_conflict
nat_25c3216ed34dec716827	data/raw/t05/gvpa/GvpA_NotPartial.fasta	969	WSB44188|gvpA|protein	WSB44188	WSB44188|gvpA|protein	25c3216ed34dec7168270ecda67393933bac22efc6123a279c5b342914bc0b49	122	gvpa		True	possible_gvpa	1	cluster_0890e07d5e23fde5596e	True	46.7	0.9743589743589743	gvpa_gvpj_ambiguous	gvpa	106.49999999999999	pf00741_and_competitive_gvpa_support;profile_sequence_family_conflict
nat_b94659ce82742aca9749	data/raw/t05/gvpa/GvpA_NotPartial.fasta	970	WSB47092|gvpA|protein	WSB47092	WSB47092|gvpA|protein	b94659ce82742aca97494e06ee5b8e6266e7e82db47e8f24a00f5c31cbbee394	122	gvpa		True	possible_gvpa	1	cluster_0890e07d5e23fde5596e	True	46.7	0.9743589743589743	gvpa_gvpj_ambiguous	gvpa	106.39999999999999	pf00741_and_competitive_gvpa_support;profile_sequence_family_conflict
nat_25ee00a9c2b4e74f79dd	data/raw/t05/gvpa/GvpA_NotPartial.fasta	971	WSA50400|gvpA|protein	WSA50400	WSA50400|gvpA|protein	25ee00a9c2b4e74f79dddf96434d433971716d5f11893c48c16e2298f089d9f2	155	gvpa		True	high_confidence_gvpa	2	cluster_25ee00a9c2b4e74f79dd	True	49.5	0.9743589743589743	supported_gvpa	gvpa	80.6	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_a6bd531a054394dd2492	data/raw/t05/gvpa/GvpA_NotPartial.fasta	972	WSB14069|gvpA|protein	WSB14069	WSB14069|gvpA|protein	a6bd531a054394dd2492a419c048d3b40d087f37d31a5c0bcf08c535c08447d5	158	gvpa		True	possible_gvpa	1	cluster_05faae01597311327997	True	41.9	1.0	unsupported	gvpa	77.3	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_e64c9f3350adefe5e228	data/raw/t05/gvpa/GvpA_NotPartial.fasta	973	WSB20178|gvpA|protein	WSB20178	WSB20178|gvpA|protein	e64c9f3350adefe5e2286fb43c937a1694783880222108ec4d4e661174ecb283	159	gvpa		True	possible_gvpa	1	cluster_05faae01597311327997	True	41.9	1.0	unsupported	gvpa	77.2	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_c17881a40bc443471c80	data/raw/t05/gvpa/GvpA_NotPartial.fasta	974	WSA16079|gvpA|protein	WSA16079	WSA16079|gvpA|protein	c17881a40bc443471c80c123e5835ec9b0762f0c28ad42403c37477b806aa4fb	139	gvpa		True	possible_gvpa	0	cluster_03e37b9ff61818fe868f	True	49.5	0.9743589743589743	unsupported			no_qualified_subfamily_hit
nat_9f6df4357b80feaba99b	data/raw/t05/gvpa/GvpA_NotPartial.fasta	975	WSA44165|gvpA|protein	WSA44165	WSA44165|gvpA|protein	9f6df4357b80feaba99b2ba53bb159f79268b232228ed70d93a9415cb3b0921a	156	gvpa		True	possible_gvpa	1	cluster_9f6df4357b80feaba99b	True	41.0	1.0	unsupported	gvpa	86.4	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity
nat_31b4ab378929e0c134fa	data/raw/t05/gvpa/GvpA_NotPartial.fasta	976	WRZ88263|gvpA|protein	WRZ88263	WRZ88263|gvpA|protein	31b4ab378929e0c134fa3e30ad8dc9c132145ff4ebd41c9917a31214252630f2	155	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.2	1.0	supported_gvpa	gvpa	77.6	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_619107fa48650be1a768	data/raw/t05/gvpa/GvpA_NotPartial.fasta	977	WRZ38336|gvpA|protein	WRZ38336	WRZ38336|gvpA|protein	619107fa48650be1a768db3b7104edc348599f6ebace7a8862224cf94c9fe4bd	156	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.1	1.0	supported_gvpa	gvpa	77.5	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
nat_2f6261679e76a403b7de	data/raw/t05/gvpa/GvpA_NotPartial.fasta	978	WRZ37882|gvpA|protein	WRZ37882	WRZ37882|gvpA|protein	2f6261679e76a403b7de70718aabc364a5318a12e13b4dedc055c65f2350fec9	156	gvpa		True	high_confidence_gvpa	2	cluster_038b08407425f0209cdb	True	43.1	1.0	supported_gvpa	gvpa	77.80000000000001	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement
