reference_id	annotated_family	cluster_id	fold	reviewed_anchor	profile_representative
nat_a168f392bb4965ee81a4	gvpa	cluster_0844cfaee9f234d540b5	0	False	False
nat_08d35b42e1d455774e7b	gvpa	cluster_08d35b42e1d455774e7b	2	False	False
nat_fcb1203cd7b1290f06c7	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_54d4cabb25e375c2e308	gvpa	cluster_00b8d6bdf51c5322f38c	1	False	False
nat_39abeace88875ff60285	gvpa	cluster_0844cfaee9f234d540b5	0	False	False
nat_0a21b67bc6dd51d1c17f	gvpa	cluster_0283d587032de178b666	1	False	False
nat_c2cecfd096d8648b9858	gvpa	cluster_c2cecfd096d8648b9858	2	False	False
nat_12dabeef25e15f66b8b5	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_1e4bdf662135756f269c	gvpa	cluster_0844cfaee9f234d540b5	0	False	False
nat_0a2d13805329602d008b	gvpa	cluster_08d35b42e1d455774e7b	2	False	False
nat_d5a9f8a6d8ef07026219	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_fe955d4fbb111b30864b	gvpa	cluster_0283d587032de178b666	1	False	False
nat_40e46fb2de86e2d32973	gvpa	cluster_0283d587032de178b666	1	False	False
nat_43f6e7e097fbcc058a96	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_10462c8aed9b62ff76a8	gvpa	cluster_09f47a4c9a94b657ae7d	0	False	False
nat_7587716da5d19872555a	gvpa	cluster_00b8d6bdf51c5322f38c	1	False	False
nat_d2a9cf80c0a0a91432b1	gvpa	cluster_205609067b26bcd62eb1	2	False	False
nat_40a2221d15252edb050f	gvpa	cluster_0844cfaee9f234d540b5	0	False	False
nat_70ad50650b15b30241b4	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_4257786c6e5cbd18c379	gvpa	cluster_0844cfaee9f234d540b5	0	False	False
nat_eee8d141df1f2b85b5c5	gvpa	cluster_00b8d6bdf51c5322f38c	1	False	False
nat_04c114f840f1c4058ea6	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_68c548b00ffecaf3e71e	gvpa	cluster_00b8d6bdf51c5322f38c	1	False	False
nat_3534b37db97896c62b78	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_f4b103f437e4c6a24ac0	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_98944d24da61fa63ee27	gvpa	cluster_00b8d6bdf51c5322f38c	1	False	False
nat_2c2604728bdef8750aec	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_37dd3e43f991da44762e	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_b0f89cfe92498f0bbfbc	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_f2015767f86fd10eb826	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_0bd3626b9a4c7329ae70	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_2b00e8b222b28090ae59	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_9f00e82557108118047d	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_183f7c25f0bd175da05b	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_2ae1a088ad5073788376	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_b62ae18b3dfeec027170	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_c05532e5292ee743920d	gvpa	cluster_0b3f3bf863a3ef16a85e	1	False	False
nat_23e4974582ff9055b537	gvpa	cluster_0ec42fc31cce1915953a	2	False	False
nat_0ec42fc31cce1915953a	gvpa	cluster_0ec42fc31cce1915953a	2	False	False
nat_1de45b2894df870d6dc9	gvpa	cluster_0b3f3bf863a3ef16a85e	1	False	False
nat_0b3f3bf863a3ef16a85e	gvpa	cluster_0b3f3bf863a3ef16a85e	1	False	False
nat_97a7f6a002cd984f87b1	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_8b0ebfde7cff54503a90	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_262acad32bf64e600812	gvpa	cluster_02e83ad46b86e8eaf5e7	0	False	False
nat_4fc0ca345529f4acca56	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_b0df6d202bb0ca1472d2	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_3d98e85018a97647d297	gvpa	cluster_0283d587032de178b666	1	False	False
nat_9ea506ab1bb26a2a159a	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_5baeb577d8a796551d83	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_48837acd9988d5a6289d	gvpa	cluster_08d35b42e1d455774e7b	2	False	False
nat_8a83398f0d99493d45ad	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_86ba936b09d3d4c2dbfa	gvpa	cluster_02e83ad46b86e8eaf5e7	0	False	False
nat_2027255edd94d63ce240	gvpa	cluster_2027255edd94d63ce240	1	False	False
nat_32de3bdac890ded46f9d	gvpa	cluster_2027255edd94d63ce240	1	False	False
nat_0a83dfbba1b7aa435131	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_408e9d934f451bb01fbc	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_c96b24fc03ee6b66c3d6	gvpa	cluster_02e83ad46b86e8eaf5e7	0	False	False
nat_ed3338aeeaf3197e41d9	gvpa	cluster_02e83ad46b86e8eaf5e7	0	False	False
nat_d692e59ba181a3631d4d	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_667b333e161105876fb2	gvpa	cluster_0283d587032de178b666	1	False	False
nat_e6550f96a73166345a2a	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_c4bd9707d576667fbfb8	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_6f827542d262f6a8575a	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_51883a62e7fa5ef818e6	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_391901271c49a6d9d54b	gvpa	cluster_2a7c812c0104b829da2d	2	False	False
nat_706052693e14c0674d09	gvpa	cluster_2a7c812c0104b829da2d	2	False	False
nat_cd1db2b9b825a77adf97	gvpa	cluster_08d35b42e1d455774e7b	2	False	False
nat_b06af7d1cee59c44dcd2	gvpa	cluster_0283d587032de178b666	1	False	False
nat_4494d3357cccfc2291ad	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_5883761e33f67abd193e	gvpa	cluster_02e83ad46b86e8eaf5e7	0	False	False
nat_1f275ce5dd842aaaf9d2	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_a7888708ef06ff429137	gvpa	cluster_a7888708ef06ff429137	2	False	False
nat_996f1ae7a3cef8f9a8ed	gvpa	cluster_04c084aa7034f2b0643c	1	False	False
nat_ba8e972cfc82013f9a87	gvpa	cluster_057e1cbe9c0aca38bc03	0	False	False
nat_fb63ecbac61c302167f9	gvpa	cluster_13ee99e71183bcf01114	1	False	False
nat_18287ab709e4536a8a89	gvpa	cluster_18287ab709e4536a8a89	2	False	False
nat_4eaa3da48c36a3a15145	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_c6694fda37ff51b3f382	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_f8623581c79728f8eb53	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_f063d1210a55bcc917a5	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_2b769a64bdbe24f6dbc7	gvpa	cluster_13ee99e71183bcf01114	1	False	False
nat_212e64a237d4a0795448	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_6202903abc283dce1575	gvpa	cluster_1928e65272069bd9fa51	0	False	False
nat_cf176e85bcb7fcecce87	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_cd47d1496d29850f6644	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_a16c69ff4d6574406dee	gvpa	cluster_0283d587032de178b666	1	False	False
nat_0a906f70a5c423dba747	gvpa	cluster_0a906f70a5c423dba747	0	False	False
nat_ce9c7c0f4a921a6df25f	gvpa	cluster_0e5f42f63b697d7ae252	1	False	False
nat_219e1145c7c5f874f9d7	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_7b9e043074608d733fa7	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_93acd62cda39262797de	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_710430bf63a97b4a270f	gvpa	cluster_0890e07d5e23fde5596e	1	False	False
nat_81c712b2f98895c40a2d	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_5ded9686139acac829e0	gvpa	cluster_0890e07d5e23fde5596e	1	False	False
nat_ef77ab19922de7e129e4	gvpa	cluster_18287ab709e4536a8a89	2	False	False
nat_b1e17d61f6f3fc6cb817	gvpa	cluster_0890e07d5e23fde5596e	1	False	False
nat_79581e5ad6e56e668c37	gvpa	cluster_18287ab709e4536a8a89	2	False	False
nat_4075663fb7fccb3ebc0a	gvpa	cluster_18287ab709e4536a8a89	2	False	False
nat_f9a6c4e29c6909a7bfea	gvpa	cluster_23547210dabe68635401	0	False	False
nat_fca4193e69c1cb015d9a	gvpa	cluster_ad843ea9809d8148ba5d	0	False	False
nat_45d8bf8bea0b0845fea0	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_5d7c3d0594612da43ea2	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_feed1d4c7965994c10d5	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_5e8f0a8871d86e6b22f4	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_0bead889339fd4f049d1	gvpa	cluster_0844cfaee9f234d540b5	0	False	False
nat_47e46863c347a8f8468f	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_6de015df518c3c1fe74e	gvpa	cluster_37d7954f2ba849ee9a13	2	False	False
nat_10816d30b94e7e319ed1	gvpa	cluster_10816d30b94e7e319ed1	1	False	False
nat_4469cb3e6c41fb1309a3	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_747d60b2bd9f9baa6cfc	gvpa	cluster_240500bb8aaece16c8a7	1	False	False
nat_8a4162d5996844339fef	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_e3ae3cb5783250fb742f	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_e7351ec1bbef6e825734	gvpa	cluster_0890e07d5e23fde5596e	1	False	False
nat_9c7fbca4e03cd6830bf2	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_25c3216ed34dec716827	gvpa	cluster_0890e07d5e23fde5596e	1	False	False
nat_a781ed1499476fa04028	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_58a114a587bf7627f074	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_8430c66867e7555de5e1	gvpa	cluster_240500bb8aaece16c8a7	1	False	False
nat_29fc4eacaf44be490bad	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_6bd198e130544a8380c7	gvpa	cluster_05faae01597311327997	1	False	False
nat_be1dac504153ecab385d	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_db9f1375949c94632148	gvpa	cluster_03e37b9ff61818fe868f	0	False	False
nat_074f333dec93d43ec001	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_70cf8e4638ff311302cb	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_b94659ce82742aca9749	gvpa	cluster_0890e07d5e23fde5596e	1	False	False
nat_14b353a284a92953cad8	gvpa	cluster_0890e07d5e23fde5596e	1	False	False
nat_c6dc835e8a7f5c8d11a7	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_a6bd531a054394dd2492	gvpa	cluster_05faae01597311327997	1	False	False
nat_b80283670de4d1ac6811	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_1c76cf5c7e439b773485	gvpa	cluster_1c76cf5c7e439b773485	1	False	False
nat_4b01b5214abfe7d6396a	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_d71b202a146af4e5c40e	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_f1843d79acb220241dfc	gvpa	cluster_240500bb8aaece16c8a7	1	False	False
nat_2cbea2021b2dcea14377	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_d69494036b1115ae54ae	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_48a350d902c4c631f095	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_2051151517b2b27c91df	gvpa	cluster_05faae01597311327997	1	False	False
nat_8d5392221648a605a7c2	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_6f78ae7dbd3067bdbed8	gvpa	cluster_23547210dabe68635401	0	False	False
nat_8087f5ca80a883ecf2fd	gvpa	cluster_8087f5ca80a883ecf2fd	2	False	False
nat_3997c1e8cae542beb07c	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_67d45ce3d0daa27e3aa3	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_c7e8400b87d18c0ef7e0	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_45b0f1ea69baf732de14	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_33d8dbb5443a9dadf56d	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_decd9a1d90f169f4eb3e	gvpa	cluster_057e1cbe9c0aca38bc03	0	False	False
nat_a0c33ff7daaf9315de4b	gvpa	cluster_23547210dabe68635401	0	False	False
nat_ff800aecb7c2e95dee99	gvpa	cluster_240500bb8aaece16c8a7	1	False	False
nat_9065be60727dc7f9b388	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_cefd53f493008d2ff90c	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_e3077655950eb8305d3c	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_3bac021c5495186db378	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_d5cf1fda20a7d9852de3	gvpa	cluster_d5cf1fda20a7d9852de3	1	False	False
nat_47c6d3995b8146f9e99e	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_51872cd8b900b7db59b4	gvpa	cluster_51872cd8b900b7db59b4	2	False	False
nat_9c754b1740d1977b7a29	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_7794e8f04dda3151b8bb	gvpa	cluster_057e1cbe9c0aca38bc03	0	False	False
nat_0eb236c2a0a999a958fc	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_82ecae19af2538b973da	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_1ad342624de277274295	gvpa	cluster_11cdda0e14dc63f88e35	0	False	False
nat_1f2decc9d9629b127278	gvpa	cluster_1f2decc9d9629b127278	1	False	False
nat_101346775bd8fc719b54	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_d53262c07427087628bb	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_05faae01597311327997	gvpa	cluster_05faae01597311327997	1	False	False
nat_210e9a5f9b72676b9ce0	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_6ee0ebbf185af1c7d346	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_590810062f7432024711	gvpa	cluster_590810062f7432024711	0	False	False
nat_23547210dabe68635401	gvpa	cluster_23547210dabe68635401	0	False	False
nat_6d257d8cbeb3f3af448a	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_8bb53690eb425655a7a8	gvpa	cluster_575a3ddb97ad6997411f	0	False	False
nat_dc852bef97bb5a3f37ff	gvpa	cluster_057e1cbe9c0aca38bc03	0	False	False
nat_75b688dadffb1bcbff68	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_31ec72d1a2119ce61d3a	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_fd6df642808b7adaae7d	gvpa	cluster_240500bb8aaece16c8a7	1	False	False
nat_99a07129f51bd6011cb7	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_f5d47642f8821cca8f9a	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_febdf633d7175529519f	gvpa	cluster_03e37b9ff61818fe868f	0	False	False
nat_743941db45842ba9edb7	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_03e37b9ff61818fe868f	gvpa	cluster_03e37b9ff61818fe868f	0	False	False
nat_fb2578ea0ecaed2ea0af	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_3ca681349695f8ed3ee4	gvpa	cluster_11cdda0e14dc63f88e35	0	False	False
nat_ae1ae553d673be7a537f	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_a85f488e5f68b0445ad1	gvpa	cluster_057e1cbe9c0aca38bc03	0	False	False
nat_0f78d7acac5b21f9e204	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_d3c36edb3c6b427867e3	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_3dee88ac2224aeef66c6	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_13f51706d5d2df8544bb	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_e3bf29001a743e3b64f9	gvpa	cluster_1f2decc9d9629b127278	1	False	False
nat_f7d9d7742f0844e679ec	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_cf2b86e8ceab5f9ee1d8	gvpa	cluster_11cdda0e14dc63f88e35	0	False	False
nat_8d21dd360b13b6dfcbe2	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_492e347eb26b4c87a4d1	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_2b65cf1e277ab50a0dfe	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_4b12dfb542826f087a7e	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_9cc118c4f8ae07349652	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_c851ec622696a1a12ee9	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_db21d598502068c3fa2f	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_e9cfe4a312dd51479edb	gvpa	cluster_03e37b9ff61818fe868f	0	False	False
nat_4b3cb9501939449bf9be	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_82d1db25aa951a1ad609	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_61b16b326fc735ccf093	gvpa	cluster_05faae01597311327997	1	False	False
nat_dbbc85b2e6d8fc6f3682	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_754029d7fdddcf0dda8b	gvpa	cluster_13ee99e71183bcf01114	1	False	False
nat_11cdda0e14dc63f88e35	gvpa	cluster_11cdda0e14dc63f88e35	0	False	False
nat_f176d2d019718491db42	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_65c51b0fd105cce694ee	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_3d9edce97c58d4805f58	gvpa	cluster_1f2decc9d9629b127278	1	False	False
nat_f6ad48ba3d6950d55fac	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_370aa86e30267a3a072e	gvpa	cluster_11cdda0e14dc63f88e35	0	False	False
nat_bb5cf35be2d320c0ead2	gvpa	cluster_11cdda0e14dc63f88e35	0	False	False
nat_e8032b7ad48d42a9adf3	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_e62ac75b3affa97a2f5a	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_d82c955fa7d898a2ab96	gvpa	cluster_575a3ddb97ad6997411f	0	False	False
nat_22459d46342d29cd0e51	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_0ccad4d436403131ae6a	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_c730fb33477ca08f29e8	gvpa	cluster_240500bb8aaece16c8a7	1	False	False
nat_8ba3d6668e353b537179	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_c0749f9d4ae82bdc9955	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_e34b44c2870a942d0092	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_5cfc2961268b2ad6fbbd	gvpa	cluster_05faae01597311327997	1	False	False
nat_945d9af2ef988f085e3c	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_25e53f7654eeb15d035e	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_3a34394c27043f0de19a	gvpa	cluster_101346775bd8fc719b54	1	False	False
nat_db787bdce100ebe0b52f	gvpa	cluster_d5cf1fda20a7d9852de3	1	False	False
nat_038b08407425f0209cdb	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_a8224f75d4d10d7151b8	gvpa	cluster_51872cd8b900b7db59b4	2	False	False
nat_35afd2cfc45262b86709	gvpa	cluster_0890e07d5e23fde5596e	1	False	False
nat_0942555d17806690a15c	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_c74d6e1106797b3a3d0f	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_e8960ef9f28cbd66312c	gvpa	cluster_e8960ef9f28cbd66312c	0	False	False
nat_ab559af1ffee249b9549	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_e10062d88e50908c95d3	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_84b5083183d75de0f365	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_25ee00a9c2b4e74f79dd	gvpa	cluster_25ee00a9c2b4e74f79dd	2	False	False
nat_e64c9f3350adefe5e228	gvpa	cluster_05faae01597311327997	1	False	False
nat_c17881a40bc443471c80	gvpa	cluster_03e37b9ff61818fe868f	0	False	False
nat_9f6df4357b80feaba99b	gvpa	cluster_9f6df4357b80feaba99b	1	False	False
nat_31b4ab378929e0c134fa	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_619107fa48650be1a768	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_2f6261679e76a403b7de	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_cbdc755c61207d00c902	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_d68abcca0d121eb6dd4f	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_d565583d15eb6f192c57	gvpa	cluster_d565583d15eb6f192c57	0	False	False
nat_48dbcd4ed98d41a9651a	gvpa	cluster_48dbcd4ed98d41a9651a	0	False	False
nat_cc5b8e3667bee7376c85	gvpa	cluster_261427cf6474f66e5844	0	False	False
nat_9c9277ab558db757d72c	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_5db88465f7f6adfb1268	gvpa	cluster_17858e67067c36a2a936	1	False	False
nat_f1aad1947e3e40ba9653	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_2dee131e85e06a8f9fdd	gvpa	cluster_1ca802048c4a6cd9dca3	2	False	False
nat_bbadf719897c45da08f0	gvpa	cluster_240500bb8aaece16c8a7	1	False	False
nat_16be3cd3d97ccaa2c7df	gvpa	cluster_16be3cd3d97ccaa2c7df	2	False	False
nat_50e7ec50620e080551e3	gvpa	cluster_0f78d7acac5b21f9e204	0	False	False
nat_3eea95a610545d989cc1	gvpa	cluster_3eea95a610545d989cc1	1	False	False
nat_13ee99e71183bcf01114	gvpa	cluster_13ee99e71183bcf01114	1	False	False
nat_dfa741bfaf88075b5cad	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_9c60a71de8a82fd3c026	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_a1b20255bb0729dffa3b	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_4d6d67ce0c869a337d6c	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_c6c6c9a5f7341498fda1	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_e6f75ee4612442ce5aa8	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_1451c78833f55a393406	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_07e2adee1b1c97951e61	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_049b976820314d6d1bba	gvpa	cluster_049b976820314d6d1bba	1	False	False
nat_f24e045327970281b5cd	gvpa	cluster_f24e045327970281b5cd	1	False	False
nat_1c790f352d60fc105062	gvpa	cluster_17858e67067c36a2a936	1	False	False
nat_426945d8cc00ec8955a1	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_e1d8e1d8d2f54947a961	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_16f4d6984b9b4853b848	gvpa	cluster_00eda75e8d86c0000a3e	0	False	False
nat_ebdc86196ce4e8d00cbf	gvpa	cluster_2020b232078a08b4fb2b	0	False	False
nat_5c045ab07969cb21b0ad	gvpa	cluster_5c045ab07969cb21b0ad	2	False	False
nat_1ecba3351cb7c8c6d3e7	gvpa	cluster_16be3cd3d97ccaa2c7df	2	False	False
nat_da289e6aa9b0bf8de540	gvpa	cluster_da289e6aa9b0bf8de540	0	False	False
nat_057e1cbe9c0aca38bc03	gvpa	cluster_057e1cbe9c0aca38bc03	0	False	False
nat_234ee7db19bcd2cc0f16	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_893590645f86143d64ac	gvpa	cluster_18287ab709e4536a8a89	2	False	False
nat_d3ef836095f7ac1cead1	gvpa	cluster_0890e07d5e23fde5596e	1	False	False
nat_f6a10f9036e40524b807	gvpa	cluster_0b5cd7683d0975317579	2	False	False
nat_158c0216b95ce3304bfe	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_6ec46415f5fc553cea18	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_c9181ea046190022b014	gvpa	cluster_3eea95a610545d989cc1	1	False	False
nat_b00e08214202d9da45f3	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_0b3dbbf8c77bc6a35545	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_a901ff8a401719052dfa	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_2a69a2d4282302622a85	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_4b655799ef9e19953b56	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_b777f719d06f5568d601	gvpa	cluster_b777f719d06f5568d601	0	False	False
nat_4a11e065ece6ad06443c	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_8ea71d3ab15e5cf268b1	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_490b107cc056b2e69720	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_f54587a3fcd451658c0d	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_194654d9295b42cca4e2	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_ad843ea9809d8148ba5d	gvpa	cluster_ad843ea9809d8148ba5d	0	False	False
nat_3e858629efd06bf33e52	gvpa	cluster_18287ab709e4536a8a89	2	False	False
nat_25f8dd28e9511c933322	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_8bfb3056e00dc3525ee8	gvpa	cluster_038b08407425f0209cdb	2	False	False
nat_83b8beb8a3b426da1be8	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_95f263427db975386780	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_a1655bd7b808d51abef6	gvpa	cluster_05aec1de9ccb89179086	2	False	False
nat_7bdcd34808440e398074	gvpa	cluster_5db4f89b8985994be8c6	0	False	False
nat_752dd7ddb136b7ab5ad1	gvpa	cluster_21fd512873a52dc47991	2	False	False
nat_1aeb097a28c863a862e4	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_67932dce44a393cc5d41	gvpa	cluster_044b97bbcc6fc75d19af	0	False	False
nat_4a95098f433ac14617bc	gvpa	cluster_0ccad4d436403131ae6a	2	False	False
nat_e79f3223c0e51a4419c7	gvpa	cluster_0890e07d5e23fde5596e	1	False	False
nat_37d7954f2ba849ee9a13	gvpa	cluster_37d7954f2ba849ee9a13	2	False	False
