sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	raw_token_length	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	qc_failures	pool	family_status	pf00741_status
vae_candidate_000257	651897496a02dea2beed208be00fb4184852adde17e7b7d5fa5c8539fc729fa0	True	False	eos	89	88	True	False	False	False	True	0.06829406933876656	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	pass
vae_candidate_000258	932733987db54efa80640d64fe5c17ef188eb743bfc73ba2fdbe60c8a2e7d80d	True	False	eos	94	93	True	False	False	False	True	0.021873028291179687	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000259	240262276737733c526236bc06280588da4f043abfa99d9bf8e73454bfec646b	True	False	eos	54	53	True	False	False	False	True	0.05442386446817057	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000260	61e64824b2a4ab597bf0f287946ca92fe261d576d7ea7c69ca70c3ece936fa89	True	False	eos	110	109	True	False	False	False	True	0.01704911137017483	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000261	1aaf49254d82c4f7f5034f250fa27112cfcf479360b8d990ff7d441f2ac7b6b3	True	False	eos	65	64	True	False	False	False	True	0.05358533224438586	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000262	14edc0779ef70fb49778bf06ac573a34f7c59f6f2ff7add50e4d6610c9fa7ea9	True	False	eos	130	129	True	False	False	False	True	0.05040948703584769	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000263	1bbd68fd797ea9e9ec1b37c81860e465db163ea4a7ded3d668c2a148cdb166a5	True	False	eos	119	118	True	False	False	False	True	0.05632568476130538	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000264	772b84d8a51a0148e4bf4d958846857d7b9ed316ca47d646ee8d704cc67f0cd5	True	False	eos	111	110	True	False	False	False	True	0.016198338346222373	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 13, ""end"": 19, ""length"": 7, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning		main_supported_gvpa	supported_gvpa	pass
vae_candidate_000265	1bd0eabcd8bccc8ef39f821d207662d71552e76775a5ac2e9cd1b4254434ce9c	True	False	eos	104	103	True	False	False	False	True	0.03826258436887364	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000266	a75b29a76a04ecab3fba07578eaa4b23985145277315db9d98ccbfbf98ebbf8f	True	False	eos	90	89	True	False	False	False	True	0.015123018737642276	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000267	091be3a170f7af58e8c377dbcfb5fb9cda3fbebf6eaeb16a5aab4eaddf1c4722	True	False	eos	91	90	True	False	False	False	True	0.021909702999974953	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000268	4b877816f3944643def0663c6d818c0aee339ff28a03a30b7c209d138e47794e	True	False	eos	70	69	True	False	False	False	True	0.10644335503861313	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000269	99241e2ebdc60376bc8a391dcec7558c66374393941c554e762e4d3606e90c67	True	False	eos	118	117	True	False	False	False	True	0.03516507994745957	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000270	2decb12f98c155ef1586cdbe8251cb0c5579eec888253e9760943e467f50e74e	True	False	eos	93	92	True	False	False	False	True	0.0129385246944221	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000271	6122957112e0829c1e55791407cfeadb27a6fed2d3ab009d675667ca99232d19	True	False	eos	96	95	True	False	False	False	True	0.0713286827536817	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000272	bba28678e3f01c6b6464834a73c7d9745718a427e0563286118a7e5d494b2ccd	True	False	eos	128	127	True	False	False	False	True	0.03392360300223197	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000273	41e41debd25c9f2c326130cd95054218c4fb0cc32dd820facca61d69eb0ca19f	True	False	eos	109	108	True	False	False	False	True	0.019256719464055452	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000274	94a469d25e7c6cf5c1ea6b8102c217a0ddaa427b37ab64920e43bc11d3e398e3	False	True	length_cap	180	180	True	False	True	False	True	0.02119347205419663	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	generation_cap_warning	generation_cap_warning		excluded	unsupported	pass
vae_candidate_000275	cc9079c777511d4e297d2658f6897a48c8341ced9de387b970e41c44c7a5429b	True	False	eos	60	59	True	False	False	False	True	0.10601303967026356	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000276	c5178b1b92e411adc9fc052974e735f979937e0795e7719db2fddbacbc5b7919	True	False	eos	87	86	True	False	False	False	True	0.045601134918233054	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000277	31a8039a5977ab4eefb9ae24343b01db21a5c90c6ddf13e2e2f9afc276c69095	True	False	eos	112	111	True	False	False	False	True	0.01112359728115548	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000278	01044d295ecd25d4e00059358abd4599208729014b03128d2e355ee86e1594da	True	False	eos	88	87	True	False	False	False	True	0.015409599391446354	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000279	d0402802c467e4c43d7e4f398fd727e7cc0169e854517dc68e00f85e11146127	True	False	eos	68	67	True	False	False	False	True	0.03230014562439956	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000280	ea441a2e1e24010d1ef435a40568b72702b9cca4a932271d9b2e70e57667c820	True	False	eos	78	77	True	False	False	False	True	0.07116055573207222	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000281	bfbf7d839069bb607fb7aaf829d088b210273a4949a3653facd3bf2017380964	True	False	eos	76	75	True	False	False	False	True	0.04261490571706339	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000282	93dc9ddf3d595b41dd4a8b33b65e3918c5876c01a0ddc3ad68b3d89592ba8294	True	False	eos	107	106	True	False	False	False	True	0.049571441602760925	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000283	0b833d0ebed5a24e65401f78c587f2be5605d7d22cab27e662c1ab3e12220488	True	False	eos	103	102	True	False	False	False	True	0.02922269998415649	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000284	a90dd89dbe7a7eb7d54552120ad00e94cee22b762d685da9428d8d02ec41ffbe	True	False	eos	92	91	True	False	False	False	True	0.021975865843456635	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000285	492b4cfb3e292b64f5e462166219848f73c910256f5f838912295aed310540b0	True	False	eos	93	92	True	False	False	False	True	0.02777067021095181	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000286	8a3a1ab211b4b1f2cb4855f37efc2543b7fcb7db3a0e241c672c496f955277a5	True	False	eos	115	114	True	False	False	False	True	0.026771184208683	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 10, ""end"": 17, ""length"": 8, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning		excluded	unsupported	pass
vae_candidate_000287	4ca79c1200ea4da76d28a74fcaf0460b8b154dc5366d3c82eb33035fda8bb5ae	True	False	eos	56	55	True	False	False	False	True	0.06649493498518623	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000288	691538e7f8c9abb2329f464828433e0c2c32e0fb6ae5a454cfc4c97fbee58c0a	True	False	eos	115	114	True	False	False	False	True	0.03207420593334437	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000289	013f1253934d8f573205206882ba346b7a7605068d7b6ffb7029f1ab236a4524	True	False	eos	80	79	True	False	False	False	True	0.05023877241450159	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000290	2642f6e97f6ecbda62695d39e65525df949740d6d66e383ed74c868dfbf75f6c	True	False	eos	91	90	True	False	False	False	True	0.02569708369667232	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000291	bbef997c741a578122dd933911da6c39474e9018c909a6b0c18974d207bcad9b	True	False	eos	139	138	True	False	False	False	True	0.026625347483744843	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000292	83aa992ec993137cd9cf19004453d68ddb67b98b52d1d0e78b05083e7ab087a3	True	False	eos	82	81	True	False	False	False	True	0.0438887310458277	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000293	e378e39a5f14218d620501146ccf0022981178fa3ff20a042b5b8a40da2da235	True	False	eos	94	93	True	False	False	False	True	0.022046292799704645	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000294	562aa9306d81c5e27eac468e0f93ab271803958e8d8eefa93c0d0dc32ea44134	True	False	eos	111	110	True	False	False	False	True	0.08312690102056947	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000295	909c35e063354b4fb505f6fc605e07c5bcebfef4d2dd77380164e3359d8fb6e0	True	False	eos	88	87	True	False	False	False	True	0.027651857696257123	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000296	d461d032d0ebfb21f0ed500a237d8fcf0aa5096396d45aca58368b09acc545ff	True	False	eos	92	91	True	False	False	False	True	0.03761673261071703	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000297	aa7d8fc13dd5fc6f9bc3608ee4ba2dcea5924256cd8154384d4a66d7a12175bc	True	False	eos	63	62	True	False	False	False	True	0.02698551422756673	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000298	6c7c11f82e4819178dff261c38f14c9e1b9695c59733414d29b0daecf86a967a	True	False	eos	80	79	True	False	False	False	True	0.03469371987290028	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000299	4904c593f8ed9ef59f14d6db076418d2908aa412a70a1766447cd614295b8070	True	False	eos	122	121	True	False	False	False	True	0.019114777603429355	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000300	23bc0a607dd30a2bf9547602dfb2848aaf256e3c0ec5336d4ddb4aafecd7a7aa	True	False	eos	131	130	True	False	False	False	True	0.02668386445735744	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000301	0783e5e1d8c55b50d63ee39293f5000174cf7c943797e53fb56e423adb2a3fab	True	False	eos	118	117	True	False	False	False	True	0.028412468826393703	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000302	73a588b1b82bb8192c1a89d0442c6430482a377ba61023a924d72c3898ad2f14	True	False	eos	65	64	True	False	False	False	True	0.04628040907297852	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000303	b300e5a5483a606d6864a29e3287e7b3ba6d84feaacbf8b02b90ee548fde4f46	True	False	eos	109	108	True	False	False	False	True	0.01826231574413651	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000304	a0506f441cb98e208530a07a7053f61d209824eba2cdd34f6bbe983b927c58aa	True	False	eos	137	136	True	False	False	False	True	0.022611967710701182	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000305	feed0894fe77ba3c53a6239584f8e0133cbe145e554aa00fbd5b0cf5a6a03369	True	False	eos	81	80	True	False	False	False	True	0.029981927818108316	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000306	ef7e2918db0b75bcb7b1b6ad58c111213dad267f31a1f0bee4e9b2b999656212	True	False	eos	130	129	True	False	False	False	True	0.031708628674605076	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000307	8520393a67239af4ea7091e8302b08d3c3e0a1b63e38fb805ca07297b4855576	True	False	eos	97	96	True	False	False	False	True	0.05531600908445902	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000308	78549212086dc30c38ac892ac76656099b7c619ccc4ff57ebb549f9c949879b0	True	False	eos	112	111	True	False	False	False	True	0.10384002916258486	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000309	a394ea6c509f7184432b7c5827f11062b565568f323109f5556698874e3a771b	True	False	eos	118	117	True	False	False	False	True	0.06771789123405435	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000310	c629c741c53e83bf9ab92bb7e9878f31af49ac546678edcab5bfc777cd7aeffd	True	False	eos	77	76	True	False	False	False	True	0.04810396953907774	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000311	07b9b86c5e61bee975ef757b51ff2ce87dbcacdf5bae9785eec770777565d23b	True	False	eos	72	71	True	False	False	False	True	0.02725462282251201	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000312	150e742f57b0f111876dca134fc899c199a3b946639aad423394034e3bd9e006	True	False	eos	75	74	True	False	False	False	True	0.03142421963453027	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000313	e20c28c29210b73960c515a3de504ed030457f3548170330e3892146513194ee	True	False	eos	86	85	True	False	False	False	True	0.11546586806353495	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000314	372cebfd14f2b4853f97712ef5d84e6ff244e0696f5c599b1dd111c2f4e6d3a6	True	False	eos	98	97	True	False	False	False	True	0.05065721886539941	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000315	7653da7c932d351b94bca4529f6a95a238123b130160f2f3fe8698c2499290ad	True	False	eos	85	84	True	False	False	False	True	0.018084589875425522	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000316	7fcbb3f92fd5d911b205f86a36ea3b8fc22476fc42d653d514957af66b3d4cab	True	False	eos	86	85	True	False	False	False	True	0.02705616026395441	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000317	e512638eedad2e5ef04f70a47e5925b4e034ce5e23230f9640bc3de2916266e7	True	False	eos	117	116	True	False	False	False	True	0.030619214696562903	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000318	223362a650826c2dd95f99c91da6e42dff55c9bf9583ca2c33674284d36d58b1	True	False	eos	78	77	True	False	False	False	True	0.020210039254179635	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000319	4dfe6c68b85606eab7954a7635f8ece4a0b9c2ab0f8b55d195e21aa13abe0e2c	True	False	eos	116	115	True	False	False	False	True	0.015366224681487524	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000320	f8465627fb7c82fc496902e3f8a5425045bcd12c034be7664152a3eaf609e3b6	True	False	eos	115	114	True	False	False	False	True	0.024216886946341644	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000321	89cead32d622f279ea064aa5b4b8e8da9aee9d5ba5c9500a7e083826b03774c6	True	False	eos	53	52	True	False	False	False	True	0.097633721415111	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000322	bf617e1234614df2440d1384a02e3c2b414596f15e4b5a59eb36ff73376403cc	True	False	eos	93	92	True	False	False	False	True	0.04657772260754469	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000323	f78454356738b928f9474d0625df5a90a7fc4c7bb128f7946596e8a9aae6c053	True	False	eos	104	103	True	False	False	False	True	0.019740260225768372	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000324	098f58647cfb7d638dcd1770f198f5d37de0636d5033be76f01043d13025633a	True	False	eos	64	63	True	False	False	False	True	0.04688453465893497	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000325	3833f9a7d63d33c831dc06ad69d59b27f9aaa18ab52eadb35b56e7aa2e74b3f3	True	False	eos	58	57	True	False	False	False	True	0.07177191259733841	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000326	df5bc789a357437d93954f2788ba6956f03fdc8c8867d8e38a35fce4cd6863d9	True	False	eos	92	91	True	False	False	False	True	0.028436803471537646	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000327	0216dce265bd39700b6de14cd15249dec76a239e24fc02e84fb2688b8f039a9f	True	False	eos	97	96	True	False	False	False	True	0.023928050602597298	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000328	8ff27967158b297f514e218e5208c67405f0c8bba5aded9c9601291d6e774200	True	False	eos	96	95	True	False	False	False	True	0.0343532962682801	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000329	35bae85d1314c77c0c65e7d7aaf398025d1bd4aba2a8983d407172cb3b78a1fe	True	False	eos	86	85	True	False	False	False	True	0.07666303466572483	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000330	cc478e9a92daa2aac545e99949eb80a76af15a086ae7bef4d2ccf21671187e3e	True	False	eos	71	70	True	False	False	False	True	0.029114840140019364	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000331	ea0b736b6531ae07fa94aac74eae073ffdc13c5a295dc031b73ffed92e1068a5	True	False	eos	62	61	True	False	False	False	True	0.1455720070533743	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000332	12bc2f2f4cce3e2f175e8e129b23f9d1d5a0a528bb9cececb2fb2b5ff819ad61	True	False	eos	106	105	True	False	False	False	True	0.015868872472758425	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000333	0fef11ec80476500b12522a03654b72fc9df5ccf8f4f87cb83166a9f61fa18c2	True	False	eos	90	89	True	False	False	False	True	0.03561547267651078	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000334	28567c0bd7e7ab47943cc928f433bb7419cef7ff3cb484ddc0fd825f20e54c9e	True	False	eos	138	137	True	False	False	False	True	0.014463062276608821	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000335	39b255bee545579d0f8919bda3bff566fd7460bab179fb7d62e6e249e1c2eecc	True	False	eos	111	110	True	False	False	False	True	0.022833122639901803	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000336	4193cbf6dc8ea8b43f4acea92e68ec9c1a084c47a60ee4448d53211b1a496157	True	False	eos	126	125	True	False	False	False	True	0.0388989969158023	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000337	3323558d2ab32a25895db47d78c17f3a3b412d9cbf95fa8b00fd1dd7bf176e40	True	False	eos	105	104	True	False	False	False	True	0.054734604438450726	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000338	198f2e377e821736832cb39fe6060aeb9f974d56ff866f92eda83fb09c7d5835	True	False	eos	94	93	True	False	False	False	True	0.01674054706865408	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000339	0c86596789451a6f04f4a31dbae5e1d4e5dadc7d29fe800d573a4f9da08a8dd8	True	False	eos	108	107	True	False	False	False	True	0.036681689690942876	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000340	89f0be151532801fb4db7abff3569e3340a1518d55b8885d79c91823361aa30f	True	False	eos	100	99	True	False	False	False	True	0.026356769693312604	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000341	da558f76a74559d4a14f632f676c2973eaf1a8d508db0730e220778da7f588d2	True	False	eos	91	90	True	False	False	False	True	0.028589137894776746	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000342	69627a414235bf88e17519ca2fa4ec1310b5359c159effb8c9459a3ceeec6140	True	False	eos	68	67	True	False	False	False	True	0.06138223478162819	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000343	4b7a4c6032651d288d048dc853317da9f4f1b480db5445d0b2184328ef2f3b9e	True	False	eos	115	114	True	False	False	False	True	0.01809505535199704	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000344	a5808e42187afb4f95b1764f4e8e7b2e69abe3e2cc395a96dbcfcd830c3cac7a	True	False	eos	89	88	True	False	False	False	True	0.024925925295285395	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000345	7d4593914292670b3edaef46bc194955019f1ac3bef91e80203b9bbcae52184c	True	False	eos	102	101	True	False	False	False	True	0.0294417100585287	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000346	6c7c4bf5df248402b6fc55f9e5a229889fafee26972f860568d08b809a4a94d5	True	False	eos	116	115	True	False	False	False	True	0.020267527957366627	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000347	9a06335a5626267198cad2956b7fca119cfee5f9765eb03fc0e0f69e492c1bac	True	False	eos	94	93	True	False	False	False	True	0.02432797889945596	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
