sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	raw_token_length	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	qc_failures	pool	family_status	pf00741_status	global_query_length	global_closest_reference_id	global_closest_reference_ids	global_closest_reference_tie_count	global_target_length	global_alignment_score	global_alignment_length	global_aligned_pairs	global_identical_residues	global_identity	global_query_coverage	global_target_coverage	global_effective_identity	global_distance	global_distance_status	global_distance_reason	global_reference_count	global_resolved_reference_count	manual_review
vae_candidate_000289	013f1253934d8f573205206882ba346b7a7605068d7b6ffb7029f1ab236a4524	True	False	eos	80	79	True	False	False	False	True	0.05023877241450159	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	79		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000290	2642f6e97f6ecbda62695d39e65525df949740d6d66e383ed74c868dfbf75f6c	True	False	eos	91	90	True	False	False	False	True	0.02569708369667232	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	90	nat_970873de163a6ff8ee05	"[""nat_970873de163a6ff8ee05"", ""nat_cd0ec9cc83e20bd818b3""]"	2	88	223.5	97	81	55	0.6790123456790124	0.9	0.9204545454545454	0.6111111111111112	0.38888888888888884	resolved		346	186	True
vae_candidate_000291	bbef997c741a578122dd933911da6c39474e9018c909a6b0c18974d207bcad9b	True	False	eos	139	138	True	False	False	False	True	0.026625347483744843	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	138		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000292	83aa992ec993137cd9cf19004453d68ddb67b98b52d1d0e78b05083e7ab087a3	True	False	eos	82	81	True	False	False	False	True	0.0438887310458277	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	81	nat_fe2e069c7d192a9aa4be	"[""nat_fe2e069c7d192a9aa4be""]"	1	92	29.0	99	74	29	0.3918918918918919	0.9135802469135802	0.8043478260869565	0.31521739130434784	0.6847826086956521	resolved		346	31	True
vae_candidate_000294	562aa9306d81c5e27eac468e0f93ab271803958e8d8eefa93c0d0dc32ea44134	True	False	eos	111	110	True	False	False	False	True	0.08312690102056947	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	110	nat_0a5813d34fb4f832fd7d	"[""nat_0a5813d34fb4f832fd7d"", ""nat_dc2b0da282a1a334132b""]"	2	95	15.0	113	92	27	0.29347826086956524	0.8363636363636363	0.968421052631579	0.24545454545454545	0.7545454545454545	resolved		346	5	True
vae_candidate_000296	d461d032d0ebfb21f0ed500a237d8fcf0aa5096396d45aca58368b09acc545ff	True	False	eos	92	91	True	False	False	False	True	0.03761673261071703	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	91	nat_b5ccff48f879b7cc34ad	"[""nat_b5ccff48f879b7cc34ad""]"	1	92	176.0	101	82	47	0.573170731707317	0.9010989010989011	0.8913043478260869	0.5108695652173914	0.48913043478260865	resolved		346	186	True
vae_candidate_000297	aa7d8fc13dd5fc6f9bc3608ee4ba2dcea5924256cd8154384d4a66d7a12175bc	True	False	eos	63	62	True	False	False	False	True	0.02698551422756673	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	62	nat_2dee131e85e06a8f9fdd	"[""nat_2dee131e85e06a8f9fdd""]"	1	76	125.0	77	61	29	0.47540983606557374	0.9838709677419355	0.8026315789473685	0.3815789473684211	0.618421052631579	resolved		346	1	True
vae_candidate_000298	6c7c11f82e4819178dff261c38f14c9e1b9695c59733414d29b0daecf86a967a	True	False	eos	80	79	True	False	False	False	True	0.03469371987290028	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	79	nat_e9d0d8807aee29d8e61c	"[""nat_e9d0d8807aee29d8e61c""]"	1	71	213.5	80	70	51	0.7285714285714285	0.8860759493670886	0.9859154929577465	0.6455696202531646	0.35443037974683544	resolved		346	85	True
vae_candidate_000299	4904c593f8ed9ef59f14d6db076418d2908aa412a70a1766447cd614295b8070	True	False	eos	122	121	True	False	False	False	True	0.019114777603429355	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	121	nat_8d5392221648a605a7c2	"[""nat_8d5392221648a605a7c2""]"	1	134	263.0	142	113	72	0.6371681415929203	0.9338842975206612	0.8432835820895522	0.5373134328358209	0.4626865671641791	resolved		346	54	True
vae_candidate_000300	23bc0a607dd30a2bf9547602dfb2848aaf256e3c0ec5336d4ddb4aafecd7a7aa	True	False	eos	131	130	True	False	False	False	True	0.02668386445735744	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	130	nat_8a4162d5996844339fef	"[""nat_8a4162d5996844339fef""]"	1	135	180.5	155	110	59	0.5363636363636364	0.8461538461538461	0.8148148148148148	0.43703703703703706	0.5629629629629629	resolved		346	6	True
vae_candidate_000301	0783e5e1d8c55b50d63ee39293f5000174cf7c943797e53fb56e423adb2a3fab	True	False	eos	118	117	True	False	False	False	True	0.028412468826393703	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	117	nat_48f4fc548c0153a5775e	"[""nat_48f4fc548c0153a5775e""]"	1	96	281.5	119	94	69	0.7340425531914894	0.8034188034188035	0.9791666666666666	0.5897435897435898	0.41025641025641024	resolved		346	40	True
vae_candidate_000302	73a588b1b82bb8192c1a89d0442c6430482a377ba61023a924d72c3898ad2f14	True	False	eos	65	64	True	False	False	False	True	0.04628040907297852	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	64	nat_0c143ad343586201fcf9	"[""nat_0c143ad343586201fcf9""]"	1	69	122.0	71	62	37	0.5967741935483871	0.96875	0.8985507246376812	0.5362318840579711	0.46376811594202894	resolved		346	48	True
vae_candidate_000303	b300e5a5483a606d6864a29e3287e7b3ba6d84feaacbf8b02b90ee548fde4f46	True	False	eos	109	108	True	False	False	False	True	0.01826231574413651	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	108	nat_842bc418f0682cd2a9c8	"[""nat_842bc418f0682cd2a9c8""]"	1	95	396.0	109	94	88	0.9361702127659575	0.8703703703703703	0.9894736842105263	0.8148148148148148	0.18518518518518523	resolved		346	136	True
vae_candidate_000304	a0506f441cb98e208530a07a7053f61d209824eba2cdd34f6bbe983b927c58aa	True	False	eos	137	136	True	False	False	False	True	0.022611967710701182	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	136	nat_65c51b0fd105cce694ee	"[""nat_65c51b0fd105cce694ee""]"	1	150	143.5	160	126	52	0.4126984126984127	0.9264705882352942	0.84	0.3466666666666667	0.6533333333333333	resolved		346	9	True
vae_candidate_000305	feed0894fe77ba3c53a6239584f8e0133cbe145e554aa00fbd5b0cf5a6a03369	True	False	eos	81	80	True	False	False	False	True	0.029981927818108316	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	80	nat_4d627ec7ce40cceb1d25	"[""nat_4d627ec7ce40cceb1d25""]"	1	78	207.0	82	76	49	0.6447368421052632	0.95	0.9743589743589743	0.6125	0.38749999999999996	resolved		346	217	True
vae_candidate_000306	ef7e2918db0b75bcb7b1b6ad58c111213dad267f31a1f0bee4e9b2b999656212	True	False	eos	130	129	True	False	False	False	True	0.031708628674605076	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	129		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000307	8520393a67239af4ea7091e8302b08d3c3e0a1b63e38fb805ca07297b4855576	True	False	eos	97	96	True	False	False	False	True	0.05531600908445902	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	96	nat_004ac783975534947324	"[""nat_004ac783975534947324"", ""nat_4dc9c1477d3d6b181da7"", ""nat_7d45d6cf3df5d3d36985"", ""nat_9ba949b2aab9e2be6898""]"	4	94	76.0	111	79	40	0.5063291139240507	0.8229166666666666	0.8404255319148937	0.4166666666666667	0.5833333333333333	resolved		346	36	True
vae_candidate_000308	78549212086dc30c38ac892ac76656099b7c619ccc4ff57ebb549f9c949879b0	True	False	eos	112	111	True	False	False	False	True	0.10384002916258486	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	111	nat_0077c6cbf903d0b80137	"[""nat_0077c6cbf903d0b80137"", ""nat_48f4fc548c0153a5775e"", ""nat_67dd37821af98e87666e"", ""nat_a8908cb0d732ddf5c6d4"", ""nat_fca422d4ddd5dcd65605""]"	5	96	33.0	118	89	30	0.33707865168539325	0.8018018018018018	0.9270833333333334	0.2702702702702703	0.7297297297297297	resolved		346	37	True
vae_candidate_000309	a394ea6c509f7184432b7c5827f11062b565568f323109f5556698874e3a771b	True	False	eos	118	117	True	False	False	False	True	0.06771789123405435	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	117		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000310	c629c741c53e83bf9ab92bb7e9878f31af49ac546678edcab5bfc777cd7aeffd	True	False	eos	77	76	True	False	False	False	True	0.04810396953907774	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	76		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000311	07b9b86c5e61bee975ef757b51ff2ce87dbcacdf5bae9785eec770777565d23b	True	False	eos	72	71	True	False	False	False	True	0.02725462282251201	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	71	nat_0aeb545239a28bae61f9	"[""nat_0aeb545239a28bae61f9""]"	1	86	152.5	87	70	40	0.5714285714285714	0.9859154929577465	0.813953488372093	0.46511627906976744	0.5348837209302326	resolved		346	11	True
vae_candidate_000312	150e742f57b0f111876dca134fc899c199a3b946639aad423394034e3bd9e006	True	False	eos	75	74	True	False	False	False	True	0.03142421963453027	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	74	nat_3cc2cb889cfdbbcaa17b	"[""nat_3cc2cb889cfdbbcaa17b""]"	1	72	218.5	77	69	52	0.7536231884057971	0.9324324324324325	0.9583333333333334	0.7027027027027027	0.29729729729729726	resolved		346	99	True
vae_candidate_000313	e20c28c29210b73960c515a3de504ed030457f3548170330e3892146513194ee	True	False	eos	86	85	True	False	False	False	True	0.11546586806353495	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	85	nat_b9d147aeaac9ffa9d0f3	"[""nat_b9d147aeaac9ffa9d0f3""]"	1	87	24.0	100	72	22	0.3055555555555556	0.8470588235294118	0.8275862068965517	0.25287356321839083	0.7471264367816092	resolved		346	6	True
vae_candidate_000314	372cebfd14f2b4853f97712ef5d84e6ff244e0696f5c599b1dd111c2f4e6d3a6	True	False	eos	98	97	True	False	False	False	True	0.05065721886539941	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	97	nat_d07d112598796fe30d76	"[""nat_d07d112598796fe30d76""]"	1	95	205.5	103	89	57	0.6404494382022472	0.9175257731958762	0.9368421052631579	0.5876288659793815	0.41237113402061853	resolved		346	80	True
vae_candidate_000315	7653da7c932d351b94bca4529f6a95a238123b130160f2f3fe8698c2499290ad	True	False	eos	85	84	True	False	False	False	True	0.018084589875425522	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	84	nat_81de2b78d291d512c1e2	"[""nat_81de2b78d291d512c1e2""]"	1	92	274.0	96	80	69	0.8625	0.9523809523809523	0.8695652173913043	0.75	0.25	resolved		346	212	True
vae_candidate_000316	7fcbb3f92fd5d911b205f86a36ea3b8fc22476fc42d653d514957af66b3d4cab	True	False	eos	86	85	True	False	False	False	True	0.02705616026395441	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	85	nat_27cf1e5aac6ec3dd931d	"[""nat_27cf1e5aac6ec3dd931d"", ""nat_32d58e5d24419efe5e0e"", ""nat_f7dbe09f7bde0afd3543""]"	3	76	240.0	85	76	54	0.7105263157894737	0.8941176470588236	1.0	0.6352941176470588	0.3647058823529412	resolved		346	218	True
vae_candidate_000317	e512638eedad2e5ef04f70a47e5925b4e034ce5e23230f9640bc3de2916266e7	True	False	eos	117	116	True	False	False	False	True	0.030619214696562903	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	116	nat_7d45d6cf3df5d3d36985	"[""nat_7d45d6cf3df5d3d36985""]"	1	95	219.0	116	95	58	0.6105263157894737	0.8189655172413793	1.0	0.5	0.5	resolved		346	103	True
vae_candidate_000318	223362a650826c2dd95f99c91da6e42dff55c9bf9583ca2c33674284d36d58b1	True	False	eos	78	77	True	False	False	False	True	0.020210039254179635	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	77	nat_32d58e5d24419efe5e0e	"[""nat_32d58e5d24419efe5e0e"", ""nat_cac8cf4903b24e69aca8""]"	2	76	233.0	80	73	55	0.7534246575342466	0.948051948051948	0.9605263157894737	0.7142857142857143	0.2857142857142857	resolved		346	183	True
vae_candidate_000319	4dfe6c68b85606eab7954a7635f8ece4a0b9c2ab0f8b55d195e21aa13abe0e2c	True	False	eos	116	115	True	False	False	False	True	0.015366224681487524	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	115		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000320	f8465627fb7c82fc496902e3f8a5425045bcd12c034be7664152a3eaf609e3b6	True	False	eos	115	114	True	False	False	False	True	0.024216886946341644	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	114	nat_b28a6bed955c267791e6	"[""nat_b28a6bed955c267791e6""]"	1	109	195.0	128	95	54	0.5684210526315789	0.8333333333333334	0.8715596330275229	0.47368421052631576	0.5263157894736843	resolved		346	30	True
vae_candidate_000321	89cead32d622f279ea064aa5b4b8e8da9aee9d5ba5c9500a7e083826b03774c6	True	False	eos	53	52	True	False	False	False	True	0.097633721415111	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	52		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000322	bf617e1234614df2440d1384a02e3c2b414596f15e4b5a59eb36ff73376403cc	True	False	eos	93	92	True	False	False	False	True	0.04657772260754469	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	92	nat_30c8db5b2a48ec02340b	"[""nat_30c8db5b2a48ec02340b""]"	1	94	189.5	99	87	50	0.5747126436781609	0.9456521739130435	0.925531914893617	0.5319148936170213	0.46808510638297873	resolved		346	184	True
vae_candidate_000323	f78454356738b928f9474d0625df5a90a7fc4c7bb128f7946596e8a9aae6c053	True	False	eos	104	103	True	False	False	False	True	0.019740260225768372	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	103	nat_49d3875a5ef4bbb644f9	"[""nat_49d3875a5ef4bbb644f9"", ""nat_d1b057f953bd558c0457""]"	2	95	295.5	108	90	76	0.8444444444444444	0.8737864077669902	0.9473684210526315	0.7378640776699029	0.2621359223300971	resolved		346	153	True
vae_candidate_000324	098f58647cfb7d638dcd1770f198f5d37de0636d5033be76f01043d13025633a	True	False	eos	64	63	True	False	False	False	True	0.04688453465893497	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	63	nat_0da4fc315e8c5fa1925f	"[""nat_0da4fc315e8c5fa1925f"", ""nat_448d52f7c380acd65350"", ""nat_62b65b4bdaad5382b6fd"", ""nat_a4ce46bc0db75edd2892"", ""nat_f603a0bdb36b55f44821""]"	5	76	57.0	78	61	28	0.45901639344262296	0.9682539682539683	0.8026315789473685	0.3684210526315789	0.631578947368421	resolved		346	48	True
vae_candidate_000325	3833f9a7d63d33c831dc06ad69d59b27f9aaa18ab52eadb35b56e7aa2e74b3f3	True	False	eos	58	57	True	False	False	False	True	0.07177191259733841	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	57		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000326	df5bc789a357437d93954f2788ba6956f03fdc8c8867d8e38a35fce4cd6863d9	True	False	eos	92	91	True	False	False	False	True	0.028436803471537646	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	91	nat_4482775e0979509e45d2	"[""nat_4482775e0979509e45d2"", ""nat_94cdaea6b1db7bfe983f"", ""nat_d07d112598796fe30d76""]"	3	95	270.0	101	85	65	0.7647058823529411	0.9340659340659341	0.8947368421052632	0.6842105263157895	0.3157894736842105	resolved		346	157	True
vae_candidate_000327	0216dce265bd39700b6de14cd15249dec76a239e24fc02e84fb2688b8f039a9f	True	False	eos	97	96	True	False	False	False	True	0.023928050602597298	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	96	nat_78005b3dddedd0251b7e	"[""nat_78005b3dddedd0251b7e"", ""nat_8f3e753527c876cd94f0""]"	2	95	315.0	100	91	74	0.8131868131868132	0.9479166666666666	0.9578947368421052	0.7708333333333334	0.22916666666666663	resolved		346	159	True
vae_candidate_000328	8ff27967158b297f514e218e5208c67405f0c8bba5aded9c9601291d6e774200	True	False	eos	96	95	True	False	False	False	True	0.0343532962682801	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	95	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb"", ""nat_4d4e00d31d935ed0527d"", ""nat_7ee1d64f80049d71603c""]"	3	95	160.0	113	77	47	0.6103896103896104	0.8105263157894737	0.8105263157894737	0.49473684210526314	0.5052631578947369	resolved		346	127	True
vae_candidate_000329	35bae85d1314c77c0c65e7d7aaf398025d1bd4aba2a8983d407172cb3b78a1fe	True	False	eos	86	85	True	False	False	False	True	0.07666303466572483	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	85	nat_d9b751580230ca0e5773	"[""nat_d9b751580230ca0e5773""]"	1	85	16.0	99	71	26	0.36619718309859156	0.8352941176470589	0.8352941176470589	0.3058823529411765	0.6941176470588235	resolved		346	26	True
vae_candidate_000330	cc478e9a92daa2aac545e99949eb80a76af15a086ae7bef4d2ccf21671187e3e	True	False	eos	71	70	True	False	False	False	True	0.029114840140019364	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	70	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	189.5	75	67	50	0.746268656716418	0.9571428571428572	0.9305555555555556	0.6944444444444444	0.3055555555555556	resolved		346	83	True
vae_candidate_000331	ea0b736b6531ae07fa94aac74eae073ffdc13c5a295dc031b73ffed92e1068a5	True	False	eos	62	61	True	False	False	False	True	0.1455720070533743	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	61		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000332	12bc2f2f4cce3e2f175e8e129b23f9d1d5a0a528bb9cececb2fb2b5ff819ad61	True	False	eos	106	105	True	False	False	False	True	0.015868872472758425	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	105	nat_4482775e0979509e45d2	"[""nat_4482775e0979509e45d2"", ""nat_78005b3dddedd0251b7e"", ""nat_8f3e753527c876cd94f0""]"	3	95	383.0	105	95	87	0.9157894736842105	0.9047619047619048	1.0	0.8285714285714286	0.17142857142857137	resolved		346	154	True
vae_candidate_000333	0fef11ec80476500b12522a03654b72fc9df5ccf8f4f87cb83166a9f61fa18c2	True	False	eos	90	89	True	False	False	False	True	0.03561547267651078	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	89	nat_73e0b5aa88a198c56cae	"[""nat_73e0b5aa88a198c56cae""]"	1	87	205.5	95	81	55	0.6790123456790124	0.9101123595505618	0.9310344827586207	0.6179775280898876	0.3820224719101124	resolved		346	176	True
vae_candidate_000334	28567c0bd7e7ab47943cc928f433bb7419cef7ff3cb484ddc0fd825f20e54c9e	True	False	eos	138	137	True	False	False	False	True	0.014463062276608821	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	137	nat_55802cc1c7918b91c298	"[""nat_55802cc1c7918b91c298""]"	1	139	228.5	152	124	66	0.532258064516129	0.9051094890510949	0.8920863309352518	0.4748201438848921	0.525179856115108	resolved		346	101	True
vae_candidate_000335	39b255bee545579d0f8919bda3bff566fd7460bab179fb7d62e6e249e1c2eecc	True	False	eos	111	110	True	False	False	False	True	0.022833122639901803	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	110		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000336	4193cbf6dc8ea8b43f4acea92e68ec9c1a084c47a60ee4448d53211b1a496157	True	False	eos	126	125	True	False	False	False	True	0.0388989969158023	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	125	nat_c74d6e1106797b3a3d0f	"[""nat_c74d6e1106797b3a3d0f""]"	1	133	139.0	150	108	51	0.4722222222222222	0.864	0.8120300751879699	0.38345864661654133	0.6165413533834587	resolved		346	9	True
vae_candidate_000337	3323558d2ab32a25895db47d78c17f3a3b412d9cbf95fa8b00fd1dd7bf176e40	True	False	eos	105	104	True	False	False	False	True	0.054734604438450726	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	104	nat_200ecff40f6b83ca60f9	"[""nat_200ecff40f6b83ca60f9"", ""nat_42d774e2b731f8e5de6a"", ""nat_fc382b09fdd1c909c75c""]"	3	93	45.0	113	84	35	0.4166666666666667	0.8076923076923077	0.9032258064516129	0.33653846153846156	0.6634615384615384	resolved		346	22	True
vae_candidate_000338	198f2e377e821736832cb39fe6060aeb9f974d56ff866f92eda83fb09c7d5835	True	False	eos	94	93	True	False	False	False	True	0.01674054706865408	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	93	nat_a9c10692b45d32f772b4	"[""nat_a9c10692b45d32f772b4"", ""nat_c0d8f1302fa41452efbc""]"	2	95	418.0	97	91	90	0.989010989010989	0.978494623655914	0.9578947368421052	0.9473684210526315	0.052631578947368474	resolved		346	183	True
vae_candidate_000339	0c86596789451a6f04f4a31dbae5e1d4e5dadc7d29fe800d573a4f9da08a8dd8	True	False	eos	108	107	True	False	False	False	True	0.036681689690942876	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	107		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000340	89f0be151532801fb4db7abff3569e3340a1518d55b8885d79c91823361aa30f	True	False	eos	100	99	True	False	False	False	True	0.026356769693312604	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	99	nat_842bc418f0682cd2a9c8	"[""nat_842bc418f0682cd2a9c8"", ""nat_a49cfe7d33cec22c3905"", ""nat_a7791ad55c70e7fd3462""]"	3	95	226.0	105	89	57	0.6404494382022472	0.898989898989899	0.9368421052631579	0.5757575757575758	0.4242424242424242	resolved		346	158	True
vae_candidate_000341	da558f76a74559d4a14f632f676c2973eaf1a8d508db0730e220778da7f588d2	True	False	eos	91	90	True	False	False	False	True	0.028589137894776746	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	90	nat_b3561a1e0242e2259486	"[""nat_b3561a1e0242e2259486""]"	1	76	207.5	92	74	57	0.7702702702702703	0.8222222222222222	0.9736842105263158	0.6333333333333333	0.3666666666666667	resolved		346	192	True
vae_candidate_000342	69627a414235bf88e17519ca2fa4ec1310b5359c159effb8c9459a3ceeec6140	True	False	eos	68	67	True	False	False	False	True	0.06138223478162819	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	67	nat_3cc2cb889cfdbbcaa17b	"[""nat_3cc2cb889cfdbbcaa17b"", ""nat_61a382d08777524701b3""]"	2	72	126.5	80	59	42	0.711864406779661	0.8805970149253731	0.8194444444444444	0.5833333333333334	0.41666666666666663	resolved		346	52	True
vae_candidate_000343	4b7a4c6032651d288d048dc853317da9f4f1b480db5445d0b2184328ef2f3b9e	True	False	eos	115	114	True	False	False	False	True	0.01809505535199704	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	114	nat_461115b7000bfd74f566	"[""nat_461115b7000bfd74f566"", ""nat_833a1708482ad34125e2""]"	2	96	249.0	118	92	63	0.6847826086956522	0.8070175438596491	0.9583333333333334	0.5526315789473685	0.4473684210526315	resolved		346	37	True
