sequence_id	query_length	closest_reference_id	closest_reference_ids	closest_reference_tie_count	target_length	alignment_score	alignment_length	aligned_pairs	identical_residues	identity	query_coverage	target_coverage	effective_identity	distance	distance_status	distance_reason	reference_count	resolved_reference_count
vae_candidate_000232	154	nat_25ee00a9c2b4e74f79dd	"[""nat_25ee00a9c2b4e74f79dd""]"	1	155	125.0	183	126	54	0.42857142857142855	0.8181818181818182	0.8129032258064516	0.34838709677419355	0.6516129032258065	resolved		346	7
vae_candidate_000233	81	nat_7801d96d034213cf08c8	"[""nat_7801d96d034213cf08c8""]"	1	84	41.0	97	68	29	0.4264705882352941	0.8395061728395061	0.8095238095238095	0.34523809523809523	0.6547619047619048	resolved		346	176
vae_candidate_000234	65	nat_5883761e33f67abd193e	"[""nat_5883761e33f67abd193e""]"	1	68	16.5	78	55	21	0.38181818181818183	0.8461538461538461	0.8088235294117647	0.3088235294117647	0.6911764705882353	resolved		346	9
vae_candidate_000235	141	nat_c74d6e1106797b3a3d0f	"[""nat_c74d6e1106797b3a3d0f""]"	1	133	226.5	157	117	68	0.5811965811965812	0.8297872340425532	0.8796992481203008	0.48226950354609927	0.5177304964539007	resolved		346	52
vae_candidate_000236	93		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000237	101	nat_833a1708482ad34125e2	"[""nat_833a1708482ad34125e2""]"	1	98	43.0	117	82	32	0.3902439024390244	0.8118811881188119	0.8367346938775511	0.31683168316831684	0.6831683168316831	resolved		346	4
vae_candidate_000238	109	nat_4a87fc740463a61b2d05	"[""nat_4a87fc740463a61b2d05"", ""nat_b28a6bed955c267791e6""]"	2	109	159.0	123	95	43	0.45263157894736844	0.8715596330275229	0.8715596330275229	0.3944954128440367	0.6055045871559632	resolved		346	4
vae_candidate_000239	82	nat_5c03f7861ccf36dc0533	"[""nat_5c03f7861ccf36dc0533""]"	1	84	14.0	98	68	26	0.38235294117647056	0.8292682926829268	0.8095238095238095	0.30952380952380953	0.6904761904761905	resolved		346	11
vae_candidate_000240	70	nat_5883761e33f67abd193e	"[""nat_5883761e33f67abd193e""]"	1	68	21.5	79	59	21	0.3559322033898305	0.8428571428571429	0.8676470588235294	0.3	0.7	resolved		346	4
vae_candidate_000241	149		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000242	102	nat_6b2c0d4d7468a9bb7cde	"[""nat_6b2c0d4d7468a9bb7cde""]"	1	94	208.5	106	90	56	0.6222222222222222	0.8823529411764706	0.9574468085106383	0.5490196078431373	0.4509803921568627	resolved		346	155
vae_candidate_000243	66	nat_5ff91e8d3cfc9ac60d0d	"[""nat_5ff91e8d3cfc9ac60d0d""]"	1	72	22.5	80	58	23	0.39655172413793105	0.8787878787878788	0.8055555555555556	0.3194444444444444	0.6805555555555556	resolved		346	66
vae_candidate_000244	123	nat_57c2b381c8bb4035d01c	"[""nat_57c2b381c8bb4035d01c""]"	1	133	15.0	146	110	35	0.3181818181818182	0.8943089430894309	0.8270676691729323	0.2631578947368421	0.736842105263158	resolved		346	1
vae_candidate_000245	135		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000246	124	nat_4a87fc740463a61b2d05	"[""nat_4a87fc740463a61b2d05""]"	1	109	147.5	133	100	47	0.47	0.8064516129032258	0.9174311926605505	0.3790322580645161	0.6209677419354839	resolved		346	32
vae_candidate_000247	96	nat_05d62502987d9405b8af	"[""nat_05d62502987d9405b8af"", ""nat_4dc9c1477d3d6b181da7"", ""nat_9ca97034ea4d97950343"", ""nat_d92cb9dcfcf48b731b50""]"	4	95	375.5	98	93	82	0.8817204301075269	0.96875	0.9789473684210527	0.8541666666666666	0.14583333333333337	resolved		346	166
vae_candidate_000248	110	nat_78005b3dddedd0251b7e	"[""nat_78005b3dddedd0251b7e""]"	1	95	281.5	117	88	71	0.8068181818181818	0.8	0.9263157894736842	0.6454545454545455	0.3545454545454545	resolved		346	93
vae_candidate_000249	107	nat_d1b057f953bd558c0457	"[""nat_d1b057f953bd558c0457""]"	1	95	397.0	107	95	87	0.9157894736842105	0.8878504672897196	1.0	0.8130841121495327	0.1869158878504673	resolved		346	144
vae_candidate_000250	58		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000251	143	nat_c74d6e1106797b3a3d0f	"[""nat_c74d6e1106797b3a3d0f""]"	1	133	160.0	160	116	61	0.5258620689655172	0.8111888111888111	0.8721804511278195	0.42657342657342656	0.5734265734265734	resolved		346	4
vae_candidate_000252	160	nat_33d8dbb5443a9dadf56d	"[""nat_33d8dbb5443a9dadf56d""]"	1	157	84.5	187	130	47	0.36153846153846153	0.8125	0.8280254777070064	0.29375	0.70625	resolved		346	14
vae_candidate_000253	125	nat_4b655799ef9e19953b56	"[""nat_4b655799ef9e19953b56""]"	1	133	204.5	151	107	55	0.514018691588785	0.856	0.8045112781954887	0.41353383458646614	0.5864661654135339	resolved		346	1
vae_candidate_000254	80	nat_b14fdba1c12c78ac4485	"[""nat_b14fdba1c12c78ac4485""]"	1	84	36.5	90	74	29	0.3918918918918919	0.925	0.8809523809523809	0.34523809523809523	0.6547619047619048	resolved		346	77
vae_candidate_000255	138	nat_dbbc85b2e6d8fc6f3682	"[""nat_dbbc85b2e6d8fc6f3682""]"	1	154	39.5	164	128	44	0.34375	0.927536231884058	0.8311688311688312	0.2857142857142857	0.7142857142857143	resolved		346	21
vae_candidate_000256	78	nat_448d52f7c380acd65350	"[""nat_448d52f7c380acd65350"", ""nat_62b65b4bdaad5382b6fd"", ""nat_a4ce46bc0db75edd2892"", ""nat_f603a0bdb36b55f44821""]"	4	76	152.5	90	64	44	0.6875	0.8205128205128205	0.8421052631578947	0.5641025641025641	0.4358974358974359	resolved		346	88
vae_candidate_000257	88	nat_fd90bc846ac4fc169df6	"[""nat_fd90bc846ac4fc169df6""]"	1	92	130.5	95	85	33	0.38823529411764707	0.9659090909090909	0.9239130434782609	0.358695652173913	0.6413043478260869	resolved		346	1
vae_candidate_000258	93	nat_c8490949e18e771ed8c8	"[""nat_c8490949e18e771ed8c8""]"	1	94	382.0	94	93	80	0.8602150537634409	1.0	0.9893617021276596	0.851063829787234	0.14893617021276595	resolved		346	186
vae_candidate_000259	53		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000260	109	nat_d92cb9dcfcf48b731b50	"[""nat_d92cb9dcfcf48b731b50""]"	1	95	245.0	111	93	63	0.6774193548387096	0.8532110091743119	0.9789473684210527	0.5779816513761468	0.42201834862385323	resolved		346	109
vae_candidate_000261	64	nat_0c143ad343586201fcf9	"[""nat_0c143ad343586201fcf9"", ""nat_2708b2500f3eefced6c0""]"	2	69	203.5	71	62	48	0.7741935483870968	0.96875	0.8985507246376812	0.6956521739130435	0.30434782608695654	resolved		346	49
vae_candidate_000262	129	nat_c74d6e1106797b3a3d0f	"[""nat_c74d6e1106797b3a3d0f""]"	1	133	159.5	155	107	54	0.5046728971962616	0.8294573643410853	0.8045112781954887	0.40601503759398494	0.5939849624060151	resolved		346	15
vae_candidate_000263	118	nat_0ccad4d436403131ae6a	"[""nat_0ccad4d436403131ae6a""]"	1	135	103.0	144	109	46	0.42201834862385323	0.923728813559322	0.8074074074074075	0.34074074074074073	0.6592592592592592	resolved		346	8
vae_candidate_000264	110	nat_48f4fc548c0153a5775e	"[""nat_48f4fc548c0153a5775e"", ""nat_9ba949b2aab9e2be6898""]"	2	96	398.0	110	96	88	0.9166666666666666	0.8727272727272727	1.0	0.8	0.19999999999999996	resolved		346	127
vae_candidate_000265	103	nat_140f5823a50b88bf41c9	"[""nat_140f5823a50b88bf41c9"", ""nat_4cea385a8794a0b112c3""]"	2	93	141.5	103	93	46	0.4946236559139785	0.9029126213592233	1.0	0.44660194174757284	0.5533980582524272	resolved		346	152
vae_candidate_000266	89	nat_3e6bf91c590be6684eed	"[""nat_3e6bf91c590be6684eed""]"	1	94	390.5	94	89	83	0.9325842696629213	1.0	0.9468085106382979	0.8829787234042553	0.11702127659574468	resolved		346	192
vae_candidate_000267	90	nat_d4ba65189ba86a477cc5	"[""nat_d4ba65189ba86a477cc5"", ""nat_fe2e069c7d192a9aa4be""]"	2	92	141.0	103	79	46	0.5822784810126582	0.8777777777777778	0.8586956521739131	0.5	0.5	resolved		346	161
vae_candidate_000268	69	nat_0c143ad343586201fcf9	"[""nat_0c143ad343586201fcf9""]"	1	69	22.0	81	57	21	0.3684210526315789	0.8260869565217391	0.8260869565217391	0.30434782608695654	0.6956521739130435	resolved		346	29
vae_candidate_000269	117		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000270	92	nat_8f3e753527c876cd94f0	"[""nat_8f3e753527c876cd94f0""]"	1	95	325.5	96	91	74	0.8131868131868132	0.9891304347826086	0.9578947368421052	0.7789473684210526	0.2210526315789474	resolved		346	188
vae_candidate_000271	95	nat_dc2b0da282a1a334132b	"[""nat_dc2b0da282a1a334132b""]"	1	102	20.5	114	83	25	0.30120481927710846	0.8736842105263158	0.8137254901960784	0.24509803921568626	0.7549019607843137	resolved		346	2
vae_candidate_000272	127	nat_8a4162d5996844339fef	"[""nat_8a4162d5996844339fef""]"	1	135	144.0	152	110	52	0.4727272727272727	0.8661417322834646	0.8148148148148148	0.3851851851851852	0.6148148148148148	resolved		346	23
vae_candidate_000273	108	nat_82e4660fb87f57daff30	"[""nat_82e4660fb87f57daff30"", ""nat_bf00fc1bb4a6bea076a5""]"	2	95	254.0	115	88	66	0.75	0.8148148148148148	0.9263157894736842	0.6111111111111112	0.38888888888888884	resolved		346	130
vae_candidate_000274	180	nat_6d257d8cbeb3f3af448a	"[""nat_6d257d8cbeb3f3af448a""]"	1	150	247.0	186	144	70	0.4861111111111111	0.8	0.96	0.3888888888888889	0.6111111111111112	resolved		346	8
vae_candidate_000275	59	nat_d565583d15eb6f192c57	"[""nat_d565583d15eb6f192c57""]"	1	67	13.5	71	55	17	0.3090909090909091	0.9322033898305084	0.8208955223880597	0.2537313432835821	0.7462686567164178	resolved		346	2
vae_candidate_000276	86	nat_73e0b5aa88a198c56cae	"[""nat_73e0b5aa88a198c56cae""]"	1	87	130.5	103	70	39	0.5571428571428572	0.813953488372093	0.8045977011494253	0.4482758620689655	0.5517241379310345	resolved		346	51
vae_candidate_000277	111	nat_d07d112598796fe30d76	"[""nat_d07d112598796fe30d76"", ""nat_fa2383cbfbff83286c61""]"	2	95	302.5	111	95	72	0.7578947368421053	0.8558558558558559	1.0	0.6486486486486487	0.3513513513513513	resolved		346	126
vae_candidate_000278	87	nat_c8490949e18e771ed8c8	"[""nat_c8490949e18e771ed8c8""]"	1	94	320.5	95	86	74	0.8604651162790697	0.9885057471264368	0.9148936170212766	0.7872340425531915	0.21276595744680848	resolved		346	183
vae_candidate_000279	67	nat_3cc2cb889cfdbbcaa17b	"[""nat_3cc2cb889cfdbbcaa17b"", ""nat_61a382d08777524701b3"", ""nat_ea5746ec582bf06f4e03""]"	3	72	267.5	72	67	57	0.8507462686567164	1.0	0.9305555555555556	0.7916666666666666	0.20833333333333337	resolved		346	68
vae_candidate_000280	77	nat_d4ba65189ba86a477cc5	"[""nat_d4ba65189ba86a477cc5""]"	1	92	39.0	94	75	32	0.4266666666666667	0.974025974025974	0.8152173913043478	0.34782608695652173	0.6521739130434783	resolved		346	60
vae_candidate_000281	75	nat_873dfd59523575571c0b	"[""nat_873dfd59523575571c0b""]"	1	85	251.5	85	75	56	0.7466666666666667	1.0	0.8823529411764706	0.6588235294117647	0.3411764705882353	resolved		346	123
vae_candidate_000282	106		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000283	102	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a"", ""nat_1f956fdbc151f2ec0ffb"", ""nat_4482775e0979509e45d2"", ""nat_49d3875a5ef4bbb644f9"", ""nat_4b58b860e36e01bdb682"", ""nat_6b2c0d4d7468a9bb7cde"", ""nat_7d45d6cf3df5d3d36985"", ""nat_9ba949b2aab9e2be6898"", ""nat_d1b057f953bd558c0457"", ""nat_dad443e0412ef646de5e""]"	10	94	229.0	111	85	61	0.7176470588235294	0.8333333333333334	0.9042553191489362	0.5980392156862745	0.4019607843137255	resolved		346	149
vae_candidate_000284	91	nat_ccd25408209dd226eaf9	"[""nat_ccd25408209dd226eaf9""]"	1	94	327.5	94	91	76	0.8351648351648352	1.0	0.9680851063829787	0.8085106382978723	0.19148936170212771	resolved		346	188
vae_candidate_000285	92		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000286	114		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000287	55		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000288	114	nat_3e6bf91c590be6684eed	"[""nat_3e6bf91c590be6684eed"", ""nat_842bc418f0682cd2a9c8"", ""nat_a7791ad55c70e7fd3462"", ""nat_acb38079c01f07d0de6f"", ""nat_c8490949e18e771ed8c8""]"	5	94	221.5	114	94	64	0.6808510638297872	0.8245614035087719	1.0	0.5614035087719298	0.4385964912280702	resolved		346	107
vae_candidate_000289	79		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000290	90	nat_970873de163a6ff8ee05	"[""nat_970873de163a6ff8ee05"", ""nat_cd0ec9cc83e20bd818b3""]"	2	88	223.5	97	81	55	0.6790123456790124	0.9	0.9204545454545454	0.6111111111111112	0.38888888888888884	resolved		346	186
vae_candidate_000291	138		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000292	81	nat_fe2e069c7d192a9aa4be	"[""nat_fe2e069c7d192a9aa4be""]"	1	92	29.0	99	74	29	0.3918918918918919	0.9135802469135802	0.8043478260869565	0.31521739130434784	0.6847826086956521	resolved		346	31
vae_candidate_000293	93	nat_004ac783975534947324	"[""nat_004ac783975534947324""]"	1	94	260.5	103	84	62	0.7380952380952381	0.9032258064516129	0.8936170212765957	0.6595744680851063	0.34042553191489366	resolved		346	170
vae_candidate_000294	110	nat_0a5813d34fb4f832fd7d	"[""nat_0a5813d34fb4f832fd7d"", ""nat_dc2b0da282a1a334132b""]"	2	95	15.0	113	92	27	0.29347826086956524	0.8363636363636363	0.968421052631579	0.24545454545454545	0.7545454545454545	resolved		346	5
vae_candidate_000295	87	nat_67dd37821af98e87666e	"[""nat_67dd37821af98e87666e""]"	1	96	248.0	98	85	63	0.7411764705882353	0.9770114942528736	0.8854166666666666	0.65625	0.34375	resolved		346	199
vae_candidate_000296	91	nat_b5ccff48f879b7cc34ad	"[""nat_b5ccff48f879b7cc34ad""]"	1	92	176.0	101	82	47	0.573170731707317	0.9010989010989011	0.8913043478260869	0.5108695652173914	0.48913043478260865	resolved		346	186
vae_candidate_000297	62	nat_2dee131e85e06a8f9fdd	"[""nat_2dee131e85e06a8f9fdd""]"	1	76	125.0	77	61	29	0.47540983606557374	0.9838709677419355	0.8026315789473685	0.3815789473684211	0.618421052631579	resolved		346	1
vae_candidate_000298	79	nat_e9d0d8807aee29d8e61c	"[""nat_e9d0d8807aee29d8e61c""]"	1	71	213.5	80	70	51	0.7285714285714285	0.8860759493670886	0.9859154929577465	0.6455696202531646	0.35443037974683544	resolved		346	85
vae_candidate_000299	121	nat_8d5392221648a605a7c2	"[""nat_8d5392221648a605a7c2""]"	1	134	263.0	142	113	72	0.6371681415929203	0.9338842975206612	0.8432835820895522	0.5373134328358209	0.4626865671641791	resolved		346	54
vae_candidate_000300	130	nat_8a4162d5996844339fef	"[""nat_8a4162d5996844339fef""]"	1	135	180.5	155	110	59	0.5363636363636364	0.8461538461538461	0.8148148148148148	0.43703703703703706	0.5629629629629629	resolved		346	6
vae_candidate_000301	117	nat_48f4fc548c0153a5775e	"[""nat_48f4fc548c0153a5775e""]"	1	96	281.5	119	94	69	0.7340425531914894	0.8034188034188035	0.9791666666666666	0.5897435897435898	0.41025641025641024	resolved		346	40
vae_candidate_000302	64	nat_0c143ad343586201fcf9	"[""nat_0c143ad343586201fcf9""]"	1	69	122.0	71	62	37	0.5967741935483871	0.96875	0.8985507246376812	0.5362318840579711	0.46376811594202894	resolved		346	48
vae_candidate_000303	108	nat_842bc418f0682cd2a9c8	"[""nat_842bc418f0682cd2a9c8""]"	1	95	396.0	109	94	88	0.9361702127659575	0.8703703703703703	0.9894736842105263	0.8148148148148148	0.18518518518518523	resolved		346	136
vae_candidate_000304	136	nat_65c51b0fd105cce694ee	"[""nat_65c51b0fd105cce694ee""]"	1	150	143.5	160	126	52	0.4126984126984127	0.9264705882352942	0.84	0.3466666666666667	0.6533333333333333	resolved		346	9
vae_candidate_000305	80	nat_4d627ec7ce40cceb1d25	"[""nat_4d627ec7ce40cceb1d25""]"	1	78	207.0	82	76	49	0.6447368421052632	0.95	0.9743589743589743	0.6125	0.38749999999999996	resolved		346	217
vae_candidate_000306	129		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000307	96	nat_004ac783975534947324	"[""nat_004ac783975534947324"", ""nat_4dc9c1477d3d6b181da7"", ""nat_7d45d6cf3df5d3d36985"", ""nat_9ba949b2aab9e2be6898""]"	4	94	76.0	111	79	40	0.5063291139240507	0.8229166666666666	0.8404255319148937	0.4166666666666667	0.5833333333333333	resolved		346	36
vae_candidate_000308	111	nat_0077c6cbf903d0b80137	"[""nat_0077c6cbf903d0b80137"", ""nat_48f4fc548c0153a5775e"", ""nat_67dd37821af98e87666e"", ""nat_a8908cb0d732ddf5c6d4"", ""nat_fca422d4ddd5dcd65605""]"	5	96	33.0	118	89	30	0.33707865168539325	0.8018018018018018	0.9270833333333334	0.2702702702702703	0.7297297297297297	resolved		346	37
vae_candidate_000309	117		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000310	76		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000311	71	nat_0aeb545239a28bae61f9	"[""nat_0aeb545239a28bae61f9""]"	1	86	152.5	87	70	40	0.5714285714285714	0.9859154929577465	0.813953488372093	0.46511627906976744	0.5348837209302326	resolved		346	11
vae_candidate_000312	74	nat_3cc2cb889cfdbbcaa17b	"[""nat_3cc2cb889cfdbbcaa17b""]"	1	72	218.5	77	69	52	0.7536231884057971	0.9324324324324325	0.9583333333333334	0.7027027027027027	0.29729729729729726	resolved		346	99
vae_candidate_000313	85	nat_b9d147aeaac9ffa9d0f3	"[""nat_b9d147aeaac9ffa9d0f3""]"	1	87	24.0	100	72	22	0.3055555555555556	0.8470588235294118	0.8275862068965517	0.25287356321839083	0.7471264367816092	resolved		346	6
vae_candidate_000314	97	nat_d07d112598796fe30d76	"[""nat_d07d112598796fe30d76""]"	1	95	205.5	103	89	57	0.6404494382022472	0.9175257731958762	0.9368421052631579	0.5876288659793815	0.41237113402061853	resolved		346	80
vae_candidate_000315	84	nat_81de2b78d291d512c1e2	"[""nat_81de2b78d291d512c1e2""]"	1	92	274.0	96	80	69	0.8625	0.9523809523809523	0.8695652173913043	0.75	0.25	resolved		346	212
vae_candidate_000316	85	nat_27cf1e5aac6ec3dd931d	"[""nat_27cf1e5aac6ec3dd931d"", ""nat_32d58e5d24419efe5e0e"", ""nat_f7dbe09f7bde0afd3543""]"	3	76	240.0	85	76	54	0.7105263157894737	0.8941176470588236	1.0	0.6352941176470588	0.3647058823529412	resolved		346	218
vae_candidate_000317	116	nat_7d45d6cf3df5d3d36985	"[""nat_7d45d6cf3df5d3d36985""]"	1	95	219.0	116	95	58	0.6105263157894737	0.8189655172413793	1.0	0.5	0.5	resolved		346	103
vae_candidate_000318	77	nat_32d58e5d24419efe5e0e	"[""nat_32d58e5d24419efe5e0e"", ""nat_cac8cf4903b24e69aca8""]"	2	76	233.0	80	73	55	0.7534246575342466	0.948051948051948	0.9605263157894737	0.7142857142857143	0.2857142857142857	resolved		346	183
vae_candidate_000319	115		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000320	114	nat_b28a6bed955c267791e6	"[""nat_b28a6bed955c267791e6""]"	1	109	195.0	128	95	54	0.5684210526315789	0.8333333333333334	0.8715596330275229	0.47368421052631576	0.5263157894736843	resolved		346	30
vae_candidate_000321	52		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000322	92	nat_30c8db5b2a48ec02340b	"[""nat_30c8db5b2a48ec02340b""]"	1	94	189.5	99	87	50	0.5747126436781609	0.9456521739130435	0.925531914893617	0.5319148936170213	0.46808510638297873	resolved		346	184
vae_candidate_000323	103	nat_49d3875a5ef4bbb644f9	"[""nat_49d3875a5ef4bbb644f9"", ""nat_d1b057f953bd558c0457""]"	2	95	295.5	108	90	76	0.8444444444444444	0.8737864077669902	0.9473684210526315	0.7378640776699029	0.2621359223300971	resolved		346	153
vae_candidate_000324	63	nat_0da4fc315e8c5fa1925f	"[""nat_0da4fc315e8c5fa1925f"", ""nat_448d52f7c380acd65350"", ""nat_62b65b4bdaad5382b6fd"", ""nat_a4ce46bc0db75edd2892"", ""nat_f603a0bdb36b55f44821""]"	5	76	57.0	78	61	28	0.45901639344262296	0.9682539682539683	0.8026315789473685	0.3684210526315789	0.631578947368421	resolved		346	48
vae_candidate_000325	57		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000326	91	nat_4482775e0979509e45d2	"[""nat_4482775e0979509e45d2"", ""nat_94cdaea6b1db7bfe983f"", ""nat_d07d112598796fe30d76""]"	3	95	270.0	101	85	65	0.7647058823529411	0.9340659340659341	0.8947368421052632	0.6842105263157895	0.3157894736842105	resolved		346	157
vae_candidate_000327	96	nat_78005b3dddedd0251b7e	"[""nat_78005b3dddedd0251b7e"", ""nat_8f3e753527c876cd94f0""]"	2	95	315.0	100	91	74	0.8131868131868132	0.9479166666666666	0.9578947368421052	0.7708333333333334	0.22916666666666663	resolved		346	159
vae_candidate_000328	95	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb"", ""nat_4d4e00d31d935ed0527d"", ""nat_7ee1d64f80049d71603c""]"	3	95	160.0	113	77	47	0.6103896103896104	0.8105263157894737	0.8105263157894737	0.49473684210526314	0.5052631578947369	resolved		346	127
vae_candidate_000329	85	nat_d9b751580230ca0e5773	"[""nat_d9b751580230ca0e5773""]"	1	85	16.0	99	71	26	0.36619718309859156	0.8352941176470589	0.8352941176470589	0.3058823529411765	0.6941176470588235	resolved		346	26
vae_candidate_000330	70	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	189.5	75	67	50	0.746268656716418	0.9571428571428572	0.9305555555555556	0.6944444444444444	0.3055555555555556	resolved		346	83
vae_candidate_000331	61		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000332	105	nat_4482775e0979509e45d2	"[""nat_4482775e0979509e45d2"", ""nat_78005b3dddedd0251b7e"", ""nat_8f3e753527c876cd94f0""]"	3	95	383.0	105	95	87	0.9157894736842105	0.9047619047619048	1.0	0.8285714285714286	0.17142857142857137	resolved		346	154
vae_candidate_000333	89	nat_73e0b5aa88a198c56cae	"[""nat_73e0b5aa88a198c56cae""]"	1	87	205.5	95	81	55	0.6790123456790124	0.9101123595505618	0.9310344827586207	0.6179775280898876	0.3820224719101124	resolved		346	176
vae_candidate_000334	137	nat_55802cc1c7918b91c298	"[""nat_55802cc1c7918b91c298""]"	1	139	228.5	152	124	66	0.532258064516129	0.9051094890510949	0.8920863309352518	0.4748201438848921	0.525179856115108	resolved		346	101
vae_candidate_000335	110		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000336	125	nat_c74d6e1106797b3a3d0f	"[""nat_c74d6e1106797b3a3d0f""]"	1	133	139.0	150	108	51	0.4722222222222222	0.864	0.8120300751879699	0.38345864661654133	0.6165413533834587	resolved		346	9
vae_candidate_000337	104	nat_200ecff40f6b83ca60f9	"[""nat_200ecff40f6b83ca60f9"", ""nat_42d774e2b731f8e5de6a"", ""nat_fc382b09fdd1c909c75c""]"	3	93	45.0	113	84	35	0.4166666666666667	0.8076923076923077	0.9032258064516129	0.33653846153846156	0.6634615384615384	resolved		346	22
vae_candidate_000338	93	nat_a9c10692b45d32f772b4	"[""nat_a9c10692b45d32f772b4"", ""nat_c0d8f1302fa41452efbc""]"	2	95	418.0	97	91	90	0.989010989010989	0.978494623655914	0.9578947368421052	0.9473684210526315	0.052631578947368474	resolved		346	183
vae_candidate_000339	107		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000340	99	nat_842bc418f0682cd2a9c8	"[""nat_842bc418f0682cd2a9c8"", ""nat_a49cfe7d33cec22c3905"", ""nat_a7791ad55c70e7fd3462""]"	3	95	226.0	105	89	57	0.6404494382022472	0.898989898989899	0.9368421052631579	0.5757575757575758	0.4242424242424242	resolved		346	158
vae_candidate_000341	90	nat_b3561a1e0242e2259486	"[""nat_b3561a1e0242e2259486""]"	1	76	207.5	92	74	57	0.7702702702702703	0.8222222222222222	0.9736842105263158	0.6333333333333333	0.3666666666666667	resolved		346	192
vae_candidate_000342	67	nat_3cc2cb889cfdbbcaa17b	"[""nat_3cc2cb889cfdbbcaa17b"", ""nat_61a382d08777524701b3""]"	2	72	126.5	80	59	42	0.711864406779661	0.8805970149253731	0.8194444444444444	0.5833333333333334	0.41666666666666663	resolved		346	52
vae_candidate_000343	114	nat_461115b7000bfd74f566	"[""nat_461115b7000bfd74f566"", ""nat_833a1708482ad34125e2""]"	2	96	249.0	118	92	63	0.6847826086956522	0.8070175438596491	0.9583333333333334	0.5526315789473685	0.4473684210526315	resolved		346	37
vae_candidate_000344	88	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a""]"	1	94	348.0	94	88	78	0.8863636363636364	1.0	0.9361702127659575	0.8297872340425532	0.17021276595744683	resolved		346	201
vae_candidate_000345	101	nat_d5d6f3cedb33fb3328b6	"[""nat_d5d6f3cedb33fb3328b6""]"	1	95	275.5	108	88	65	0.7386363636363636	0.8712871287128713	0.9263157894736842	0.6435643564356436	0.3564356435643564	resolved		346	153
vae_candidate_000346	115	nat_d1b057f953bd558c0457	"[""nat_d1b057f953bd558c0457"", ""nat_d80e058d93177215aa4b""]"	2	95	280.0	118	92	75	0.8152173913043478	0.8	0.968421052631579	0.6521739130434783	0.34782608695652173	resolved		346	82
vae_candidate_000347	93	nat_dad443e0412ef646de5e	"[""nat_dad443e0412ef646de5e""]"	1	95	259.0	99	89	62	0.6966292134831461	0.956989247311828	0.9368421052631579	0.6526315789473685	0.34736842105263155	resolved		346	182
vae_candidate_000348	106		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000349	108	nat_5d40201e59780a4578e1	"[""nat_5d40201e59780a4578e1"", ""nat_fca422d4ddd5dcd65605""]"	2	95	3.5	116	87	28	0.3218390804597701	0.8055555555555556	0.9157894736842105	0.25925925925925924	0.7407407407407407	resolved		346	25
vae_candidate_000350	102	nat_4b58b860e36e01bdb682	"[""nat_4b58b860e36e01bdb682"", ""nat_8f3e753527c876cd94f0""]"	2	95	228.5	115	82	64	0.7804878048780488	0.803921568627451	0.8631578947368421	0.6274509803921569	0.37254901960784315	resolved		346	83
vae_candidate_000351	66	nat_3cc2cb889cfdbbcaa17b	"[""nat_3cc2cb889cfdbbcaa17b"", ""nat_61a382d08777524701b3"", ""nat_ea5746ec582bf06f4e03""]"	3	72	122.5	76	62	37	0.5967741935483871	0.9393939393939394	0.8611111111111112	0.5138888888888888	0.48611111111111116	resolved		346	56
vae_candidate_000352	72	nat_9f8db13e803cecc901b7	"[""nat_9f8db13e803cecc901b7"", ""nat_e9d0d8807aee29d8e61c""]"	2	70	239.0	73	69	56	0.8115942028985508	0.9583333333333334	0.9857142857142858	0.7777777777777778	0.2222222222222222	resolved		346	100
vae_candidate_000353	124		[]	0											unresolved	no_reliable_reference	346	0
