sequence_id	generator_type	model_checkpoint	checkpoint_sha256	reference_release_id	split_manifest_sha256	vocabulary_sha256	generation_seed	sample_index	temperature	top_k	top_p	latent_id	raw_token_length	terminated_by_eos	hit_generation_cap	stop_reason	sequence_length	sequence_sha256
vae_candidate_000260	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	259	1.0	0	1.0	259	110	true	false	eos	109	61e64824b2a4ab597bf0f287946ca92fe261d576d7ea7c69ca70c3ece936fa89
vae_candidate_000261	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	260	1.0	0	1.0	260	65	true	false	eos	64	1aaf49254d82c4f7f5034f250fa27112cfcf479360b8d990ff7d441f2ac7b6b3
vae_candidate_000262	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	261	1.0	0	1.0	261	130	true	false	eos	129	14edc0779ef70fb49778bf06ac573a34f7c59f6f2ff7add50e4d6610c9fa7ea9
vae_candidate_000263	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	262	1.0	0	1.0	262	119	true	false	eos	118	1bbd68fd797ea9e9ec1b37c81860e465db163ea4a7ded3d668c2a148cdb166a5
vae_candidate_000264	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	263	1.0	0	1.0	263	111	true	false	eos	110	772b84d8a51a0148e4bf4d958846857d7b9ed316ca47d646ee8d704cc67f0cd5
vae_candidate_000265	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	264	1.0	0	1.0	264	104	true	false	eos	103	1bd0eabcd8bccc8ef39f821d207662d71552e76775a5ac2e9cd1b4254434ce9c
vae_candidate_000266	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	265	1.0	0	1.0	265	90	true	false	eos	89	a75b29a76a04ecab3fba07578eaa4b23985145277315db9d98ccbfbf98ebbf8f
vae_candidate_000267	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	266	1.0	0	1.0	266	91	true	false	eos	90	091be3a170f7af58e8c377dbcfb5fb9cda3fbebf6eaeb16a5aab4eaddf1c4722
vae_candidate_000268	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	267	1.0	0	1.0	267	70	true	false	eos	69	4b877816f3944643def0663c6d818c0aee339ff28a03a30b7c209d138e47794e
vae_candidate_000269	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	268	1.0	0	1.0	268	118	true	false	eos	117	99241e2ebdc60376bc8a391dcec7558c66374393941c554e762e4d3606e90c67
vae_candidate_000270	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	269	1.0	0	1.0	269	93	true	false	eos	92	2decb12f98c155ef1586cdbe8251cb0c5579eec888253e9760943e467f50e74e
vae_candidate_000271	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	270	1.0	0	1.0	270	96	true	false	eos	95	6122957112e0829c1e55791407cfeadb27a6fed2d3ab009d675667ca99232d19
vae_candidate_000272	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	271	1.0	0	1.0	271	128	true	false	eos	127	bba28678e3f01c6b6464834a73c7d9745718a427e0563286118a7e5d494b2ccd
vae_candidate_000273	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	272	1.0	0	1.0	272	109	true	false	eos	108	41e41debd25c9f2c326130cd95054218c4fb0cc32dd820facca61d69eb0ca19f
vae_candidate_000274	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	273	1.0	0	1.0	273	180	false	true	length_cap	180	94a469d25e7c6cf5c1ea6b8102c217a0ddaa427b37ab64920e43bc11d3e398e3
vae_candidate_000275	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	274	1.0	0	1.0	274	60	true	false	eos	59	cc9079c777511d4e297d2658f6897a48c8341ced9de387b970e41c44c7a5429b
vae_candidate_000276	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	275	1.0	0	1.0	275	87	true	false	eos	86	c5178b1b92e411adc9fc052974e735f979937e0795e7719db2fddbacbc5b7919
vae_candidate_000277	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	276	1.0	0	1.0	276	112	true	false	eos	111	31a8039a5977ab4eefb9ae24343b01db21a5c90c6ddf13e2e2f9afc276c69095
vae_candidate_000278	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	277	1.0	0	1.0	277	88	true	false	eos	87	01044d295ecd25d4e00059358abd4599208729014b03128d2e355ee86e1594da
vae_candidate_000279	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	278	1.0	0	1.0	278	68	true	false	eos	67	d0402802c467e4c43d7e4f398fd727e7cc0169e854517dc68e00f85e11146127
vae_candidate_000280	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	279	1.0	0	1.0	279	78	true	false	eos	77	ea441a2e1e24010d1ef435a40568b72702b9cca4a932271d9b2e70e57667c820
vae_candidate_000281	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	280	1.0	0	1.0	280	76	true	false	eos	75	bfbf7d839069bb607fb7aaf829d088b210273a4949a3653facd3bf2017380964
vae_candidate_000282	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	281	1.0	0	1.0	281	107	true	false	eos	106	93dc9ddf3d595b41dd4a8b33b65e3918c5876c01a0ddc3ad68b3d89592ba8294
vae_candidate_000283	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	282	1.0	0	1.0	282	103	true	false	eos	102	0b833d0ebed5a24e65401f78c587f2be5605d7d22cab27e662c1ab3e12220488
vae_candidate_000284	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	283	1.0	0	1.0	283	92	true	false	eos	91	a90dd89dbe7a7eb7d54552120ad00e94cee22b762d685da9428d8d02ec41ffbe
vae_candidate_000285	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	284	1.0	0	1.0	284	93	true	false	eos	92	492b4cfb3e292b64f5e462166219848f73c910256f5f838912295aed310540b0
vae_candidate_000286	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	285	1.0	0	1.0	285	115	true	false	eos	114	8a3a1ab211b4b1f2cb4855f37efc2543b7fcb7db3a0e241c672c496f955277a5
vae_candidate_000287	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	286	1.0	0	1.0	286	56	true	false	eos	55	4ca79c1200ea4da76d28a74fcaf0460b8b154dc5366d3c82eb33035fda8bb5ae
vae_candidate_000288	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	287	1.0	0	1.0	287	115	true	false	eos	114	691538e7f8c9abb2329f464828433e0c2c32e0fb6ae5a454cfc4c97fbee58c0a
vae_candidate_000289	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	288	1.0	0	1.0	288	80	true	false	eos	79	013f1253934d8f573205206882ba346b7a7605068d7b6ffb7029f1ab236a4524
vae_candidate_000290	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	289	1.0	0	1.0	289	91	true	false	eos	90	2642f6e97f6ecbda62695d39e65525df949740d6d66e383ed74c868dfbf75f6c
vae_candidate_000291	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	290	1.0	0	1.0	290	139	true	false	eos	138	bbef997c741a578122dd933911da6c39474e9018c909a6b0c18974d207bcad9b
vae_candidate_000292	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	291	1.0	0	1.0	291	82	true	false	eos	81	83aa992ec993137cd9cf19004453d68ddb67b98b52d1d0e78b05083e7ab087a3
vae_candidate_000293	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	292	1.0	0	1.0	292	94	true	false	eos	93	e378e39a5f14218d620501146ccf0022981178fa3ff20a042b5b8a40da2da235
vae_candidate_000294	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	293	1.0	0	1.0	293	111	true	false	eos	110	562aa9306d81c5e27eac468e0f93ab271803958e8d8eefa93c0d0dc32ea44134
vae_candidate_000295	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	294	1.0	0	1.0	294	88	true	false	eos	87	909c35e063354b4fb505f6fc605e07c5bcebfef4d2dd77380164e3359d8fb6e0
vae_candidate_000296	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	295	1.0	0	1.0	295	92	true	false	eos	91	d461d032d0ebfb21f0ed500a237d8fcf0aa5096396d45aca58368b09acc545ff
vae_candidate_000297	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	296	1.0	0	1.0	296	63	true	false	eos	62	aa7d8fc13dd5fc6f9bc3608ee4ba2dcea5924256cd8154384d4a66d7a12175bc
vae_candidate_000298	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	297	1.0	0	1.0	297	80	true	false	eos	79	6c7c11f82e4819178dff261c38f14c9e1b9695c59733414d29b0daecf86a967a
vae_candidate_000299	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	298	1.0	0	1.0	298	122	true	false	eos	121	4904c593f8ed9ef59f14d6db076418d2908aa412a70a1766447cd614295b8070
vae_candidate_000300	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	299	1.0	0	1.0	299	131	true	false	eos	130	23bc0a607dd30a2bf9547602dfb2848aaf256e3c0ec5336d4ddb4aafecd7a7aa
vae_candidate_000301	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	300	1.0	0	1.0	300	118	true	false	eos	117	0783e5e1d8c55b50d63ee39293f5000174cf7c943797e53fb56e423adb2a3fab
vae_candidate_000302	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	301	1.0	0	1.0	301	65	true	false	eos	64	73a588b1b82bb8192c1a89d0442c6430482a377ba61023a924d72c3898ad2f14
vae_candidate_000303	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	302	1.0	0	1.0	302	109	true	false	eos	108	b300e5a5483a606d6864a29e3287e7b3ba6d84feaacbf8b02b90ee548fde4f46
vae_candidate_000304	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	303	1.0	0	1.0	303	137	true	false	eos	136	a0506f441cb98e208530a07a7053f61d209824eba2cdd34f6bbe983b927c58aa
vae_candidate_000305	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	304	1.0	0	1.0	304	81	true	false	eos	80	feed0894fe77ba3c53a6239584f8e0133cbe145e554aa00fbd5b0cf5a6a03369
vae_candidate_000306	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	305	1.0	0	1.0	305	130	true	false	eos	129	ef7e2918db0b75bcb7b1b6ad58c111213dad267f31a1f0bee4e9b2b999656212
vae_candidate_000307	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	306	1.0	0	1.0	306	97	true	false	eos	96	8520393a67239af4ea7091e8302b08d3c3e0a1b63e38fb805ca07297b4855576
vae_candidate_000308	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	307	1.0	0	1.0	307	112	true	false	eos	111	78549212086dc30c38ac892ac76656099b7c619ccc4ff57ebb549f9c949879b0
vae_candidate_000309	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	308	1.0	0	1.0	308	118	true	false	eos	117	a394ea6c509f7184432b7c5827f11062b565568f323109f5556698874e3a771b
vae_candidate_000310	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	309	1.0	0	1.0	309	77	true	false	eos	76	c629c741c53e83bf9ab92bb7e9878f31af49ac546678edcab5bfc777cd7aeffd
vae_candidate_000311	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	310	1.0	0	1.0	310	72	true	false	eos	71	07b9b86c5e61bee975ef757b51ff2ce87dbcacdf5bae9785eec770777565d23b
vae_candidate_000312	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	311	1.0	0	1.0	311	75	true	false	eos	74	150e742f57b0f111876dca134fc899c199a3b946639aad423394034e3bd9e006
vae_candidate_000313	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	312	1.0	0	1.0	312	86	true	false	eos	85	e20c28c29210b73960c515a3de504ed030457f3548170330e3892146513194ee
