sequence_id	sequence_sha256	sequence_length	pf00741_status	pf00741_score	pf00741_sequence_score	pf00741_coverage	best_family	best_family_score	second_family	second_family_score	family_margin	best_model_coverage	best_query_coverage	family_status	classification_reason	gvpa_score	gvpj_score	control_type	expected_family	fold	parent_id
nat_bda4e304d446361a159c	bda4e304d446361a159c993095577115b3473052d3000dd181865e8db68e4361	95	pass	59.9	60.3	1.0	gvpa	138.1	gvpj	95.6	42.5	0.635036496350365	0.9157894736842105	supported_gvpa	pf00741_and_competitive_gvpa_support	138.1	95.6	natural_heldout	gvpa	0	nat_bda4e304d446361a159c
nat_7d45d6cf3df5d3d36985	7d45d6cf3df5d3d36985ffaae9b4dca4613dcc012597c5869c1497bfb7f7e173	95	pass	59.1	59.5	1.0	gvpa	139.8	gvpj	94.9	44.900000000000006	0.6277372262773723	0.9052631578947369	supported_gvpa	pf00741_and_competitive_gvpa_support	139.8	94.9	natural_heldout	gvpa	0	nat_7d45d6cf3df5d3d36985
nat_1f7ab0dfc808b4ef03c3	1f7ab0dfc808b4ef03c3a3a7d3b7aff271b6b8d527a1dff74c65ce73a26aa483	95	pass	59.9	60.3	1.0	gvpa	137.2	gvpj	95.6	41.599999999999994	0.6277372262773723	0.9052631578947369	supported_gvpa	pf00741_and_competitive_gvpa_support	137.2	95.6	natural_heldout	gvpa	0	nat_1f7ab0dfc808b4ef03c3
nat_74aacbad701be1598660	74aacbad701be1598660e6ea3918fb6233e65fb0bdeacc530544ac385f3fcb28	95	pass	56.4	56.8	1.0	gvpa	139.6	gvpj	95.2	44.39999999999999	0.6277372262773723	0.9052631578947369	supported_gvpa	pf00741_and_competitive_gvpa_support	139.6	95.2	natural_heldout	gvpa	0	nat_74aacbad701be1598660
nat_7ee1d64f80049d71603c	7ee1d64f80049d71603c3af6a49d66d0c0f9785517dba1e88c751b17d25cee31	95	pass	59.1	59.5	1.0	gvpa	139.3	gvpj	95.7	43.60000000000001	0.6204379562043796	0.8947368421052632	supported_gvpa	pf00741_and_competitive_gvpa_support	139.3	95.7	natural_heldout	gvpa	0	nat_7ee1d64f80049d71603c
nat_9ba949b2aab9e2be6898	9ba949b2aab9e2be689813d4dd9d11381224286210801b51bf61c9dc7415dff2	95	pass	59.1	59.5	1.0	gvpa	139.7	gvpj	94.4	45.29999999999998	0.6277372262773723	0.9052631578947369	supported_gvpa	pf00741_and_competitive_gvpa_support	139.7	94.4	natural_heldout	gvpa	0	nat_9ba949b2aab9e2be6898
nat_d1b057f953bd558c0457	d1b057f953bd558c0457518dff2b0d5f7603c86a6714b7248bb19e85412d7a81	95	pass	59.1	59.5	1.0	gvpa	138.1	gvpj	93.9	44.19999999999999	0.6058394160583942	0.8736842105263158	supported_gvpa	pf00741_and_competitive_gvpa_support	138.1	93.9	natural_heldout	gvpa	0	nat_d1b057f953bd558c0457
nat_3e013aaa6defa9421798	3e013aaa6defa9421798fff8e354ef30a45acf5afc839e06d7c6c6c1bded1ff1	90	pass	52.1	52.5	1.0	gvpj	82.3	gvpa	127.8	-45.5	0.6052631578947368	0.7666666666666667	gvpa_gvpj_ambiguous	insufficient_competitive_margin	127.8	82.3	natural_heldout	gvpa	0	nat_3e013aaa6defa9421798
nat_ccd25408209dd226eaf9	ccd25408209dd226eaf95c9255ff0de12c04411c57c39f04faa95f79a7841930	94	pass	59.9	60.3	1.0	gvpa	139.5	gvpj	96.1	43.400000000000006	0.6204379562043796	0.9042553191489362	supported_gvpa	pf00741_and_competitive_gvpa_support	139.5	96.1	natural_heldout	gvpa	0	nat_ccd25408209dd226eaf9
nat_67dd37821af98e87666e	67dd37821af98e87666e5a31bf3f8cca05fbcdf425b9706e6853ca251f145d21	96	pass	58.3	58.7	1.0	gvpa	139.7	gvpj	94.2	45.499999999999986	0.6204379562043796	0.8854166666666666	supported_gvpa	pf00741_and_competitive_gvpa_support	139.7	94.2	natural_heldout	gvpa	0	nat_67dd37821af98e87666e
nat_87d470267a8c16ab7df9	87d470267a8c16ab7df940fb92fc4a563e7753d63814e65247f4b39ca6166837	92	pass	60.0	60.4	1.0	gvpa	136.0	gvpj	92.2	43.8	0.6131386861313869	0.9130434782608695	supported_gvpa	pf00741_and_competitive_gvpa_support	136.0	92.2	natural_heldout	gvpa	0	nat_87d470267a8c16ab7df9
nat_1eda5f35014077cd8e25	1eda5f35014077cd8e255895b81bcbbd3ddca329cac29a21a39478022f8aeb9d	94	pass	60.3	60.6	1.0	gvpa	136.8	gvpj	94.4	42.400000000000006	0.6131386861313869	0.8936170212765957	supported_gvpa	pf00741_and_competitive_gvpa_support	136.8	94.4	natural_heldout	gvpa	0	nat_1eda5f35014077cd8e25
nat_b3561a1e0242e2259486	b3561a1e0242e2259486fe4e0fe24920cc0a6cfa37ee2d5ee0f4ab2b949738c6	76	pass	57.2	57.5	1.0	gvpj	84.6	gvpa	127.2	-42.60000000000001	0.6052631578947368	0.9078947368421053	gvpa_gvpj_ambiguous	insufficient_competitive_margin	127.2	84.6	natural_heldout	gvpa	0	nat_b3561a1e0242e2259486
nat_ede685c8031e89299cf7	ede685c8031e89299cf7a422150732c34db87965882e0ac21561377ae427499f	76	pass	56.0	56.3	1.0	gvpj	83.7	gvpa	126.0	-42.3	0.6052631578947368	0.9078947368421053	gvpa_gvpj_ambiguous	insufficient_competitive_margin	126.0	83.7	natural_heldout	gvpa	0	nat_ede685c8031e89299cf7
nat_d80e058d93177215aa4b	d80e058d93177215aa4b827adc631f2a7322ab03a6cae75ab72c3d5738e3ecab	95	pass	59.9	60.3	1.0	gvpa	137.0	gvpj	94.9	42.099999999999994	0.6204379562043796	0.8947368421052632	supported_gvpa	pf00741_and_competitive_gvpa_support	137.0	94.9	natural_heldout	gvpa	0	nat_d80e058d93177215aa4b
nat_dbcea97f4e8354ba3556	dbcea97f4e8354ba3556f158a30c55283df4e86ebf04d7cb671a0b5bc988481e	94	pass	56.5	56.9	1.0	gvpj	91.9	gvpa	135.8	-43.900000000000006	0.7017543859649122	0.8617021276595744	gvpa_gvpj_ambiguous	insufficient_competitive_margin	135.8	91.9	natural_heldout	gvpa	0	nat_dbcea97f4e8354ba3556
nat_81de2b78d291d512c1e2	81de2b78d291d512c1e2b89ae8836cdb922d557f92f68910cd6dc03255675b39	92	pass	59.6	60.0	1.0	gvpa	132.3	gvpj	93.1	39.20000000000002	0.6058394160583942	0.8695652173913043	supported_gvpa	pf00741_and_competitive_gvpa_support	132.3	93.1	natural_heldout	gvpa	0	nat_81de2b78d291d512c1e2
nat_9ca97034ea4d97950343	9ca97034ea4d97950343fc033bf484179c8f92c0a6eacdd99f4c28a6aec2bc6e	94	pass	59.9	60.3	1.0	gvpa	137.3	gvpj	94.8	42.500000000000014	0.6131386861313869	0.8936170212765957	supported_gvpa	pf00741_and_competitive_gvpa_support	137.3	94.8	natural_heldout	gvpa	0	nat_9ca97034ea4d97950343
nat_6b2c0d4d7468a9bb7cde	6b2c0d4d7468a9bb7cde732e238d1ac37ecf48b7594a4e6dd060ed6a29af1d8a	94	pass	57.2	57.6	1.0	gvpa	140.0	gvpj	95.3	44.7	0.6131386861313869	0.8936170212765957	supported_gvpa	pf00741_and_competitive_gvpa_support	140.0	95.3	natural_heldout	gvpa	0	nat_6b2c0d4d7468a9bb7cde
nat_4b58b860e36e01bdb682	4b58b860e36e01bdb682367fbf44812eba6dd58e4e934c378bd9d6aadce1cc6b	95	pass	59.1	59.5	1.0	gvpa	139.2	gvpj	95.4	43.79999999999998	0.6131386861313869	0.8842105263157894	supported_gvpa	pf00741_and_competitive_gvpa_support	139.2	95.4	natural_heldout	gvpa	0	nat_4b58b860e36e01bdb682
nat_d92cb9dcfcf48b731b50	d92cb9dcfcf48b731b50931bffc59d2a1f06a3ae808fdec2f664a3f0d1d9d321	95	pass	59.1	59.5	1.0	gvpa	139.6	gvpj	95.0	44.599999999999994	0.635036496350365	0.9157894736842105	supported_gvpa	pf00741_and_competitive_gvpa_support	139.6	95.0	natural_heldout	gvpa	0	nat_d92cb9dcfcf48b731b50
nat_57d11d6b58e3b78591e1	57d11d6b58e3b78591e1768389256cd64c1e0161e57131810a0337f1ac2169de	95	pass	59.1	59.5	1.0	gvpa	138.1	gvpj	93.2	44.89999999999999	0.6131386861313869	0.8842105263157894	supported_gvpa	pf00741_and_competitive_gvpa_support	138.1	93.2	natural_heldout	gvpa	0	nat_57d11d6b58e3b78591e1
nat_86af2bea85657bdc848a	86af2bea85657bdc848aca42419445b798020105b889944f0f4a23c1f143c95c	93	pass	57.2	57.6	1.0	gvpa	139.8	gvpj	95.2	44.60000000000001	0.6131386861313869	0.9032258064516129	supported_gvpa	pf00741_and_competitive_gvpa_support	139.8	95.2	natural_heldout	gvpa	0	nat_86af2bea85657bdc848a
nat_6681febe116459c77b18	6681febe116459c77b18efad7fef5a7301d8814a9125f9ef8f9f141b621e879c	94	pass	57.2	57.6	1.0	gvpa	139.5	gvpj	95.4	44.099999999999994	0.6131386861313869	0.8936170212765957	supported_gvpa	pf00741_and_competitive_gvpa_support	139.5	95.4	natural_heldout	gvpa	0	nat_6681febe116459c77b18
nat_3e6bf91c590be6684eed	3e6bf91c590be6684eed9926f0f0e4b54a4578f221c09d95018d5a14908398b5	94	pass	59.9	60.3	1.0	gvpa	136.6	gvpj	94.4	42.19999999999999	0.6131386861313869	0.8936170212765957	supported_gvpa	pf00741_and_competitive_gvpa_support	136.6	94.4	natural_heldout	gvpa	0	nat_3e6bf91c590be6684eed
nat_a073bea82f9def955f00	a073bea82f9def955f000c075cfae3c1467d3fba0e830514cff5c09cb58f32f5	67	pass	48.7	48.9	0.9743589743589743			gvpa	107.3		0.0	0.0	unsupported	no_qualified_subfamily_hit	107.3	74.7	natural_heldout	gvpa	0	nat_a073bea82f9def955f00
nat_ebb2fb66a808274ef5cf	ebb2fb66a808274ef5cfe04707c1d81b3ad3ca9df72f30b25a365a4671a968a7	90	pass	50.5	50.8	1.0	gvpj	80.9	gvpa	126.6	-45.69999999999999	0.6052631578947368	0.7666666666666667	gvpa_gvpj_ambiguous	insufficient_competitive_margin	126.6	80.9	natural_heldout	gvpa	0	nat_ebb2fb66a808274ef5cf
nat_a8908cb0d732ddf5c6d4	a8908cb0d732ddf5c6d4015b65fb6269eb16472b451882b8c89d16840fbc3e35	96	pass	59.1	59.5	1.0	gvpa	139.0	gvpj	93.3	45.7	0.635036496350365	0.90625	supported_gvpa	pf00741_and_competitive_gvpa_support	139.0	93.3	natural_heldout	gvpa	0	nat_a8908cb0d732ddf5c6d4
nat_64863b5b8a6b08db9fd7	64863b5b8a6b08db9fd70b7ba62bb8445581113adc87bf956801db63e08bcc12	94	pass	57.2	57.6	1.0	gvpa	137.2	gvpj	93.2	43.999999999999986	0.6204379562043796	0.9042553191489362	supported_gvpa	pf00741_and_competitive_gvpa_support	137.2	93.2	natural_heldout	gvpa	0	nat_64863b5b8a6b08db9fd7
nat_acb38079c01f07d0de6f	acb38079c01f07d0de6f29f2273ec2474d3cad1e2f80da6f6ad246155c67ee1d	95	pass	59.9	60.3	1.0	gvpa	136.7	gvpj	94.5	42.19999999999999	0.6131386861313869	0.8842105263157894	supported_gvpa	pf00741_and_competitive_gvpa_support	136.7	94.5	natural_heldout	gvpa	0	nat_acb38079c01f07d0de6f
nat_07248f2d3ff700c7afcd	07248f2d3ff700c7afcd578e9123a5c406facb5736db0e6b2924d0c06383e9d8	82	pass	56.1	56.7	1.0	gvpj	88.2	gvpa	127.2	-39.0	0.6052631578947368	0.8414634146341463	gvpa_gvpj_ambiguous	insufficient_competitive_margin	127.2	88.2	natural_heldout	gvpa	0	nat_07248f2d3ff700c7afcd
nat_edcfcd19baadeee00eaf	edcfcd19baadeee00eaf88cd06aa255a44d20962443de37c5e4e6f69e5726912	95	pass	57.2	57.5	1.0	gvpa	139.0	gvpj	94.8	44.2	0.635036496350365	0.9157894736842105	supported_gvpa	pf00741_and_competitive_gvpa_support	139.0	94.8	natural_heldout	gvpa	0	nat_edcfcd19baadeee00eaf
nat_320fa412f1f1ad675d12	320fa412f1f1ad675d121137f62af03e9b7a5537d65ced7d2559d731d92bbefb	87	pass	55.3	55.8	1.0	gvpa	131.9	gvpj	87.8	44.10000000000001	0.6058394160583942	0.9540229885057471	supported_gvpa	pf00741_and_competitive_gvpa_support	131.9	87.8	natural_heldout	gvpa	0	nat_320fa412f1f1ad675d12
nat_c8490949e18e771ed8c8	c8490949e18e771ed8c8c54d9d56b4da4a1f8d86dfa0370f486346aacacdb834	94	pass	59.9	60.3	1.0	gvpa	138.4	gvpj	95.2	43.2	0.6131386861313869	0.8936170212765957	supported_gvpa	pf00741_and_competitive_gvpa_support	138.4	95.2	natural_heldout	gvpa	0	nat_c8490949e18e771ed8c8
nat_94cdaea6b1db7bfe983f	94cdaea6b1db7bfe983fd9e26f2c34a76d5b03114834feeda1e1a352b8bbdd5a	95	pass	57.2	57.6	1.0	gvpa	139.0	gvpj	95.2	43.8	0.6204379562043796	0.8947368421052632	supported_gvpa	pf00741_and_competitive_gvpa_support	139.0	95.2	natural_heldout	gvpa	0	nat_94cdaea6b1db7bfe983f
nat_78005b3dddedd0251b7e	78005b3dddedd0251b7e469f41fbcd8bf829877f05128bcc7791ccfc6e66686e	95	pass	59.1	59.5	1.0	gvpa	140.7	gvpj	96.0	44.69999999999999	0.6423357664233577	0.9263157894736842	supported_gvpa	pf00741_and_competitive_gvpa_support	140.7	96.0	natural_heldout	gvpa	0	nat_78005b3dddedd0251b7e
nat_448d52f7c380acd65350	448d52f7c380acd653509b909b66c6ae1230252cfa74026dcde3b1a46691dd4a	76	pass	54.4	54.9	1.0	gvpj	83.7	gvpa	125.6	-41.89999999999999	0.6052631578947368	0.9078947368421053	gvpa_gvpj_ambiguous	insufficient_competitive_margin	125.6	83.7	natural_heldout	gvpa	0	nat_448d52f7c380acd65350
nat_f603a0bdb36b55f44821	f603a0bdb36b55f4482180fa3867f971263919a815b902f3c22fbd72cd37faeb	76	pass	54.4	54.9	1.0			gvpa	124.3		0.0	0.0	unsupported	no_qualified_subfamily_hit	124.3	82.3	natural_heldout	gvpa	0	nat_f603a0bdb36b55f44821
nat_509ca7d230eacbb916e4	509ca7d230eacbb916e48c1f641bab8243caa81cc5f5a9887716747596ce64cb	76	pass	53.2	53.6	1.0	gvpj	84.7	gvpa	127.8	-43.099999999999994	0.6140350877192983	0.9210526315789473	gvpa_gvpj_ambiguous	insufficient_competitive_margin	127.8	84.7	natural_heldout	gvpa	0	nat_509ca7d230eacbb916e4
nat_3cc2cb889cfdbbcaa17b	3cc2cb889cfdbbcaa17bf78c8d1d3f4b5ca85aeafe19b48a7f83e9cfd59ead9f	72	pass	55.0	55.4	1.0			gvpa	121.7		0.0	0.0	unsupported	no_qualified_subfamily_hit	121.7	81.0	natural_heldout	gvpa	0	nat_3cc2cb889cfdbbcaa17b
nat_b5ccff48f879b7cc34ad	b5ccff48f879b7cc34ad8f5c36b63b1a1bb528349643c9b217bca4d7298417d4	92	pass	57.3	57.7	1.0	gvpa	135.6	gvpj	94.8	40.8	0.6204379562043796	0.8913043478260869	supported_gvpa	pf00741_and_competitive_gvpa_support	135.6	94.8	natural_heldout	gvpa	0	nat_b5ccff48f879b7cc34ad
nat_32d58e5d24419efe5e0e	32d58e5d24419efe5e0e2d345df828191c6edfe2f9e053ecf19a879f70d4d31e	76	pass	57.7	58.1	1.0			gvpa	124.8		0.0	0.0	unsupported	no_qualified_subfamily_hit	124.8	85.9	natural_heldout	gvpa	0	nat_32d58e5d24419efe5e0e
nat_b14dbbd56a14a6238029	b14dbbd56a14a62380290dac535357a72a6641c6900bc8a641d3956ff85a3938	93	pass	59.2	59.5	1.0	gvpa	139.3	gvpj	93.1	46.20000000000002	0.6423357664233577	0.946236559139785	supported_gvpa	pf00741_and_competitive_gvpa_support	139.3	93.1	natural_heldout	gvpa	0	nat_b14dbbd56a14a6238029
nat_842bc418f0682cd2a9c8	842bc418f0682cd2a9c8df6c49ea422dbc803155124a6846d7a60d9d83a8a90e	95	pass	59.9	60.3	1.0	gvpa	138.6	gvpj	95.2	43.39999999999999	0.6204379562043796	0.8947368421052632	supported_gvpa	pf00741_and_competitive_gvpa_support	138.6	95.2	natural_heldout	gvpa	0	nat_842bc418f0682cd2a9c8
nat_d5d6f3cedb33fb3328b6	d5d6f3cedb33fb3328b601b229fc76346413f748702fa12fdf520f8cdc8519e2	95	pass	56.4	56.8	1.0	gvpa	137.5	gvpj	93.4	44.099999999999994	0.635036496350365	0.9157894736842105	supported_gvpa	pf00741_and_competitive_gvpa_support	137.5	93.4	natural_heldout	gvpa	0	nat_d5d6f3cedb33fb3328b6
nat_30c8db5b2a48ec02340b	30c8db5b2a48ec02340b2ce6c673667f0e2f4cfc8b42d7c7d20367dd7f71507f	94	pass	59.9	60.3	1.0	gvpa	139.9	gvpj	95.3	44.60000000000001	0.6204379562043796	0.9042553191489362	supported_gvpa	pf00741_and_competitive_gvpa_support	139.9	95.3	natural_heldout	gvpa	0	nat_30c8db5b2a48ec02340b
nat_69442765a7e1224b0435	69442765a7e1224b043564331c6a208751a6131dc80765ddc7035960ee05acfe	96	pass	59.1	59.5	1.0	gvpa	138.4	gvpj	93.8	44.60000000000001	0.6204379562043796	0.8854166666666666	supported_gvpa	pf00741_and_competitive_gvpa_support	138.4	93.8	natural_heldout	gvpa	0	nat_69442765a7e1224b0435
nat_90e82772d308676c7556	90e82772d308676c75568c0c440d84add6c49bafb1f3bedb28a64fca998175f4	74	pass	54.5	54.9	1.0			gvpa	124.7		0.0	0.0	unsupported	no_qualified_subfamily_hit	124.7	83.8	natural_heldout	gvpa	0	nat_90e82772d308676c7556
nat_8f5ca23cd23d0262e12b	8f5ca23cd23d0262e12ba17fdf7f59af0af7fbfbf872d5e03a508e72d66e5cf7	76	pass	54.5	54.8	1.0			gvpa	124.3		0.0	0.0	unsupported	no_qualified_subfamily_hit	124.3	83.3	natural_heldout	gvpa	0	nat_8f5ca23cd23d0262e12b
nat_61a382d08777524701b3	61a382d08777524701b3b127d54c55544b762da256e18e1289de6de3ef39b838	72	pass	55.0	55.3	1.0			gvpa	122.7		0.0	0.0	unsupported	no_qualified_subfamily_hit	122.7	82.0	natural_heldout	gvpa	0	nat_61a382d08777524701b3
nat_a4ce46bc0db75edd2892	a4ce46bc0db75edd289273c61df2447a16f7eaa54328c95a55ded723eb926a9b	76	pass	54.4	54.8	1.0	gvpj	84.6	gvpa	126.4	-41.80000000000001	0.6140350877192983	0.9210526315789473	gvpa_gvpj_ambiguous	insufficient_competitive_margin	126.4	84.6	natural_heldout	gvpa	0	nat_a4ce46bc0db75edd2892
nat_1564401f2a553c444667	1564401f2a553c4446671309877ae8049b5a83a474fb16f11935710b111eab15	96	pass	59.9	60.3	1.0	gvpa	137.7	gvpj	93.7	43.999999999999986	0.6204379562043796	0.8854166666666666	supported_gvpa	pf00741_and_competitive_gvpa_support	137.7	93.7	natural_heldout	gvpa	0	nat_1564401f2a553c444667
nat_5d40201e59780a4578e1	5d40201e59780a4578e1d59e27b596d8b7ecbc64ed4cc25e82feb3008c524ad8	95	pass	58.4	58.7	1.0	gvpa	139.5	gvpj	94.0	45.5	0.6277372262773723	0.9052631578947369	supported_gvpa	pf00741_and_competitive_gvpa_support	139.5	94.0	natural_heldout	gvpa	0	nat_5d40201e59780a4578e1
nat_718f9add2c10ca08b4a5	718f9add2c10ca08b4a575acf96abc0dcfd73ebbeae7c2909b168d955ffc5d3f	87	pass	57.2	57.9	1.0	gvpj	92.8	gvpa	131.9	-39.10000000000001	0.6491228070175439	0.8620689655172413	gvpa_gvpj_ambiguous	insufficient_competitive_margin	131.9	92.8	natural_heldout	gvpa	0	nat_718f9add2c10ca08b4a5
nat_0101bc590c89813c161a	0101bc590c89813c161ae168ca4f86007d01c01c36444a15865973f349d0339a	94	pass	59.1	59.5	1.0	gvpa	139.1	gvpj	95.3	43.8	0.6131386861313869	0.8936170212765957	supported_gvpa	pf00741_and_competitive_gvpa_support	139.1	95.3	natural_heldout	gvpa	0	nat_0101bc590c89813c161a
nat_c0d8f1302fa41452efbc	c0d8f1302fa41452efbc27f0da36de9737dad5583e87b081c35fdb231d1dfb9e	95	pass	59.9	60.3	1.0	gvpa	137.7	gvpj	95.0	42.69999999999999	0.635036496350365	0.9157894736842105	supported_gvpa	pf00741_and_competitive_gvpa_support	137.7	95.0	natural_heldout	gvpa	0	nat_c0d8f1302fa41452efbc
nat_3d7fc725cd17cf23a73c	3d7fc725cd17cf23a73cdd2fb181a785b4c0ce2fd640f88c1f716c829b659260	97	pass	58.3	58.7	1.0	gvpa	136.2	gvpj	92.2	43.999999999999986	0.6204379562043796	0.8762886597938144	supported_gvpa	pf00741_and_competitive_gvpa_support	136.2	92.2	natural_heldout	gvpa	0	nat_3d7fc725cd17cf23a73c
nat_729a9790a662e92ab379	729a9790a662e92ab3799a9b33c364191eba685ca2792cdf185ac1d3fb9631ce	96	pass	59.9	60.3	1.0	gvpa	138.8	gvpj	93.7	45.10000000000001	0.635036496350365	0.90625	supported_gvpa	pf00741_and_competitive_gvpa_support	138.8	93.7	natural_heldout	gvpa	0	nat_729a9790a662e92ab379
nat_215f48254c804f1f2876	215f48254c804f1f2876885b96f7a1981396e0fb0da219049cbad3c376111fab	94	pass	59.9	60.3	1.0	gvpa	137.2	gvpj	94.5	42.69999999999999	0.6131386861313869	0.8936170212765957	supported_gvpa	pf00741_and_competitive_gvpa_support	137.2	94.5	natural_heldout	gvpa	0	nat_215f48254c804f1f2876
nat_62bc5089576517d5fad1	62bc5089576517d5fad1f755bd6f0eda8ed64f4dc9ca1f0cd5ab9ed08b8ae872	93	pass	60.0	60.4	1.0	gvpa	136.3	gvpj	92.2	44.10000000000001	0.6204379562043796	0.9139784946236559	supported_gvpa	pf00741_and_competitive_gvpa_support	136.3	92.2	natural_heldout	gvpa	0	nat_62bc5089576517d5fad1
nat_8189ed3c9ac18707f549	8189ed3c9ac18707f54985fd1f832186b5ab06ffd03b98d13b6a5a880b456e0a	94	pass	59.9	60.3	1.0	gvpa	136.2	gvpj	94.5	41.69999999999999	0.6131386861313869	0.8936170212765957	supported_gvpa	pf00741_and_competitive_gvpa_support	136.2	94.5	natural_heldout	gvpa	0	nat_8189ed3c9ac18707f549
nat_168a7720be25950ce7a5	168a7720be25950ce7a56e347f224374ee278a9197375f2b7d12fea4130f8457	94	pass	59.9	60.3	1.0	gvpa	136.6	gvpj	94.3	42.3	0.6131386861313869	0.8936170212765957	supported_gvpa	pf00741_and_competitive_gvpa_support	136.6	94.3	natural_heldout	gvpa	0	nat_168a7720be25950ce7a5
nat_c468502803b4ab5981f1	c468502803b4ab5981f1302a02b554d7384ecf63ec65dfc34a329984ff234ccc	95	pass	59.1	59.5	1.0	gvpa	138.3	gvpj	94.6	43.70000000000002	0.635036496350365	0.9157894736842105	supported_gvpa	pf00741_and_competitive_gvpa_support	138.3	94.6	natural_heldout	gvpa	0	nat_c468502803b4ab5981f1
nat_d07d112598796fe30d76	d07d112598796fe30d761bb0dee53a532c60b6f2660ff50f32e5608f27b8723f	95	pass	58.4	58.8	1.0	gvpa	137.7	gvpj	93.1	44.599999999999994	0.6204379562043796	0.8947368421052632	supported_gvpa	pf00741_and_competitive_gvpa_support	137.7	93.1	natural_heldout	gvpa	0	nat_d07d112598796fe30d76
nat_dad443e0412ef646de5e	dad443e0412ef646de5e1ae6b2283ed6666f0e42f2690ca0f566cbd01cf47c41	95	pass	59.1	59.5	1.0	gvpa	139.2	gvpj	94.2	44.999999999999986	0.6204379562043796	0.8947368421052632	supported_gvpa	pf00741_and_competitive_gvpa_support	139.2	94.2	natural_heldout	gvpa	0	nat_dad443e0412ef646de5e
nat_1f956fdbc151f2ec0ffb	1f956fdbc151f2ec0ffb1f0d512e8c72eb59659a79d6fdd4047293e97fad8dda	95	pass	59.1	59.5	1.0	gvpa	139.3	gvpj	95.0	44.30000000000001	0.6204379562043796	0.8947368421052632	supported_gvpa	pf00741_and_competitive_gvpa_support	139.3	95.0	natural_heldout	gvpa	0	nat_1f956fdbc151f2ec0ffb
nat_00058845722df3ede422	00058845722df3ede42246221d3dd0d68e42ec4d53ca2d5b48576007b95adbfe	94	pass	59.1	59.5	1.0	gvpa	140.2	gvpj	93.0	47.19999999999999	0.6496350364963503	0.9468085106382979	supported_gvpa	pf00741_and_competitive_gvpa_support	140.2	93.0	natural_heldout	gvpa	0	nat_00058845722df3ede422
nat_044b97bbcc6fc75d19af	044b97bbcc6fc75d19af1c5b8afe151ed6a3515841f784c5b7b639e655a343cd	72	pass	61.6	61.9	1.0			gvpa	127.7		0.0	0.0	unsupported	no_qualified_subfamily_hit	127.7	91.2	natural_heldout	gvpa	0	nat_044b97bbcc6fc75d19af
nat_0d7970548e5a353c52b0	0d7970548e5a353c52b0e8b1402d238f57b6b050f0a0b7636b28b3769e24464a	72	pass	59.5	60.0	1.0			gvpa	125.0		0.0	0.0	unsupported	no_qualified_subfamily_hit	125.0	87.9	natural_heldout	gvpa	0	nat_0d7970548e5a353c52b0
nat_9fe918e0f2a37590ea6b	9fe918e0f2a37590ea6b48533fa54067a87fbe8d176306f0c916781b3212fd6d	87	pass	55.9	56.3	1.0	gvpj	95.0	gvpa	131.7	-36.69999999999999	0.6666666666666666	0.8620689655172413	gvpa_gvpj_ambiguous	insufficient_competitive_margin	131.7	95.0	natural_heldout	gvpa	0	nat_9fe918e0f2a37590ea6b
nat_1bf14199f279ca97cc94	1bf14199f279ca97cc940b885b8a0780eec9fbdfabd31100b7af7dd87ccb4885	72	pass	58.6	58.9	1.0			gvpa	126.3		0.0	0.0	unsupported	no_qualified_subfamily_hit	126.3	89.1	natural_heldout	gvpa	0	nat_1bf14199f279ca97cc94
nat_2549c61eaa1c68f79257	2549c61eaa1c68f7925735451d0233352fadb592c390b0c9932c51733d5a24e6	86	pass	58.0	58.5	1.0	gvpj	97.3	gvpa	133.7	-36.39999999999999	0.6578947368421053	0.8604651162790697	gvpa_gvpj_ambiguous	insufficient_competitive_margin	133.7	97.3	natural_heldout	gvpa	0	nat_2549c61eaa1c68f79257
nat_142752963930eab74d74	142752963930eab74d74d4bcaff60e47ff770976c838c012b58dcaa26d2a4fea	90	pass	57.0	57.3	1.0	gvpj	96.2	gvpa	133.7	-37.499999999999986	0.6842105263157895	0.8555555555555555	gvpa_gvpj_ambiguous	insufficient_competitive_margin	133.7	96.2	natural_heldout	gvpa	0	nat_142752963930eab74d74
nat_4138c2817c5b6dca65ea	4138c2817c5b6dca65ea4991f26a8a58b0a6d5287da125ce6caec306e7a7834d	93	pass	51.7	51.7	1.0	gvpj	84.5	gvpa	116.2	-31.700000000000003	0.6228070175438597	0.7634408602150538	gvpa_gvpj_ambiguous	insufficient_competitive_margin	116.2	84.5	natural_heldout	gvpa	0	nat_4138c2817c5b6dca65ea
nat_8758b934790f5784ea1b	8758b934790f5784ea1bb3e8292ad80d63fd591ca944350e77de7212284d0934	74	pass	54.0	54.4	1.0			gvpa	115.6		0.0	0.0	unsupported	no_qualified_subfamily_hit	115.6	83.0	natural_heldout	gvpa	0	nat_8758b934790f5784ea1b
nat_6f2cfd5f0d50c7aee582	6f2cfd5f0d50c7aee582a35496301ee7cfc650c797f9102a4b8033ef3e64c4fa	87	pass	55.6	56.0	1.0	gvpj	94.7	gvpa	131.3	-36.60000000000001	0.7280701754385965	0.9310344827586207	gvpa_gvpj_ambiguous	insufficient_competitive_margin	131.3	94.7	natural_heldout	gvpa	0	nat_6f2cfd5f0d50c7aee582
