sequence_id	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings
gen_145	91	True	False	False	False	True	0.13304197953051886	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_146	307	True	False	False	False	True	0.06868799768713085	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning
gen_147	97	True	False	False	False	True	0.1474719684109196	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_148	76	True	False	False	False	True	0.09642292546080196	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_149	87	True	False	False	False	True	0.15866899591988623	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_150	97	True	False	False	False	True	0.09103648753624563	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_151	92	True	False	False	False	True	0.13442749574181262	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_152	103	True	False	False	False	True	0.11441878726396201	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_153	107	True	False	False	False	True	0.13250757619159304	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_154	121	True	False	False	False	True	0.1122340689116002	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_155	98	True	False	False	False	True	0.168441936728918	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_156	93	True	False	False	False	True	0.17324495434132833	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_157	104	True	False	False	False	True	0.08443095964843912	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_158	115	True	False	False	False	True	0.13403201133966625	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_159	114	True	False	False	False	True	0.10376201048479478	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_160	90	True	False	False	False	True	0.1311603434723748	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_161	70	True	False	False	False	True	0.027976068015494154	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_162	92	True	False	False	False	True	0.13569014596663753	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_163	96	True	False	False	False	True	0.13911604348166406	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_164	97	True	False	False	False	True	0.0999808629509911	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_165	91	True	False	False	False	True	0.10057185605605634	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_166	98	True	False	False	False	True	0.07545545350890773	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_167	512	True	False	False	False	True	0.13738567706216565	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 71, ""end"": 78, ""length"": 8, ""residue"": ""G""}]"	True	False	[]	False	length_above_maximum;composition_outlier_warning;homopolymer_warning	composition_outlier_warning;homopolymer_warning
gen_168	305	True	False	False	False	True	0.05335312643893624	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_169	119	True	False	False	False	True	0.1027517027731003	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_170	103	True	False	False	False	True	0.1331715810197901	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_171	92	True	False	False	False	True	0.19365857342138554	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_172	304	True	False	False	False	True	0.047559486587332514	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_173	86	True	False	False	False	True	0.014275134354205531	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_174	96	True	False	False	False	True	0.16271373901246128	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_175	101	True	False	False	False	True	0.12233374801053552	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_176	92	True	False	False	False	True	0.14208641462147073	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_177	125	True	False	False	False	True	0.11449491097644032	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_178	104	True	False	False	False	True	0.12299319792265519	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_179	87	True	False	False	False	True	0.03195048776890134	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_180	93	True	False	False	False	True	0.11963309600561403	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_181	106	True	False	False	False	True	0.12310587302985045	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_182	113	True	False	False	False	True	0.12826360895537414	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_183	97	True	False	False	False	True	0.13892076192635275	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_184	112	True	False	False	False	True	0.10988688958093956	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_185	299	True	False	False	False	True	0.06538273393206581	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning
gen_186	395	True	False	False	False	True	0.05239635066420327	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_187	490	True	False	False	False	True	0.037286300881833226	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_188	482	True	False	False	False	True	0.0305836596702435	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_189	77	True	False	False	False	True	0.08677358831063828	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_190	97	True	False	False	False	True	0.12246411246148113	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_191	84	True	False	False	False	True	0.11393251160400922	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_192	90	True	False	False	False	True	0.18074879877276967	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_193	104	True	False	False	False	True	0.09703276866952534	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_194	99	True	False	False	False	True	0.021382965951341502	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_195	84	True	False	False	False	True	0.07246981464857866	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_196	91	True	False	False	False	True	0.12274690085173043	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_197	97	True	False	False	False	True	0.09391409520965668	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_198	93	True	False	False	False	True	0.13860826009189287	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_199	120	True	False	False	False	True	0.03492641063896323	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
