selection_rank	sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	raw_token_length	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	qc_failures	pool	family_status	pf00741_status	global_query_length	global_closest_reference_id	global_closest_reference_ids	global_closest_reference_tie_count	global_target_length	global_alignment_score	global_alignment_length	global_aligned_pairs	global_identical_residues	global_identity	global_query_coverage	global_target_coverage	global_effective_identity	global_distance	global_distance_status	global_distance_reason	global_reference_count	global_resolved_reference_count	manual_review	domain_review_status	domain_warning_reasons	pf00741_hit_segments	non_target_hit_count	domain_architecture	tm_review_status	tm_segment_count	tm_segments_1based_inclusive	c_review_reasons	c_manual_review	domain_status	domain_score	domain_evalue	sequence_evalue	sequence_score	model_coverage	domain_pass	constraint_score	hmm_from	hmm_to	alignment_from	alignment_to	conserved_sites_total	conserved_sites_covered	conserved_sites_matched	conservation_coverage	conservation_score	closest_reference_id	closest_reference_pident	closest_reference_effective_identity	closest_reference_query_coverage	closest_reference_target_coverage	closest_reference_evalue	nearest_candidate_id	nearest_candidate_identity	nearest_candidate_distance	domain_evaluated	novelty_score	uniqueness_score	generator_type	model_checkpoint	checkpoint_sha256	reference_release_id	split_manifest_sha256	vocabulary_sha256	generation_seed	sample_index	temperature	top_k	top_p	latent_id	sequence_length	uniqueness_resolved_fraction	uniqueness_lower_bound	uniqueness_upper_bound	uniqueness_reference_pool_size	score_ready	score_exclusion_reason	pareto_rank	crowding_distance
30	vae_candidate_000921	cf9cdc7ea1a1a1abbed73a3e8178ac619ff242c7e3f13f4e1e1ab9b2218a4436	True	False	eos	90	89	True	False	False	False	True	0.0296617829623	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	89	nat_5d20f105b230fcb464d1	"[""nat_5d20f105b230fcb464d1""]"	1	78	237.5	95	72	59	0.819444444444	0.808988764045	0.923076923077	0.662921348315	0.337078651685	resolved		346	181	False	no_extra_domain_evidence		1	0	PF00741:9-47	no_extra_tm_evidence	0			False	detected	52.7	2.7e-16	1.7e-16	53.4	1	True	0.5	1	39	9	47	23	22	22	0.9565217391	0.9565217391	nat_cac8cf4903b24e69aca8	0.77027	0.6404492135	0.8314606742	0.9736842105	1.02e-33	vae_candidate_000344	0.6404480899	0.3595519101	True	0.337078651685	0.436414926012	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	920	1	0	1	920	89	0.777777777778	0.339433831343	0.561656053565	136	True		2	0.671702756567
31	vae_candidate_000505	7290561b620b4895054749ded8512e344d7c2f77aeb8b73fc371ad126d8cc062	True	False	eos	83	82	True	False	False	False	True	0.00997619346114	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	82	nat_d4ba65189ba86a477cc5	"[""nat_d4ba65189ba86a477cc5""]"	1	92	260	96	78	64	0.820512820513	0.951219512195	0.847826086957	0.695652173913	0.304347826087	resolved		346	211	False	no_extra_domain_evidence		1	0	PF00741:14-52	no_extra_tm_evidence	0			False	detected	59.6	1.9e-18	1.6e-18	59.9	1	True	0.9590163934	1	39	14	52	23	23	22	1	0.9565217391	nat_73e0b5aa88a198c56cae	0.77333	0.6666637931	0.9146341463	0.8620689655	1.78e-34	vae_candidate_000792	0.6951219512	0.3048780488	True	0.304347826087	0.385696326546	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	504	1	0	1	504	82	0.688888888889	0.265701913843	0.576813024954	136	True		2	0.353579354557
32	vae_candidate_000812	29ead3ce3bbf1d7c4b17621856ba1f740d9de1d6a3e2a30f92d398040fa91075	True	False	eos	108	107	True	False	False	False	True	0.0238701541237	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	107	nat_86af2bea85657bdc848a	"[""nat_86af2bea85657bdc848a"", ""nat_d92cb9dcfcf48b731b50""]"	2	93	313.5	113	87	74	0.850574712644	0.81308411215	0.935483870968	0.691588785047	0.308411214953	resolved		346	144	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True	detected	53.7	1.4e-16	1.1e-16	54	1	True	0.5245901639	1	39	12	50	23	23	23	1	1	nat_b5ccff48f879b7cc34ad	0.66981	0.6635500935	0.9906542056	1	1.39e-42	vae_candidate_000332	0.6635525234	0.3364474766	True	0.308411214953	0.418909899002	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	811	1	0	1	811	107	0.740740740741	0.31030362889	0.569562888149	136	True		2	0.296177863539
33	vae_candidate_000088	7f6e1f12b07522bd93f092bf51bc2715f5eb91b0a12dade416be3659245eafdf	True	False	eos	102	101	True	False	False	False	True	0.0319443225364	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	101	nat_c468502803b4ab5981f1	"[""nat_c468502803b4ab5981f1""]"	1	95	268	105	91	70	0.769230769231	0.90099009901	0.957894736842	0.693069306931	0.306930693069	resolved		346	158	False	no_extra_domain_evidence		1	0	PF00741:12-52	no_extra_tm_evidence	0			False	detected	43.8	1.7e-13	1.1e-13	44.3	1	True	0.237704918	1	39	12	52	23	23	22	1	0.9565217391	nat_7ee1d64f80049d71603c	0.69565	0.6336613861	0.9108910891	0.9684210526	1.28e-35	vae_candidate_000995	0.6336665347	0.3663334653	True	0.306930693069	0.424579883828	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	87	1	0	1	87	101	0.866666666667	0.367969232651	0.501302565984	136	True		3	inf
34	vae_candidate_000493	c98768b7a4efc02a261a587c9120dbc068b9650a02994b7a4856ccd13f20ee1a	True	False	eos	92	91	True	False	False	False	True	0.0184400809556	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	91	nat_a36a3359d46f89a3e9c6	"[""nat_a36a3359d46f89a3e9c6""]"	1	93	363.5	94	90	81	0.9	0.989010989011	0.967741935484	0.870967741935	0.129032258065	resolved		346	186	False	no_extra_domain_evidence		1	0	PF00741:8-46	no_extra_tm_evidence	0			False	detected	60	1.4e-18	8.3e-19	60.8	1	True	0.9836065574	1	39	8	46	23	23	23	1	1	nat_c8490949e18e771ed8c8	0.96341	0.8404214894	0.9010989011	0.8723404255	5.3e-51	vae_candidate_000501	0.8571432967	0.1428567033	True	0.129032258065	0.295790340028	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	492	1	0	1	492	91	0.822222222222	0.243205390689	0.420983168467	136	True		3	inf
35	vae_candidate_000591	a44b36092f9f5eb0d9fb6677d734c75644dcffc80a5b588518b668125c251a6f	True	False	eos	89	88	True	False	False	False	True	0.0499931306331	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	88	nat_7ee1d64f80049d71603c	"[""nat_7ee1d64f80049d71603c"", ""nat_9fda348180c612303cdb"", ""nat_acb38079c01f07d0de6f"", ""nat_b47c8eec954491beb714""]"	4	95	276.5	97	86	66	0.767441860465	0.977272727273	0.905263157895	0.694736842105	0.305263157895	resolved		346	197	True	no_extra_domain_evidence		1	0	PF00741:13-52	no_extra_tm_evidence	0		base:manual_review	True	detected	50.7	1.2e-15	8.9e-16	51.1	1	True	0.4344262295	1	39	13	52	23	23	20	1	0.8695652174	nat_7ee1d64f80049d71603c	0.68421	0.68421	1	1	2.7e-36	vae_candidate_000058	0.6590922727	0.3409077273	True	0.305263157895	0.411311471014	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	590	1	0	1	590	88	0.77037037037	0.316862170263	0.546491799892	136	True		3	inf
36	vae_candidate_000966	a11f7b94d87017f4f8d10d9a03f51765f5b03cac1af3092bf99f40909ea40115	True	False	eos	93	92	True	False	False	False	True	0.0349696748958	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	92	nat_6681febe116459c77b18	"[""nat_6681febe116459c77b18"", ""nat_6b2c0d4d7468a9bb7cde""]"	2	94	258.5	100	86	66	0.767441860465	0.934782608696	0.914893617021	0.702127659574	0.297872340426	resolved		346	187	True	no_extra_domain_evidence		1	0	PF00741:10-51	no_extra_tm_evidence	0		base:manual_review	True	detected	42.3	4.8e-13	4.8e-13	42.3	1	True	0.06557377049	1	39	10	51	23	23	23	1	1	nat_7ee1d64f80049d71603c	0.65625	0.6631578947	1	1	6.19e-32	vae_candidate_000344	0.6521771739	0.3478228261	True	0.297872340426	0.413660845192	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	965	1	0	1	965	92	0.814814814815	0.337056984971	0.522242170156	136	True		3	inf
37	vae_candidate_000547	feaf8c0547325aa45512d83cf62f40fe54443d47b3c7e32c106381f552ecc696	True	False	eos	101	100	True	False	False	False	True	0.0151551332752	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	100	nat_a8908cb0d732ddf5c6d4	"[""nat_a8908cb0d732ddf5c6d4""]"	1	96	291.5	108	88	72	0.818181818182	0.88	0.916666666667	0.72	0.28	resolved		346	155	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	57.3	9.9e-18	7.8e-18	57.7	1	True	0.7540983607	1	39	11	49	23	23	22	1	0.9565217391	nat_943ce15fb7773fa3a769	0.75556	0.680004	0.9	0.9574468085	1.12e-38	vae_candidate_000034	0.6800024	0.3199976	True	0.28	0.386023298512	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	546	1	0	1	546	100	0.851851851852	0.328834661696	0.476982809844	136	True		3	0.847682793095
38	vae_candidate_000836	0dd02133076e63021bf34dbcae8f31904576072013a7ad61b05085e8299a3ba6	True	False	eos	91	90	True	False	False	False	True	0.0148247843305	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	90	nat_73e0b5aa88a198c56cae	"[""nat_73e0b5aa88a198c56cae""]"	1	87	307	91	86	69	0.802325581395	0.955555555556	0.988505747126	0.766666666667	0.233333333333	resolved		346	195	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	57.2	1.1e-17	8.9e-18	57.5	1	True	0.7540983607	1	39	11	49	23	23	23	1	1	nat_fe2e069c7d192a9aa4be	0.81928	0.7391330435	0.9222222222	0.902173913	4.34e-36	vae_candidate_000501	0.7444454444	0.2555545556	True	0.233333333333	0.369018679857	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	835	1	0	1	835	90	0.844444444444	0.311615774101	0.467171329657	136	True		3	0.730464383842
39	vae_candidate_000065	21818a9b303af01ae846a79041186c50c69d49abd6a9a29662c47d5f8daf4294	True	False	eos	82	81	True	False	False	False	True	0.030710471978	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	81	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a"", ""nat_168a7720be25950ce7a5"", ""nat_215f48254c804f1f2876"", ""nat_3e6bf91c590be6684eed"", ""nat_8189ed3c9ac18707f549"", ""nat_9ca97034ea4d97950343""]"	6	94	285	95	80	69	0.8625	0.987654320988	0.851063829787	0.734042553191	0.265957446809	resolved		346	217	True	no_extra_domain_evidence		1	0	PF00741:12-51	no_extra_tm_evidence	0		base:manual_review	True	detected	52.6	2.9e-16	2.9e-16	52.6	1	True	0.4918032787	1	39	12	51	23	23	23	1	1	nat_64b87c36790fe3acd4ba	0.70833	0.7234008511	1	1	6.9e-36	vae_candidate_000582	0.7558131395	0.2441868605	True	0.265957446809	0.328601641831	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	64	1	0	1	64	81	0.666666666667	0.219067761221	0.552401094554	136	True		3	0.691748988926
40	vae_candidate_000220	ac6236b0943d18d2a2bbea2c155e4c255d0179a290acc428265afc5bd200129b	True	False	eos	85	84	True	False	False	False	True	0.0157984496967	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	84	nat_75679c0d4db585656573	"[""nat_75679c0d4db585656573""]"	1	92	323	97	79	76	0.962025316456	0.940476190476	0.858695652174	0.826086956522	0.173913043478	resolved		346	219	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	59.9	1.6e-18	1.2e-18	60.3	1	True	0.9754098361	1	39	11	49	23	23	23	1	1	nat_75679c0d4db585656573	0.91139	0.7826066304	0.9404761905	0.8586956522	5.61e-45	vae_candidate_000396	0.7865191011	0.2134808989	True	0.173913043478	0.307004632168	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	219	1	0	1	219	84	0.77037037037	0.236507272188	0.466136901818	136	True		3	0.606661356618
41	vae_candidate_000536	9afa5083ffbfd9d5f230069fdad3506f2b109cc83b99b9e4c43c4c15c5634cb8	True	False	eos	89	88	True	False	False	False	True	0.0170161769306	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	88	nat_ee10b37a92559cba1989	"[""nat_ee10b37a92559cba1989""]"	1	92	304	94	86	68	0.790697674419	0.977272727273	0.934782608696	0.739130434783	0.260869565217	resolved		346	198	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	58.6	4e-18	3.1e-18	58.9	1	True	0.8606557377	1	39	12	50	23	23	23	1	1	nat_004ac783975534947324	0.73913	0.7234038298	1	0.9787234043	2.08e-43	vae_candidate_000582	0.7840952273	0.2159047727	True	0.260869565217	0.349422103353	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	535	1	0	1	535	88	0.814814814815	0.284714306436	0.469899491621	136	True		3	0.576705498274
42	vae_candidate_000323	f78454356738b928f9474d0625df5a90a7fc4c7bb128f7946596e8a9aae6c053	True	False	eos	104	103	True	False	False	False	True	0.0197402602258	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	103	nat_49d3875a5ef4bbb644f9	"[""nat_49d3875a5ef4bbb644f9"", ""nat_d1b057f953bd558c0457""]"	2	95	295.5	108	90	76	0.844444444444	0.873786407767	0.947368421053	0.73786407767	0.26213592233	resolved		346	153	True	no_extra_domain_evidence		1	0	PF00741:22-60	no_extra_tm_evidence	0		base:manual_review	True	detected	54.9	5.6e-17	4.4e-17	55.3	1	True	0.5983606557	1	39	22	60	23	23	22	1	0.9565217391	nat_9ba949b2aab9e2be6898	0.80952	0.660191068	0.8155339806	0.8842105263	1.52e-38	vae_candidate_000401	0.6796121359	0.3203878641	True	0.26213592233	0.400124260869	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	322	1	0	1	322	103	0.814814814815	0.326027175523	0.511212360708	136	True		3	0.468458220798
43	vae_candidate_000752	42936568904618a2afe4a492218db9309b49e9a7f33fccbc790818cfdeee5008	True	False	eos	94	93	True	False	False	False	True	0.0207528115624	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	93	nat_ccd25408209dd226eaf9	"[""nat_ccd25408209dd226eaf9""]"	1	94	344.5	95	92	75	0.815217391304	0.989247311828	0.978723404255	0.797872340426	0.202127659574	resolved		346	186	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	59.1	2.8e-18	2.3e-18	59.4	1	True	0.893442623	1	39	12	50	23	23	23	1	1	nat_c8490949e18e771ed8c8	0.81111	0.7765946809	0.9677419355	0.9574468085	8.6e-45	vae_candidate_000574	0.765958617	0.234041383	True	0.202127659574	0.33514508446	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	751	1	0	1	751	93	0.851851851852	0.285493960837	0.433642108985	136	True		3	0.447801209841
44	vae_candidate_000627	a5ccbbda7cb5bf3b459f0c698f53230b9aaae4b837b52b8d7fcda29974d74776	True	False	eos	91	90	True	False	False	False	True	0.0124852361828	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	90	nat_86af2bea85657bdc848a	"[""nat_86af2bea85657bdc848a""]"	1	93	346.5	93	90	75	0.833333333333	1	0.967741935484	0.806451612903	0.193548387097	resolved		346	196	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	59.3	2.4e-18	2e-18	59.6	1	True	0.9180327869	1	39	12	50	23	23	23	1	1	nat_b5ccff48f879b7cc34ad	0.84091	0.8043486957	0.9777777778	0.9565217391	1.26e-47	vae_candidate_000995	0.8064483871	0.1935516129	True	0.193548387097	0.31801628488	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	626	1	0	1	626	90	0.866666666667	0.275614113563	0.408947446896	136	True		3	0.415577548765
45	vae_candidate_000133	d7e228be6fb77fecac1fb0de7e7ba9e99a37bf5a0d3e7d01c025676a1ca462d1	True	False	eos	103	102	True	False	False	False	True	0.0249628441695	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	102	nat_7ee1d64f80049d71603c	"[""nat_7ee1d64f80049d71603c""]"	1	95	289	105	92	73	0.79347826087	0.901960784314	0.968421052632	0.71568627451	0.28431372549	resolved		346	154	False	no_extra_domain_evidence		1	0	PF00741:10-48	no_extra_tm_evidence	0			False	detected	52.2	4e-16	3.1e-16	52.5	1	True	0.4836065574	1	39	10	48	23	23	23	1	1	nat_7ee1d64f80049d71603c	0.70707	0.6862738235	0.9705882353	1	1.12e-38	vae_candidate_000914	0.6568673529	0.3431326471	True	0.28431372549	0.40587543547	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	132	1	0	1	132	102	0.859259259259	0.348752226033	0.489492966774	136	True		3	0.249828003899
46	vae_candidate_000140	2b9a8424c0644bd0137cf3e15db9ed60acb0f6879a76f3e4885a9b1d28f32444	True	False	eos	109	108	True	False	False	False	True	0.0220676569848	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 10, ""end"": 18, ""length"": 9, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning		main_supported_gvpa	supported_gvpa	pass	108	nat_fca422d4ddd5dcd65605	"[""nat_fca422d4ddd5dcd65605""]"	1	96	312	114	90	79	0.877777777778	0.833333333333	0.9375	0.731481481481	0.268518518519	resolved		346	127	True	no_extra_domain_evidence		1	0	PF00741:28-67	no_extra_tm_evidence	0		base:manual_review	True	detected	44.5	9.9e-14	6.8e-14	45	1	True	0.2540983607	1	39	28	67	23	23	23	1	1	nat_0ae199fc6d044a2da135	0.75532	0.6574081481	0.8703703704	0.9894736842	1.3e-40	vae_candidate_000857	0.6574081481	0.3425918519	True	0.268518518519	0.384588855719	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	139	1	0	1	139	108	0.6	0.230753313431	0.630753313431	136	True		4	inf
47	vae_candidate_000374	79824577d9b1d40717513a1e809108f8c0621de2bd69a65159d2d01844b56eb1	True	False	eos	107	106	True	False	False	False	True	0.0221990559683	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	106	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb"", ""nat_4482775e0979509e45d2"", ""nat_48f4fc548c0153a5775e"", ""nat_69442765a7e1224b0435"", ""nat_a8908cb0d732ddf5c6d4"", ""nat_d07d112598796fe30d76""]"	6	95	327.5	110	91	78	0.857142857143	0.858490566038	0.957894736842	0.735849056604	0.264150943396	resolved		346	138	True	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0		base:manual_review	True	detected	49.8	2.3e-15	1.7e-15	50.2	1	True	0.3852459016	1	39	11	49	23	23	22	1	0.9565217391	nat_49d3875a5ef4bbb644f9	0.87059	0.6981146226	0.8018867925	0.8947368421	1.23e-41	vae_candidate_000157	0.7358528302	0.2641471698	True	0.264150943396	0.39877749537	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	373	1	0	1	373	106	0.8	0.319021996296	0.519021996296	136	True		4	inf
48	vae_candidate_000501	237d49daae911d9b57e6934e01b1bef4158e070f4e79ed8954baf426a47f7bee	True	False	eos	91	90	True	False	False	False	True	0.0178055515417	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	90	nat_842bc418f0682cd2a9c8	"[""nat_842bc418f0682cd2a9c8"", ""nat_a7791ad55c70e7fd3462""]"	2	95	387.5	95	90	85	0.944444444444	1	0.947368421053	0.894736842105	0.105263157895	resolved		346	196	True	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0		base:manual_review	True	detected	60.1	1.4e-18	1e-18	60.5	1	True	0.9836065574	1	39	11	49	23	23	23	1	1	nat_215f48254c804f1f2876	0.94382	0.8936168085	0.9888888889	0.9468085106	1.23e-47	vae_candidate_000857	0.8695643478	0.1304356522	True	0.105263157895	0.27537767825	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	500	1	0	1	500	90	0.866666666667	0.238660654483	0.371993987816	136	True		4	inf
