sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	raw_token_length	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	qc_failures	pool	family_status	pf00741_status	global_query_length	global_closest_reference_id	global_closest_reference_ids	global_closest_reference_tie_count	global_target_length	global_alignment_score	global_alignment_length	global_aligned_pairs	global_identical_residues	global_identity	global_query_coverage	global_target_coverage	global_effective_identity	global_distance	global_distance_status	global_distance_reason	global_reference_count	global_resolved_reference_count	manual_review	domain_review_status	domain_warning_reasons	pf00741_hit_segments	non_target_hit_count	domain_architecture	tm_review_status	tm_segment_count	tm_segments_1based_inclusive	c_review_reasons	c_manual_review	domain_status	domain_score	domain_evalue	sequence_evalue	sequence_score	model_coverage	domain_pass	constraint_score	hmm_from	hmm_to	alignment_from	alignment_to	conserved_sites_total	conserved_sites_covered	conserved_sites_matched	conservation_coverage	conservation_score	closest_reference_id	closest_reference_pident	closest_reference_effective_identity	closest_reference_query_coverage	closest_reference_target_coverage	closest_reference_evalue	nearest_candidate_id	nearest_candidate_identity	nearest_candidate_distance	domain_evaluated	novelty_score	uniqueness_score	generator_type	model_checkpoint	checkpoint_sha256	reference_release_id	split_manifest_sha256	vocabulary_sha256	generation_seed	sample_index	temperature	top_k	top_p	latent_id	sequence_length	score_ready	score_exclusion_reason	ranking_eligible	exclusion_reason
vae_candidate_000312	150e742f57b0f111876dca134fc899c199a3b946639aad423394034e3bd9e006	True	False	eos	75	74	True	False	False	False	True	0.0314242196345	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	74	nat_3cc2cb889cfdbbcaa17b	"[""nat_3cc2cb889cfdbbcaa17b""]"	1	72	218.5	77	69	52	0.753623188406	0.932432432432	0.958333333333	0.702702702703	0.297297297297	resolved		346	99	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	311	1	0	1	311	74			False	family_not_supported_gvpa
vae_candidate_000313	e20c28c29210b73960c515a3de504ed030457f3548170330e3892146513194ee	True	False	eos	86	85	True	False	False	False	True	0.115465868064	0.063818297288	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	85	nat_b9d147aeaac9ffa9d0f3	"[""nat_b9d147aeaac9ffa9d0f3""]"	1	87	24	100	72	22	0.305555555556	0.847058823529	0.827586206897	0.252873563218	0.747126436782	resolved		346	6	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	312	1	0	1	312	85			False	family_not_supported_gvpa
vae_candidate_000314	372cebfd14f2b4853f97712ef5d84e6ff244e0696f5c599b1dd111c2f4e6d3a6	True	False	eos	98	97	True	False	False	False	True	0.0506572188654	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	97	nat_d07d112598796fe30d76	"[""nat_d07d112598796fe30d76""]"	1	95	205.5	103	89	57	0.640449438202	0.917525773196	0.936842105263	0.587628865979	0.412371134021	resolved		346	80	True	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	313	1	0	1	313	97			False	family_not_supported_gvpa
vae_candidate_000315	7653da7c932d351b94bca4529f6a95a238123b130160f2f3fe8698c2499290ad	True	False	eos	85	84	True	False	False	False	True	0.0180845898754	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	84	nat_81de2b78d291d512c1e2	"[""nat_81de2b78d291d512c1e2""]"	1	92	274	96	80	69	0.8625	0.952380952381	0.869565217391	0.75	0.25	resolved		346	212	True	no_extra_domain_evidence		1	0	PF00741:10-48	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	314	1	0	1	314	84			False	family_not_supported_gvpa
vae_candidate_000316	7fcbb3f92fd5d911b205f86a36ea3b8fc22476fc42d653d514957af66b3d4cab	True	False	eos	86	85	True	False	False	False	True	0.027056160264	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	85	nat_27cf1e5aac6ec3dd931d	"[""nat_27cf1e5aac6ec3dd931d"", ""nat_32d58e5d24419efe5e0e"", ""nat_f7dbe09f7bde0afd3543""]"	3	76	240	85	76	54	0.710526315789	0.894117647059	1	0.635294117647	0.364705882353	resolved		346	218	True	no_extra_domain_evidence		1	0	PF00741:13-51	no_extra_tm_evidence	0		base:manual_review	True	detected	52.2	3.9e-16	2.7e-16	52.7	0.9743589744	True	0.4836065574	2	39	14	51	23	23	22	1	0.9565217391	nat_4d627ec7ce40cceb1d25	0.6375	0.6	0.9411764706	1	4.23e-32	vae_candidate_000536	0.6590922727	0.3409077273	True	0.364705882353		sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	315	1	0	1	315	85	True		True	
vae_candidate_000317	e512638eedad2e5ef04f70a47e5925b4e034ce5e23230f9640bc3de2916266e7	True	False	eos	117	116	True	False	False	False	True	0.0306192146966	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	116	nat_7d45d6cf3df5d3d36985	"[""nat_7d45d6cf3df5d3d36985""]"	1	95	219	116	95	58	0.610526315789	0.818965517241	1	0.5	0.5	resolved		346	103	True	no_extra_domain_evidence		1	0	PF00741:12-47	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	316	1	0	1	316	116			False	family_not_supported_gvpa
vae_candidate_000318	223362a650826c2dd95f99c91da6e42dff55c9bf9583ca2c33674284d36d58b1	True	False	eos	78	77	True	False	False	False	True	0.0202100392542	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	77	nat_32d58e5d24419efe5e0e	"[""nat_32d58e5d24419efe5e0e"", ""nat_cac8cf4903b24e69aca8""]"	2	76	233	80	73	55	0.753424657534	0.948051948052	0.960526315789	0.714285714286	0.285714285714	resolved		346	183	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True	detected	56.9	1.3e-17	1.3e-17	56.9	1	True	0.7295081967	1	39	12	50	23	23	23	1	1	nat_39696a92cfeac6f208a2	0.76056	0.6923046154	0.9220779221	0.9102564103	2.25e-33	vae_candidate_000792	0.6753272727	0.3246727273	True	0.285714285714		sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	317	1	0	1	317	77	False	unresolved_metric_or_insufficient_pair_coverage	False	insufficient_scoring_evidence
vae_candidate_000319	4dfe6c68b85606eab7954a7635f8ece4a0b9c2ab0f8b55d195e21aa13abe0e2c	True	False	eos	116	115	True	False	False	False	True	0.0153662246815	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	115		[]	0											unresolved	no_reliable_reference	346	0	True	no_extra_domain_evidence		1	0	PF00741:11-46	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	318	1	0	1	318	115			False	family_not_supported_gvpa
vae_candidate_000320	f8465627fb7c82fc496902e3f8a5425045bcd12c034be7664152a3eaf609e3b6	True	False	eos	115	114	True	False	False	False	True	0.0242168869463	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	114	nat_b28a6bed955c267791e6	"[""nat_b28a6bed955c267791e6""]"	1	109	195	128	95	54	0.568421052632	0.833333333333	0.871559633028	0.473684210526	0.526315789474	resolved		346	30	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	319	1	0	1	319	114			False	family_not_supported_gvpa
vae_candidate_000321	89cead32d622f279ea064aa5b4b8e8da9aee9d5ba5c9500a7e083826b03774c6	True	False	eos	53	52	True	False	False	False	True	0.0976337214151	0.063818297288	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	52		[]	0											unresolved	no_reliable_reference	346	0	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	320	1	0	1	320	52			False	family_not_supported_gvpa
vae_candidate_000322	bf617e1234614df2440d1384a02e3c2b414596f15e4b5a59eb36ff73376403cc	True	False	eos	93	92	True	False	False	False	True	0.0465777226075	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	92	nat_30c8db5b2a48ec02340b	"[""nat_30c8db5b2a48ec02340b""]"	1	94	189.5	99	87	50	0.574712643678	0.945652173913	0.925531914894	0.531914893617	0.468085106383	resolved		346	184	True	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	321	1	0	1	321	92			False	family_not_supported_gvpa
vae_candidate_000323	f78454356738b928f9474d0625df5a90a7fc4c7bb128f7946596e8a9aae6c053	True	False	eos	104	103	True	False	False	False	True	0.0197402602258	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	103	nat_49d3875a5ef4bbb644f9	"[""nat_49d3875a5ef4bbb644f9"", ""nat_d1b057f953bd558c0457""]"	2	95	295.5	108	90	76	0.844444444444	0.873786407767	0.947368421053	0.73786407767	0.26213592233	resolved		346	153	True	no_extra_domain_evidence		1	0	PF00741:22-60	no_extra_tm_evidence	0		base:manual_review	True	detected	54.9	5.6e-17	4.4e-17	55.3	1	True	0.5983606557	1	39	22	60	23	23	22	1	0.9565217391	nat_9ba949b2aab9e2be6898	0.80952	0.660191068	0.8155339806	0.8842105263	1.52e-38	vae_candidate_000401	0.6796121359	0.3203878641	True	0.26213592233		sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	322	1	0	1	322	103	True		True	
vae_candidate_000324	098f58647cfb7d638dcd1770f198f5d37de0636d5033be76f01043d13025633a	True	False	eos	64	63	True	False	False	False	True	0.0468845346589	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	63	nat_0da4fc315e8c5fa1925f	"[""nat_0da4fc315e8c5fa1925f"", ""nat_448d52f7c380acd65350"", ""nat_62b65b4bdaad5382b6fd"", ""nat_a4ce46bc0db75edd2892"", ""nat_f603a0bdb36b55f44821""]"	5	76	57	78	61	28	0.459016393443	0.968253968254	0.802631578947	0.368421052632	0.631578947368	resolved		346	48	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	323	1	0	1	323	63			False	family_not_supported_gvpa
vae_candidate_000325	3833f9a7d63d33c831dc06ad69d59b27f9aaa18ab52eadb35b56e7aa2e74b3f3	True	False	eos	58	57	True	False	False	False	True	0.0717719125973	0.063818297288	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	57		[]	0											unresolved	no_reliable_reference	346	0	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	324	1	0	1	324	57			False	family_not_supported_gvpa
vae_candidate_000326	df5bc789a357437d93954f2788ba6956f03fdc8c8867d8e38a35fce4cd6863d9	True	False	eos	92	91	True	False	False	False	True	0.0284368034715	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	91	nat_4482775e0979509e45d2	"[""nat_4482775e0979509e45d2"", ""nat_94cdaea6b1db7bfe983f"", ""nat_d07d112598796fe30d76""]"	3	95	270	101	85	65	0.764705882353	0.934065934066	0.894736842105	0.684210526316	0.315789473684	resolved		346	157	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	325	1	0	1	325	91			False	family_not_supported_gvpa
vae_candidate_000327	0216dce265bd39700b6de14cd15249dec76a239e24fc02e84fb2688b8f039a9f	True	False	eos	97	96	True	False	False	False	True	0.0239280506026	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	96	nat_78005b3dddedd0251b7e	"[""nat_78005b3dddedd0251b7e"", ""nat_8f3e753527c876cd94f0""]"	2	95	315	100	91	74	0.813186813187	0.947916666667	0.957894736842	0.770833333333	0.229166666667	resolved		346	159	True	no_extra_domain_evidence		1	0	PF00741:9-46	no_extra_tm_evidence	0		base:manual_review	True	detected	37.1	2.1e-11	1.5e-11	37.5	1	True	0	1	39	9	46	23	22	21	0.9565217391	0.9130434783	nat_0ae199fc6d044a2da135	0.77011	0.6979121875	0.90625	0.9157894737	9.68e-40	vae_candidate_000219	0.7113385567	0.2886614433	True	0.229166666667		sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	326	1	0	1	326	96	True		True	
vae_candidate_000328	8ff27967158b297f514e218e5208c67405f0c8bba5aded9c9601291d6e774200	True	False	eos	96	95	True	False	False	False	True	0.0343532962683	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	95	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb"", ""nat_4d4e00d31d935ed0527d"", ""nat_7ee1d64f80049d71603c""]"	3	95	160	113	77	47	0.61038961039	0.810526315789	0.810526315789	0.494736842105	0.505263157895	resolved		346	127	True	no_extra_domain_evidence		1	0	PF00741:10-42	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	327	1	0	1	327	95			False	family_not_supported_gvpa
vae_candidate_000329	35bae85d1314c77c0c65e7d7aaf398025d1bd4aba2a8983d407172cb3b78a1fe	True	False	eos	86	85	True	False	False	False	True	0.0766630346657	0.063818297288	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	85	nat_d9b751580230ca0e5773	"[""nat_d9b751580230ca0e5773""]"	1	85	16	99	71	26	0.366197183099	0.835294117647	0.835294117647	0.305882352941	0.694117647059	resolved		346	26	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	328	1	0	1	328	85			False	family_not_supported_gvpa
vae_candidate_000330	cc478e9a92daa2aac545e99949eb80a76af15a086ae7bef4d2ccf21671187e3e	True	False	eos	71	70	True	False	False	False	True	0.02911484014	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	70	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	189.5	75	67	50	0.746268656716	0.957142857143	0.930555555556	0.694444444444	0.305555555556	resolved		346	83	True	no_extra_domain_evidence		1	0	PF00741:9-47	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	329	1	0	1	329	70			False	family_not_supported_gvpa
vae_candidate_000331	ea0b736b6531ae07fa94aac74eae073ffdc13c5a295dc031b73ffed92e1068a5	True	False	eos	62	61	True	False	False	False	True	0.145572007053	0.063818297288	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	61		[]	0											unresolved	no_reliable_reference	346	0	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	330	1	0	1	330	61			False	family_not_supported_gvpa
vae_candidate_000332	12bc2f2f4cce3e2f175e8e129b23f9d1d5a0a528bb9cececb2fb2b5ff819ad61	True	False	eos	106	105	True	False	False	False	True	0.0158688724728	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	105	nat_4482775e0979509e45d2	"[""nat_4482775e0979509e45d2"", ""nat_78005b3dddedd0251b7e"", ""nat_8f3e753527c876cd94f0""]"	3	95	383	105	95	87	0.915789473684	0.904761904762	1	0.828571428571	0.171428571429	resolved		346	154	True	no_extra_domain_evidence		1	0	PF00741:15-58	no_extra_tm_evidence	0		base:manual_review	True	detected	33.6	2.6e-10	6.1e-11	35.6	0.8974358974	False	0	5	39	23	58	23	23	23	1	1	nat_8f3e753527c876cd94f0	0.85714	0.7999973333	0.9333333333	1	8.2e-46	vae_candidate_000533	0.7714285714	0.2285714286	True	0.171428571429		sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	331	1	0	1	331	105			False	domain_gate_failed
vae_candidate_000333	0fef11ec80476500b12522a03654b72fc9df5ccf8f4f87cb83166a9f61fa18c2	True	False	eos	90	89	True	False	False	False	True	0.0356154726765	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	89	nat_73e0b5aa88a198c56cae	"[""nat_73e0b5aa88a198c56cae""]"	1	87	205.5	95	81	55	0.679012345679	0.910112359551	0.931034482759	0.61797752809	0.38202247191	resolved		346	176	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	332	1	0	1	332	89			False	family_not_supported_gvpa
vae_candidate_000334	28567c0bd7e7ab47943cc928f433bb7419cef7ff3cb484ddc0fd825f20e54c9e	True	False	eos	138	137	True	False	False	False	True	0.0144630622766	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	137	nat_55802cc1c7918b91c298	"[""nat_55802cc1c7918b91c298""]"	1	139	228.5	152	124	66	0.532258064516	0.905109489051	0.892086330935	0.474820143885	0.525179856115	resolved		346	101	True	no_extra_domain_evidence		1	0	PF00741:24-55	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	333	1	0	1	333	137			False	family_not_supported_gvpa
vae_candidate_000335	39b255bee545579d0f8919bda3bff566fd7460bab179fb7d62e6e249e1c2eecc	True	False	eos	111	110	True	False	False	False	True	0.0228331226399	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	110		[]	0											unresolved	no_reliable_reference	346	0	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	334	1	0	1	334	110			False	family_not_supported_gvpa
