selection_rank	sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	raw_token_length	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	qc_failures	pool	family_status	pf00741_status	global_query_length	global_closest_reference_id	global_closest_reference_ids	global_closest_reference_tie_count	global_target_length	global_alignment_score	global_alignment_length	global_aligned_pairs	global_identical_residues	global_identity	global_query_coverage	global_target_coverage	global_effective_identity	global_distance	global_distance_status	global_distance_reason	global_reference_count	global_resolved_reference_count	manual_review	domain_review_status	domain_warning_reasons	pf00741_hit_segments	non_target_hit_count	domain_architecture	tm_review_status	tm_segment_count	tm_segments_1based_inclusive	c_review_reasons	c_manual_review	domain_status	domain_score	domain_evalue	sequence_evalue	sequence_score	model_coverage	domain_pass	constraint_score	hmm_from	hmm_to	alignment_from	alignment_to	conserved_sites_total	conserved_sites_covered	conserved_sites_matched	conservation_coverage	conservation_score	closest_reference_id	closest_reference_pident	closest_reference_effective_identity	closest_reference_query_coverage	closest_reference_target_coverage	closest_reference_evalue	nearest_candidate_id	nearest_candidate_identity	nearest_candidate_distance	domain_evaluated	novelty_score	uniqueness_score	generator_type	model_checkpoint	checkpoint_sha256	reference_release_id	split_manifest_sha256	vocabulary_sha256	generation_seed	sample_index	temperature	top_k	top_p	latent_id	sequence_length	uniqueness_resolved_fraction	uniqueness_lower_bound	uniqueness_upper_bound	uniqueness_reference_pool_size	score_ready	score_exclusion_reason	selected_by_metric	source_metric_rank
30	vae_candidate_000090	b78d9fef3931ec7d728ac3f611e9a10f680ff2c6cfbe56206851d062600b65ff	True	False	eos	94	93	True	False	False	False	True	0.0178324479052	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	93	nat_fa2383cbfbff83286c61	"[""nat_fa2383cbfbff83286c61""]"	1	96	377.5	96	93	80	0.860215053763	1	0.96875	0.833333333333	0.166666666667	resolved		346	186	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	59.1	2.7e-18	2.1e-18	59.5	1	True	0.893442623	1	39	12	50	23	23	23	1	1	nat_b5ccff48f879b7cc34ad	0.8172	0.8172	1	1	2.68e-51	vae_candidate_000135	0.8279604301	0.1720395699	True	0.166666666667	0.326553896137	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	89	1	0	1	89	93	0.82962962963	0.270918787906	0.441289158277	136	True		conservation_score	9
31	vae_candidate_000295	909c35e063354b4fb505f6fc605e07c5bcebfef4d2dd77380164e3359d8fb6e0	True	False	eos	88	87	True	False	False	False	True	0.0276518576963	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	87	nat_67dd37821af98e87666e	"[""nat_67dd37821af98e87666e""]"	1	96	248	98	85	63	0.741176470588	0.977011494253	0.885416666667	0.65625	0.34375	resolved		346	199	False	no_extra_domain_evidence		1	0	PF00741:12-49	no_extra_tm_evidence	0			False	detected	40.2	2.2e-12	1.5e-12	40.8	1	True	0	1	39	12	49	23	23	21	1	0.9130434783	nat_9ba949b2aab9e2be6898	0.74074	0.6315783158	0.9310344828	0.8526315789	7.18e-35	vae_candidate_000058	0.666668046	0.333331954	True	0.34375	0.420677667602	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	294	1	0	1	294	87	0.77037037037	0.324077610597	0.553707240227	136	True		novelty_score	16
32	vae_candidate_000921	cf9cdc7ea1a1a1abbed73a3e8178ac619ff242c7e3f13f4e1e1ab9b2218a4436	True	False	eos	90	89	True	False	False	False	True	0.0296617829623	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	89	nat_5d20f105b230fcb464d1	"[""nat_5d20f105b230fcb464d1""]"	1	78	237.5	95	72	59	0.819444444444	0.808988764045	0.923076923077	0.662921348315	0.337078651685	resolved		346	181	False	no_extra_domain_evidence		1	0	PF00741:9-47	no_extra_tm_evidence	0			False	detected	52.7	2.7e-16	1.7e-16	53.4	1	True	0.5	1	39	9	47	23	22	22	0.9565217391	0.9565217391	nat_cac8cf4903b24e69aca8	0.77027	0.6404492135	0.8314606742	0.9736842105	1.02e-33	vae_candidate_000344	0.6404480899	0.3595519101	True	0.337078651685	0.436414926012	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	920	1	0	1	920	89	0.777777777778	0.339433831343	0.561656053565	136	True		uniqueness_score	17
33	vae_candidate_000623	80b5c56178ba97e5622b6da029531bf9eabd793b3017226202bfbc9f57263578	True	False	eos	94	93	True	False	False	False	True	0.012884397599	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	93	nat_c8490949e18e771ed8c8	"[""nat_c8490949e18e771ed8c8"", ""nat_ccd25408209dd226eaf9""]"	2	94	386.5	95	92	86	0.934782608696	0.989247311828	0.978723404255	0.914893617021	0.0851063829787	resolved		346	182	True	no_extra_domain_evidence		1	0	PF00741:10-48	no_extra_tm_evidence	0		base:manual_review	True	detected	60	1.5e-18	1.1e-18	60.4	1	True	0.9836065574	1	39	10	48	23	23	23	1	1	nat_62bc5089576517d5fad1	0.90323	0.90323	1	1	4.17e-47	vae_candidate_000070	0.91398	0.08602	True	0.0851063829787	0.278798732564	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	622	1	0	1	622	93	0.844444444444	0.235430040832	0.390985596387	136	True		constraint_score	10
34	vae_candidate_000133	d7e228be6fb77fecac1fb0de7e7ba9e99a37bf5a0d3e7d01c025676a1ca462d1	True	False	eos	103	102	True	False	False	False	True	0.0249628441695	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	102	nat_7ee1d64f80049d71603c	"[""nat_7ee1d64f80049d71603c""]"	1	95	289	105	92	73	0.79347826087	0.901960784314	0.968421052632	0.71568627451	0.28431372549	resolved		346	154	False	no_extra_domain_evidence		1	0	PF00741:10-48	no_extra_tm_evidence	0			False	detected	52.2	4e-16	3.1e-16	52.5	1	True	0.4836065574	1	39	10	48	23	23	23	1	1	nat_7ee1d64f80049d71603c	0.70707	0.6862738235	0.9705882353	1	1.12e-38	vae_candidate_000914	0.6568673529	0.3431326471	True	0.28431372549	0.40587543547	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	132	1	0	1	132	102	0.859259259259	0.348752226033	0.489492966774	136	True		conservation_score	11
35	vae_candidate_000179	8b5e6adda9ef60506d79797e4d301b5e2604c21ae4d69d19610b2835e5686ad9	True	False	eos	92	91	True	False	False	False	True	0.0244434026671	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	91	nat_7d45d6cf3df5d3d36985	"[""nat_7d45d6cf3df5d3d36985"", ""nat_9ba949b2aab9e2be6898""]"	2	95	252	96	90	63	0.7	0.989010989011	0.947368421053	0.663157894737	0.336842105263	resolved		346	190	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True	detected	55.9	2.7e-17	2.1e-17	56.3	1	True	0.6803278689	1	39	12	50	23	23	23	1	1	nat_b5ccff48f879b7cc34ad	0.70732	0.6304373913	0.9010989011	0.8913043478	2.91e-34	vae_candidate_000836	0.6263763736	0.3736236264	True	0.336842105263	0.412253793836	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	178	1	0	1	178	91	0.807407407407	0.332856766875	0.525449359467	136	True		novelty_score	20
36	vae_candidate_000364	b51baa8faae97da6fe2b3c30f179a5a0337377fe8979f9291690c0fc348390e0	True	False	eos	96	95	True	False	False	False	True	0.0337799607994	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	95	nat_9fda348180c612303cdb	"[""nat_9fda348180c612303cdb""]"	1	95	278	102	88	63	0.715909090909	0.926315789474	0.926315789474	0.663157894737	0.336842105263	resolved		346	183	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	56.1	2.4e-17	1.5e-17	56.8	1	True	0.6967213115	1	39	12	50	23	23	23	1	1	nat_81de2b78d291d512c1e2	0.63158	0.63158	1	1	2.25e-35	vae_candidate_000633	0.6666690909	0.3333309091	True	0.336842105263	0.434315923854	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	363	1	0	1	363	95	0.837037037037	0.363538514041	0.526501477004	136	True		uniqueness_score	18
37	vae_candidate_000780	208eaad59261e36f4a364f17d161710de4fc052ef77f34bdf4a2d9aebb851ed8	True	False	eos	90	89	True	False	False	False	True	0.0137125167398	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	89	nat_a36a3359d46f89a3e9c6	"[""nat_a36a3359d46f89a3e9c6""]"	1	93	373	94	88	86	0.977272727273	0.988764044944	0.94623655914	0.924731182796	0.0752688172043	resolved		346	191	False	no_extra_domain_evidence		1	0	PF00741:9-47	no_extra_tm_evidence	0			False	detected	60.1	1.3e-18	1e-18	60.5	1	True	0.9836065574	1	39	9	47	23	23	23	1	1	nat_3e6bf91c590be6684eed	0.88298	0.88298	1	1	4.37e-44	vae_candidate_000857	0.9021707609	0.09782923913	True	0.0752688172043	0.267822037976	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	779	1	0	1	779	89	0.8	0.214257630381	0.414257630381	136	True		constraint_score	11
38	vae_candidate_000135	0b30807440d980ffe1e84dcb55fdb058373dc5cd727c0f6be8b7d5a6fa4b610d	True	False	eos	94	93	True	False	False	False	True	0.021155128549	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	93	nat_05d62502987d9405b8af	"[""nat_05d62502987d9405b8af""]"	1	95	432.5	95	93	90	0.967741935484	1	0.978947368421	0.947368421053	0.0526315789474	resolved		346	182	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	55.6	3.5e-17	2.6e-17	56	1	True	0.6393442623	1	39	12	50	23	23	23	1	1	nat_05d62502987d9405b8af	0.96774	0.9473665263	1	0.9789473684	3.84e-62	vae_candidate_000841	0.90526	0.09474	True	0.0526315789474	0.26073978656	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	134	1	0	1	134	93	0.837037037037	0.21824885838	0.381211821343	136	True		conservation_score	12
39	vae_candidate_000359	20b78181a37b1a7637137c3e7d87f625707ed7bfaa2d84d536ebee331c5e005a	True	False	eos	107	106	True	False	False	False	True	0.0197276188901	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	106	nat_0077c6cbf903d0b80137	"[""nat_0077c6cbf903d0b80137"", ""nat_1aef09f774a1818b7e24"", ""nat_729a9790a662e92ab379""]"	3	96	285	107	95	71	0.747368421053	0.896226415094	0.989583333333	0.669811320755	0.330188679245	resolved		346	148	True	no_extra_domain_evidence		1	0	PF00741:21-59	no_extra_tm_evidence	0		base:manual_review	True	detected	57.6	7.9e-18	5.3e-18	58.2	1	True	0.7704918033	1	39	21	59	23	23	23	1	1	nat_1aef09f774a1818b7e24	0.69792	0.6320784906	0.9056603774	1	1.66e-37	vae_candidate_000401	0.6132118868	0.3867881132	True	0.330188679245	0.434279097926	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	358	1	0	1	358	106	0.807407407407	0.350640160548	0.54323275314	136	True		novelty_score	22
40	vae_candidate_000388	369e72b6f2a82cec10727c9e67fa5ddc6cf8b37b86623a956a4ea7317d199629	True	False	eos	105	104	True	False	False	False	True	0.0321599483704	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	104	nat_67dd37821af98e87666e	"[""nat_67dd37821af98e87666e""]"	1	96	293	107	93	73	0.784946236559	0.894230769231	0.96875	0.701923076923	0.298076923077	resolved		346	149	False	no_extra_domain_evidence		1	0	PF00741:10-48	no_extra_tm_evidence	0			False	detected	59.6	1.9e-18	1.9e-18	59.6	1	True	0.9590163934	1	39	10	48	23	23	23	1	1	nat_67dd37821af98e87666e	0.70588	0.6923053846	0.9807692308	1	2.11e-38	vae_candidate_000399	0.65384875	0.34615125	True	0.298076923077	0.431961594603	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	387	1	0	1	387	104	0.814814814815	0.351968706714	0.537153891899	136	True		uniqueness_score	20
41	vae_candidate_000857	08081eb97dd46a6e97d0cd97db2252cd5bbb4cfd370be60bd9b620bbebfbb3aa	True	False	eos	93	92	True	False	False	False	True	0.0150644408916	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	92	nat_c8490949e18e771ed8c8	"[""nat_c8490949e18e771ed8c8""]"	1	94	403	94	92	88	0.95652173913	1	0.978723404255	0.936170212766	0.063829787234	resolved		346	189	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	60	1.4e-18	1.1e-18	60.4	1	True	0.9836065574	1	39	11	49	23	23	23	1	1	nat_c8490949e18e771ed8c8	0.93617	0.93617	1	1	3.97e-51	vae_candidate_000780	0.9021707609	0.09782923913	True	0.063829787234	0.264566262818	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	856	1	0	1	856	92	0.844444444444	0.223411510824	0.37896706638	136	True		constraint_score	12
42	vae_candidate_000136	3c81c2955a27bab93db9054931bf3a976a3498c6cd361c5b9bb52ada5ae7a7d9	True	False	eos	96	95	True	False	False	False	True	0.0199682808936	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	95	nat_9ca97034ea4d97950343	"[""nat_9ca97034ea4d97950343"", ""nat_a36a3359d46f89a3e9c6"", ""nat_a9c10692b45d32f772b4"", ""nat_acb38079c01f07d0de6f""]"	4	94	380.5	99	90	84	0.933333333333	0.947368421053	0.957446808511	0.884210526316	0.115789473684	resolved		346	168	True	no_extra_domain_evidence		1	0	PF00741:8-46	no_extra_tm_evidence	0		base:manual_review	True	detected	57.1	1.2e-17	9e-18	57.5	1	True	0.737704918	1	39	8	46	23	23	23	1	1	nat_a36a3359d46f89a3e9c6	0.90323	0.8842146316	0.9789473684	1	1.29e-43	vae_candidate_000967	0.87368	0.12632	True	0.115789473684	0.297974569474	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	135	1	0	1	135	95	0.8	0.238379655579	0.438379655579	136	True		conservation_score	13
43	vae_candidate_000666	d00ef087190b31c0e2913c6b659c39df42c2782f19d50215427a54feb91abe3b	True	False	eos	100	99	True	False	False	False	True	0.0288141454137	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	99	nat_7d45d6cf3df5d3d36985	"[""nat_7d45d6cf3df5d3d36985""]"	1	95	289	104	90	68	0.755555555556	0.909090909091	0.947368421053	0.686868686869	0.313131313131	resolved		346	158	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	59.6	2e-18	1.6e-18	59.9	1	True	0.9590163934	1	39	12	50	23	23	23	1	1	nat_4cea385a8794a0b112c3	0.71429	0.656569596	0.9191919192	0.9680851064	5.42e-39	vae_candidate_000635	0.696969697	0.303030303	True	0.313131313131	0.408006361769	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	665	1	0	1	665	99	0.888888888889	0.362672321572	0.473783432683	136	True		novelty_score	23
44	vae_candidate_000088	7f6e1f12b07522bd93f092bf51bc2715f5eb91b0a12dade416be3659245eafdf	True	False	eos	102	101	True	False	False	False	True	0.0319443225364	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	101	nat_c468502803b4ab5981f1	"[""nat_c468502803b4ab5981f1""]"	1	95	268	105	91	70	0.769230769231	0.90099009901	0.957894736842	0.693069306931	0.306930693069	resolved		346	158	False	no_extra_domain_evidence		1	0	PF00741:12-52	no_extra_tm_evidence	0			False	detected	43.8	1.7e-13	1.1e-13	44.3	1	True	0.237704918	1	39	12	52	23	23	22	1	0.9565217391	nat_7ee1d64f80049d71603c	0.69565	0.6336613861	0.9108910891	0.9684210526	1.28e-35	vae_candidate_000995	0.6336665347	0.3663334653	True	0.306930693069	0.424579883828	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	87	1	0	1	87	101	0.866666666667	0.367969232651	0.501302565984	136	True		uniqueness_score	22
45	vae_candidate_000220	ac6236b0943d18d2a2bbea2c155e4c255d0179a290acc428265afc5bd200129b	True	False	eos	85	84	True	False	False	False	True	0.0157984496967	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	84	nat_75679c0d4db585656573	"[""nat_75679c0d4db585656573""]"	1	92	323	97	79	76	0.962025316456	0.940476190476	0.858695652174	0.826086956522	0.173913043478	resolved		346	219	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	59.9	1.6e-18	1.2e-18	60.3	1	True	0.9754098361	1	39	11	49	23	23	23	1	1	nat_75679c0d4db585656573	0.91139	0.7826066304	0.9404761905	0.8586956522	5.61e-45	vae_candidate_000396	0.7865191011	0.2134808989	True	0.173913043478	0.307004632168	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	219	1	0	1	219	84	0.77037037037	0.236507272188	0.466136901818	136	True		constraint_score	13
46	vae_candidate_000140	2b9a8424c0644bd0137cf3e15db9ed60acb0f6879a76f3e4885a9b1d28f32444	True	False	eos	109	108	True	False	False	False	True	0.0220676569848	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 10, ""end"": 18, ""length"": 9, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning		main_supported_gvpa	supported_gvpa	pass	108	nat_fca422d4ddd5dcd65605	"[""nat_fca422d4ddd5dcd65605""]"	1	96	312	114	90	79	0.877777777778	0.833333333333	0.9375	0.731481481481	0.268518518519	resolved		346	127	True	no_extra_domain_evidence		1	0	PF00741:28-67	no_extra_tm_evidence	0		base:manual_review	True	detected	44.5	9.9e-14	6.8e-14	45	1	True	0.2540983607	1	39	28	67	23	23	23	1	1	nat_0ae199fc6d044a2da135	0.75532	0.6574081481	0.8703703704	0.9894736842	1.3e-40	vae_candidate_000857	0.6574081481	0.3425918519	True	0.268518518519	0.384588855719	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	139	1	0	1	139	108	0.6	0.230753313431	0.630753313431	136	True		conservation_score	14
47	vae_candidate_000812	29ead3ce3bbf1d7c4b17621856ba1f740d9de1d6a3e2a30f92d398040fa91075	True	False	eos	108	107	True	False	False	False	True	0.0238701541237	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	107	nat_86af2bea85657bdc848a	"[""nat_86af2bea85657bdc848a"", ""nat_d92cb9dcfcf48b731b50""]"	2	93	313.5	113	87	74	0.850574712644	0.81308411215	0.935483870968	0.691588785047	0.308411214953	resolved		346	144	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True	detected	53.7	1.4e-16	1.1e-16	54	1	True	0.5245901639	1	39	12	50	23	23	23	1	1	nat_b5ccff48f879b7cc34ad	0.66981	0.6635500935	0.9906542056	1	1.39e-42	vae_candidate_000332	0.6635525234	0.3364474766	True	0.308411214953	0.418909899002	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	811	1	0	1	811	107	0.740740740741	0.31030362889	0.569562888149	136	True		novelty_score	26
48	vae_candidate_000966	a11f7b94d87017f4f8d10d9a03f51765f5b03cac1af3092bf99f40909ea40115	True	False	eos	93	92	True	False	False	False	True	0.0349696748958	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	92	nat_6681febe116459c77b18	"[""nat_6681febe116459c77b18"", ""nat_6b2c0d4d7468a9bb7cde""]"	2	94	258.5	100	86	66	0.767441860465	0.934782608696	0.914893617021	0.702127659574	0.297872340426	resolved		346	187	True	no_extra_domain_evidence		1	0	PF00741:10-51	no_extra_tm_evidence	0		base:manual_review	True	detected	42.3	4.8e-13	4.8e-13	42.3	1	True	0.06557377049	1	39	10	51	23	23	23	1	1	nat_7ee1d64f80049d71603c	0.65625	0.6631578947	1	1	6.19e-32	vae_candidate_000344	0.6521771739	0.3478228261	True	0.297872340426	0.413660845192	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	965	1	0	1	965	92	0.814814814815	0.337056984971	0.522242170156	136	True		uniqueness_score	25
