sequence_id	split	cluster_id	length	sequence_sha256	source_path	source_id	source_header	annotation_support	family_verification_status
ref_000332	train	cluster_000167	94	1eda5f35014077cd8e255895b81bcbbd3ddca329cac29a21a39478022f8aeb9d	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_097380016|gvpA|protein	WP_097380016|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000333	train	cluster_000224	90	b872ca2d5a2d145dce354d36d77e70eb10a08b2055989b6d954f684f6957713d	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_097009060|gvpA|protein	WP_097009060|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000334	train	cluster_000332	76	b3561a1e0242e2259486fe4e0fe24920cc0a6cfa37ee2d5ee0f4ab2b949738c6	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_095644993|gvpA|protein	WP_095644993|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000335	train	cluster_000332	76	ede685c8031e89299cf7a422150732c34db87965882e0ac21561377ae427499f	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_095644610|gvpA|protein	WP_095644610|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000336	train	cluster_000156	103	2c92df9e3660ae4ae496e54c73138cca30fb4548c57f0128289efe9f3f7cac36	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_094525166|gvpA|protein	WP_094525166|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000337	test	cluster_000178	95	d80e058d93177215aa4b827adc631f2a7322ab03a6cae75ab72c3d5738e3ecab	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_092931071|gvpA|protein	WP_092931071|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000338	train	cluster_000192	94	dbcea97f4e8354ba3556f158a30c55283df4e86ebf04d7cb671a0b5bc988481e	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_092903619|gvpA|protein	WP_092903619|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000339	train	cluster_000207	92	81de2b78d291d512c1e2b89ae8836cdb922d557f92f68910cd6dc03255675b39	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_090618336|gvpA|protein	WP_090618336|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000340	train	cluster_000167	94	9ca97034ea4d97950343fc033bf484179c8f92c0a6eacdd99f4c28a6aec2bc6e	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_090613434|gvpA|protein	WP_090613434|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000341	train	cluster_000179	94	6b2c0d4d7468a9bb7cde732e238d1ac37ecf48b7594a4e6dd060ed6a29af1d8a	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_090506853|gvpA|protein	WP_090506853|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000342	train	cluster_000179	95	4b58b860e36e01bdb682367fbf44812eba6dd58e4e934c378bd9d6aadce1cc6b	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_090381763|gvpA|protein	WP_090381763|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000343	train	cluster_000179	95	d92cb9dcfcf48b731b50931bffc59d2a1f06a3ae808fdec2f664a3f0d1d9d321	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_090303974|gvpA|protein	WP_090303974|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000344	test	cluster_000178	95	57d11d6b58e3b78591e1768389256cd64c1e0161e57131810a0337f1ac2169de	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_090303661|gvpA|protein	WP_090303661|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000345	train	cluster_000208	90	50547bc898f61f24df2523add228d653ee8b40ed98eed53b3ba22738f4493ddc	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_089878752|gvpA|protein	WP_089878752|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000346	train	cluster_000156	104	457c7fa4e188543254407dcd7ec0b9f4c753a7f7645e0d50bffe5dc2233d678b	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_089821089|gvpA|protein	WP_089821089|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000347	train	cluster_000208	92	b28d4ac8e7cffa9c025926a8e11393955e2c916c71da146164fbf842c214385e	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_089805792|gvpA|protein	WP_089805792|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000348	test	cluster_000191	94	d15f613fad1b42703ddc1ccbd88fa6e754ed11b30dd462f8870eb398cdaad739	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_089671674|gvpA|protein	WP_089671674|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000349	train	cluster_000322	78	bf0dfc6c51956e5d54f7904eabcfda2aca05adff69b9fb1a544c2635718dc258	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_089386074|gvpA|protein	WP_089386074|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000350	train	cluster_000179	93	86af2bea85657bdc848aca42419445b798020105b889944f0f4a23c1f143c95c	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_086886824|gvpA|protein	WP_086886824|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000351	train	cluster_000179	94	6681febe116459c77b18efad7fef5a7301d8814a9125f9ef8f9f141b621e879c	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_076582330|gvpA|protein	WP_076582330|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000352	train	cluster_000193	94	13cb78a146ca0e28f916d09fa12a36f962f1909dec115df8c0e38ff362f9dc82	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_076429430|gvpA|protein	WP_076429430|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000353	train	cluster_000167	94	3e6bf91c590be6684eed9926f0f0e4b54a4578f221c09d95018d5a14908398b5	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_076144968|gvpA|protein	WP_076144968|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000354	train	cluster_000277	86	019e8d05123166c4099d1d78d61a60881e08c412015de540a5f80e9c1fb5164f	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_066384857|gvpA|protein	WP_066384857|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000355	train	cluster_000415	67	a073bea82f9def955f000c075cfae3c1467d3fba0e830514cff5c09cb58f32f5	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_066383060|gvpA|protein	WP_066383060|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000356	train	cluster_000252	87	7bd6d00159b2d7ed0289baf8dbbc0ebb56120ef74e8b85de6d4ae75633b37760	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_066382543|gvpA|protein	WP_066382543|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000357	train	cluster_000249	87	fb877ea45a36f28c6227d2338b208ab1161a2a4e796a6f84a45bb7d0af97d97c	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_066146101|gvpA|protein	WP_066146101|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000358	train	cluster_000225	90	ebb2fb66a808274ef5cfe04707c1d81b3ad3ca9df72f30b25a365a4671a968a7	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_058580750|gvpA|protein	WP_058580750|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000359	test	cluster_000178	96	a8908cb0d732ddf5c6d4015b65fb6269eb16472b451882b8c89d16840fbc3e35	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_054862714|gvpA|protein	WP_054862714|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000360	train	cluster_000189	94	64863b5b8a6b08db9fd70b7ba62bb8445581113adc87bf956801db63e08bcc12	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_050050395|gvpA|protein	WP_050050395|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000361	train	cluster_000157	102	ab2292bf5276ca31007d0dc53dd8ebc55cb8125531f36f45413b763b2188dc39	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049998656|gvpA|protein	WP_049998656|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000362	train	cluster_000157	104	034d9111e895aa2cb4fabb563eecf05be5b4f98a321959c457cc9a0aad52c226	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049998364|gvpA|protein	WP_049998364|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000363	train	cluster_000157	104	366f2df371810fefd4a476802671222a5ca10961b020d4cf8ece4a47f03ab609	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049997333|gvpA|protein	WP_049997333|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000364	test	cluster_000178	95	acb38079c01f07d0de6f29f2273ec2474d3cad1e2f80da6f6ad246155c67ee1d	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049989893|gvpA|protein	WP_049989893|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000365	train	cluster_000193	85	06a18e8f389879fa735770e4aa811f6d1182d4ca43d77b59e264dea099199cab	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049970408|gvpA|protein	WP_049970408|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000366	train	cluster_000313	82	07248f2d3ff700c7afcd578e9123a5c406facb5736db0e6b2924d0c06383e9d8	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049970405|gvpA|protein	WP_049970405|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000367	train	cluster_000186	95	edcfcd19baadeee00eaf88cd06aa255a44d20962443de37c5e4e6f69e5726912	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049954064|gvpA|protein	WP_049954064|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000368	train	cluster_000248	87	320fa412f1f1ad675d121137f62af03e9b7a5537d65ced7d2559d731d92bbefb	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049934428|gvpA|protein	WP_049934428|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000369	train	cluster_000322	76	f7dbe09f7bde0afd35430a77ff43add3b256326bed36cfc07fed23d5822002be	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049934333|gvpA|protein	WP_049934333|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000370	train	cluster_000167	94	c8490949e18e771ed8c8c54d9d56b4da4a1f8d86dfa0370f486346aacacdb834	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049924581|gvpA|protein	WP_049924581|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000371	train	cluster_000179	95	94cdaea6b1db7bfe983fd9e26f2c34a76d5b03114834feeda1e1a352b8bbdd5a	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049920063|gvpA|protein	WP_049920063|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000372	test	cluster_000214	91	478e03d6c766c60924226ea84dea052661faf07a209b53f6593e5f431ea227c3	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049917180|gvpA|protein	WP_049917180|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000373	train	cluster_000157	102	36a56467f4a25638e5d817c77266a55f448d21d707b5e77c76f4f04be135e47a	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049916017|gvpA|protein	WP_049916017|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000374	validation	cluster_000149	112	0dbc89dc4cb8f990179544020fbefaa87d99484de6d52245136c3beb3af5cd52	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049898790|gvpA|protein	WP_049898790|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000375	train	cluster_000179	95	78005b3dddedd0251b7e469f41fbcd8bf829877f05128bcc7791ccfc6e66686e	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_049889998|gvpA|protein	WP_049889998|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000376	train	cluster_000333	76	448d52f7c380acd653509b909b66c6ae1230252cfa74026dcde3b1a46691dd4a	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_048122675|gvpA|protein	WP_048122675|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000377	train	cluster_000333	76	f603a0bdb36b55f4482180fa3867f971263919a815b902f3c22fbd72cd37faeb	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_048122673|gvpA|protein	WP_048122673|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000378	train	cluster_000333	76	509ca7d230eacbb916e48c1f641bab8243caa81cc5f5a9887716747596ce64cb	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_048109058|gvpA|protein	WP_048109058|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000379	train	cluster_000322	72	3cc2cb889cfdbbcaa17bf78c8d1d3f4b5ca85aeafe19b48a7f83e9cfd59ead9f	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_021056303|gvpA|protein	WP_021056303|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000380	train	cluster_000179	92	b5ccff48f879b7cc34ad8f5c36b63b1a1bb528349643c9b217bca4d7298417d4	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_019991572|gvpA|protein	WP_019991572|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000381	train	cluster_000322	76	32d58e5d24419efe5e0e2d345df828191c6edfe2f9e053ecf19a879f70d4d31e	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_015408777|gvpA|protein	WP_015408777|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000382	train	cluster_000179	93	b14dbbd56a14a62380290dac535357a72a6641c6900bc8a641d3956ff85a3938	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_015322023|gvpA|protein	WP_015322023|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000383	train	cluster_000167	95	842bc418f0682cd2a9c8df6c49ea422dbc803155124a6846d7a60d9d83a8a90e	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_013878361|gvpA|protein	WP_013878361|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000384	train	cluster_000179	95	d5d6f3cedb33fb3328b601b229fc76346413f748702fa12fdf520f8cdc8519e2	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_012996341|gvpA|protein	WP_012996341|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000385	train	cluster_000184	94	30c8db5b2a48ec02340b2ce6c673667f0e2f4cfc8b42d7c7d20367dd7f71507f	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_012944239|gvpA|protein	WP_012944239|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000386	test	cluster_000178	96	69442765a7e1224b043564331c6a208751a6131dc80765ddc7035960ee05acfe	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_012943535|gvpA|protein	WP_012943535|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000387	validation	cluster_000330	74	90e82772d308676c75568c0c440d84add6c49bafb1f3bedb28a64fca998175f4	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_011695264|gvpA|protein	WP_011695264|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000388	validation	cluster_000330	76	8f5ca23cd23d0262e12ba17fdf7f59af0af7fbfbf872d5e03a508e72d66e5cf7	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_011695263|gvpA|protein	WP_011695263|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000389	train	cluster_000322	72	61a382d08777524701b3b127d54c55544b762da256e18e1289de6de3ef39b838	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_011571057|gvpA|protein	WP_011571057|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000390	train	cluster_000333	76	a4ce46bc0db75edd289273c61df2447a16f7eaa54328c95a55ded723eb926a9b	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_011305365|gvpA|protein	WP_011305365|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000391	train	cluster_000322	79	766d45336d56f5b42f24327e8017dcef111a6d0d9ef09d065ff599ed28c3610e	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_010904108|gvpA|protein	WP_010904108|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000392	train	cluster_000322	76	49cef355c6ba3187ae5c9104097887f71b46d34a1bb4fd051de140f31dbffc07	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_010890519|gvpA|protein	WP_010890519|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000393	train	cluster_000157	103	fbe5bf19f8b5fcb8a504024622d873d9b4f8c910fec29a7faa90e94923d116c4	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_010612514|gvpA|protein	WP_010612514|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000394	test	cluster_000178	96	1564401f2a553c4446671309877ae8049b5a83a474fb16f11935710b111eab15	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_008894730|gvpA|protein	WP_008894730|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000395	train	cluster_000179	95	5d40201e59780a4578e1d59e27b596d8b7ecbc64ed4cc25e82feb3008c524ad8	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_008893968|gvpA|protein	WP_008893968|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000396	train	cluster_000252	87	718f9add2c10ca08b4a575acf96abc0dcfd73ebbeae7c2909b168d955ffc5d3f	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_008417043|gvpA|protein	WP_008417043|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000397	train	cluster_000179	94	0101bc590c89813c161ae168ca4f86007d01c01c36444a15865973f349d0339a	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_008159420|gvpA|protein	WP_008159420|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000398	test	cluster_000178	95	c0d8f1302fa41452efbc27f0da36de9737dad5583e87b081c35fdb231d1dfb9e	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_008012794|gvpA|protein	WP_008012794|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000399	train	cluster_000249	87	6dc60142a293ec7c6dcbc27c09b6bd4ab18fe21e29a4c461e5c54fe81310b371	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_007982669|gvpA|protein	WP_007982669|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000400	train	cluster_000157	102	2f7a03239bef14f781932b4cbbdd20ea215b34ed691725f89b24eaa547c604ee	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_007739252|gvpA|protein	WP_007739252|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000401	train	cluster_000175	97	3d7fc725cd17cf23a73cdd2fb181a785b4c0ce2fd640f88c1f716c829b659260	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_007704306|gvpA|protein	WP_007704306|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000402	test	cluster_000178	96	729a9790a662e92ab3799a9b33c364191eba685ca2792cdf185ac1d3fb9631ce	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_007260761|gvpA|protein	WP_007260761|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000403	train	cluster_000167	94	215f48254c804f1f2876885b96f7a1981396e0fb0da219049cbad3c376111fab	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_007109509|gvpA|protein	WP_007109509|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000404	test	cluster_000178	93	62bc5089576517d5fad1f755bd6f0eda8ed64f4dc9ca1f0cd5ab9ed08b8ae872	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_006432777|gvpA|protein	WP_006432777|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000405	test	cluster_000178	94	8189ed3c9ac18707f54985fd1f832186b5ab06ffd03b98d13b6a5a880b456e0a	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_006184742|gvpA|protein	WP_006184742|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000406	test	cluster_000178	94	168a7720be25950ce7a56e347f224374ee278a9197375f2b7d12fea4130f8457	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_006182094|gvpA|protein	WP_006182094|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000407	train	cluster_000180	95	c468502803b4ab5981f1302a02b554d7384ecf63ec65dfc34a329984ff234ccc	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_006168082|gvpA|protein	WP_006168082|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000408	train	cluster_000180	95	d07d112598796fe30d761bb0dee53a532c60b6f2660ff50f32e5608f27b8723f	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_006108429|gvpA|protein	WP_006108429|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000409	test	cluster_000178	95	dad443e0412ef646de5e1ae6b2283ed6666f0e42f2690ca0f566cbd01cf47c41	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_006088519|gvpA|protein	WP_006088519|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000410	validation	cluster_000149	110	b89284c786e1b2202da6e961528e32ed308b4796e507d5315e8056ccc2ac7ed8	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_006076709|gvpA|protein	WP_006076709|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000411	train	cluster_000322	78	145768217677e4dfa78ed5dde6674fe0ca135ad06080e9e3798a31edb3c3e23c	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_006056149|gvpA|protein	WP_006056149|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000412	train	cluster_000179	95	1f956fdbc151f2ec0ffb1f0d512e8c72eb59659a79d6fdd4047293e97fad8dda	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_005580866|gvpA|protein	WP_005580866|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000413	train	cluster_000189	94	00058845722df3ede42246221d3dd0d68e42ec4d53ca2d5b48576007b95adbfe	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_005558079|gvpA|protein	WP_005558079|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000414	validation	cluster_000149	110	4983f01969b214844bb92ed36b1e236cf9d1d32f53cb2c9361b30f6210259288	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_005043849|gvpA|protein	WP_005043849|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000415	train	cluster_000318	72	044b97bbcc6fc75d19af1c5b8afe151ed6a3515841f784c5b7b639e655a343cd	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_190432663|gvpA|protein	WP_190432663|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000416	train	cluster_000211	72	0d7970548e5a353c52b0e8b1402d238f57b6b050f0a0b7636b28b3769e24464a	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_190377542|gvpA|protein	WP_190377542|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000417	test	cluster_000254	87	9fe918e0f2a37590ea6b48533fa54067a87fbe8d176306f0c916781b3212fd6d	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_054860102|gvpA|protein	WP_054860102|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000418	train	cluster_000318	72	1bf14199f279ca97cc940b885b8a0780eec9fbdfabd31100b7af7dd87ccb4885	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_341471618|gvpA|protein	WP_341471618|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000419	test	cluster_000394	70	a84874ccf2cf9f12a8eff022b9f61b67400be272b175425a21b81f17d3deea8e	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_089851011|gvpA|protein	WP_089851011|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000420	train	cluster_000279	86	2549c61eaa1c68f7925735451d0233352fadb592c390b0c9932c51733d5a24e6	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_159869007|gvpA|protein	WP_159869007|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000421	train	cluster_000200	90	142752963930eab74d74d4bcaff60e47ff770976c838c012b58dcaa26d2a4fea	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_071272787|gvpA|protein	WP_071272787|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000422	train	cluster_000202	91	9f8c36880cfb04e0cba55b432093f0aa8271cf043ffe34acc59bb9d848f90db6	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_095313309|gvpA|protein	WP_095313309|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000423	validation	cluster_000342	73	b1857f03b52d3c765ea44605167b7ee6d0e849f9d810b2d427d6ff293c822d68	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_086756007|gvpA|protein	WP_086756007|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
