sequence_id	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	query_length	closest_reference_id	closest_reference_ids	closest_reference_tie_count	target_length	alignment_score	alignment_length	aligned_pairs	identical_residues	identity	query_coverage	target_coverage	effective_identity	distance	distance_status	distance_reason	reference_count	resolved_reference_count	qc_failure_reasons	qc_checks_not_run	review_required	review_reasons
gen_78	105	True	False	False	False	True	0.1840149511077812	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	105	ref_001119	"[""ref_001119""]"	1	121	5.0	125	101	25	0.24752475247524752	0.9619047619047619	0.8347107438016529	0.2066115702479339	0.7933884297520661	resolved		1224	7			True	qc_warning
gen_79	112	True	False	False	False	True	0.09595616371549986	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	112	ref_001069	"[""ref_001069""]"	1	105	29.0	123	94	33	0.35106382978723405	0.8392857142857143	0.8952380952380953	0.29464285714285715	0.7053571428571428	resolved		1224	32			True	qc_warning
gen_80	91	True	False	False	False	True	0.12492262071787708	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	91	ref_000049	"[""ref_000049"", ""ref_000723"", ""ref_000755""]"	3	87	8.0	104	74	22	0.2972972972972973	0.8131868131868132	0.8505747126436781	0.24175824175824176	0.7582417582417582	resolved		1224	14			True	qc_warning;reference_tie
gen_81	93	True	False	False	False	True	0.1333839706589705	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	93	ref_001108	"[""ref_001108""]"	1	92	1.0	110	75	28	0.37333333333333335	0.8064516129032258	0.8152173913043478	0.3010752688172043	0.6989247311827957	resolved		1224	51			True	qc_warning
gen_82	103	True	False	False	False	True	0.11153769639398695	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	103	ref_000254	"[""ref_000254"", ""ref_000409""]"	2	96	5.5	115	84	26	0.30952380952380953	0.8155339805825242	0.875	0.2524271844660194	0.7475728155339806	resolved		1224	28			True	qc_warning;reference_tie
gen_83	84	True	False	False	False	True	0.10904318031594638	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	84	ref_000217	"[""ref_000217""]"	1	89	18.5	97	76	26	0.34210526315789475	0.9047619047619048	0.8539325842696629	0.29213483146067415	0.7078651685393258	resolved		1224	180			True	qc_warning
gen_84	92	True	False	False	False	True	0.1535353165039643	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	92	ref_000530	"[""ref_000530"", ""ref_000753""]"	2	92	3.0	106	78	25	0.32051282051282054	0.8478260869565217	0.8478260869565217	0.2717391304347826	0.7282608695652174	resolved		1224	3			True	qc_warning;reference_tie
gen_85	104	True	False	False	False	True	0.12241618689328165	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	104	ref_000238	"[""ref_000238""]"	1	93	30.0	113	84	27	0.32142857142857145	0.8076923076923077	0.9032258064516129	0.25961538461538464	0.7403846153846154	resolved		1224	93			True	qc_warning
gen_86	102	True	False	False	False	True	0.11429793372281982	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	102	ref_000101	"[""ref_000101"", ""ref_000238"", ""ref_000315"", ""ref_000834""]"	4	100	23.0	113	89	30	0.33707865168539325	0.8725490196078431	0.89	0.29411764705882354	0.7058823529411764	resolved		1224	148			True	qc_warning;reference_tie
gen_87	104	True	False	False	False	True	0.10031069596916584	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	104	ref_000238	"[""ref_000238"", ""ref_000778""]"	2	93	22.5	109	88	30	0.3409090909090909	0.8461538461538461	0.946236559139785	0.28846153846153844	0.7115384615384616	resolved		1224	106			True	qc_warning;reference_tie
gen_88	98	True	False	False	False	True	0.13735773290091502	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	98	ref_000303	"[""ref_000303""]"	1	97	11.0	116	79	28	0.35443037974683544	0.8061224489795918	0.8144329896907216	0.2857142857142857	0.7142857142857143	resolved		1224	25			True	qc_warning
gen_89	96	True	False	False	False	True	0.1315700750855835	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	96	ref_000401	"[""ref_000401""]"	1	97	1.5	110	83	29	0.3493975903614458	0.8645833333333334	0.8556701030927835	0.29896907216494845	0.7010309278350515	resolved		1224	150			True	qc_warning
gen_90	97	True	False	False	False	True	0.1329553452136168	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	97	ref_000038	"[""ref_000038"", ""ref_000223"", ""ref_000325"", ""ref_000409""]"	4	95	6.5	111	81	27	0.3333333333333333	0.8350515463917526	0.8526315789473684	0.27835051546391754	0.7216494845360825	resolved		1224	39			True	qc_warning;reference_tie
gen_91	83	True	False	False	False	True	0.13337700987223622	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	83		[]	0											unresolved	no_reliable_reference	1224	0			True	qc_warning;reference_unresolved
gen_93	266	True	False	False	False	True	0.06780877943917482	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning	266		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;qc_warning;reference_unresolved
gen_94	74	True	False	False	False	True	0.048375391099869096	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True			74	ref_000468	"[""ref_000468"", ""ref_000869""]"	2	71	55.0	83	62	28	0.45161290322580644	0.8378378378378378	0.8732394366197183	0.3783783783783784	0.6216216216216216	resolved		1224	367			True	reference_tie
gen_95	104	True	False	False	False	True	0.07131533659328292	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	104	ref_000864	"[""ref_000864""]"	1	111	170.5	119	96	55	0.5729166666666666	0.9230769230769231	0.8648648648648649	0.4954954954954955	0.5045045045045045	resolved		1224	335			True	qc_warning
gen_96	304	True	False	False	False	True	0.055041374182175855	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum		304		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;reference_unresolved
gen_97	136	True	False	False	False	True	0.035081557430436464	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 7, ""end"": 15, ""length"": 9, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning	136	ref_001111	"[""ref_001111""]"	1	136	476.0	137	135	101	0.7481481481481481	0.9926470588235294	0.9926470588235294	0.7426470588235294	0.25735294117647056	resolved		1224	262			True	qc_warning
gen_98	104	True	False	False	False	True	0.057006419977046	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True			104	ref_000003	"[""ref_000003"", ""ref_000055"", ""ref_000361"", ""ref_000362"", ""ref_000400""]"	5	98	15.0	108	94	26	0.2765957446808511	0.9038461538461539	0.9591836734693877	0.25	0.75	resolved		1224	40			True	reference_tie
gen_99	114	True	False	False	False	True	0.05464635696234117	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True			114	ref_000320	"[""ref_000320"", ""ref_000410"", ""ref_001114""]"	3	111	18.5	129	96	27	0.28125	0.8421052631578947	0.8648648648648649	0.23684210526315788	0.7631578947368421	resolved		1224	16			True	reference_tie
gen_100	110	True	False	False	False	True	0.12962247223284484	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	110	ref_001113	"[""ref_001113""]"	1	120	9.5	134	96	30	0.3125	0.8727272727272727	0.8	0.25	0.75	resolved		1224	5			True	qc_warning
gen_101	71	True	False	False	False	True	0.039989760064265134	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True			71	ref_000506	"[""ref_000506"", ""ref_000861""]"	2	69	292.5	71	69	64	0.927536231884058	0.971830985915493	1.0	0.9014084507042254	0.09859154929577463	resolved		1224	629			True	reference_tie
gen_102	119	True	False	False	False	True	0.08153439226546455	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	119	ref_001027	"[""ref_001027""]"	1	125	178.0	135	109	53	0.48623853211009177	0.9159663865546218	0.872	0.424	0.5760000000000001	resolved		1224	124			True	qc_warning
gen_103	98	True	False	False	False	True	0.09238953265590394	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	98	ref_000095	"[""ref_000095"", ""ref_001108""]"	2	92	0.5	111	79	27	0.34177215189873417	0.8061224489795918	0.8586956521739131	0.2755102040816326	0.7244897959183674	resolved		1224	15			True	qc_warning;reference_tie
gen_104	74	True	False	False	False	True	0.11199346107148972	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	74	ref_000831	"[""ref_000831""]"	1	75	27.0	85	64	28	0.4375	0.8648648648648649	0.8533333333333334	0.37333333333333335	0.6266666666666667	resolved		1224	287			True	qc_warning
gen_105	341	True	False	False	False	True	0.02866221903138262	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum		341		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;reference_unresolved
gen_106	101	True	False	False	False	True	0.14980367008707626	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	101	ref_000552	"[""ref_000552""]"	1	87	3.0	104	84	27	0.32142857142857145	0.8316831683168316	0.9655172413793104	0.26732673267326734	0.7326732673267327	resolved		1224	47			True	qc_warning
gen_107	98	True	False	False	False	True	0.1619457571093213	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	98	ref_000348	"[""ref_000348""]"	1	94	9.5	112	80	30	0.375	0.8163265306122449	0.851063829787234	0.30612244897959184	0.6938775510204082	resolved		1224	119			True	qc_warning
gen_108	103	True	False	False	False	True	0.15502811193740876	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	103	ref_000338	"[""ref_000338""]"	1	94	13.0	114	83	33	0.39759036144578314	0.8058252427184466	0.8829787234042553	0.32038834951456313	0.6796116504854368	resolved		1224	35			True	qc_warning
gen_110	93	True	False	False	False	True	0.13093498371828816	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	93	ref_000315	"[""ref_000315""]"	1	95	2.5	110	78	29	0.3717948717948718	0.8387096774193549	0.8210526315789474	0.30526315789473685	0.6947368421052631	resolved		1224	28			True	qc_warning
gen_111	110	True	False	False	False	True	0.15410491820995753	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	110	ref_000126	"[""ref_000126""]"	1	89	4.5	110	89	26	0.29213483146067415	0.8090909090909091	1.0	0.23636363636363636	0.7636363636363637	resolved		1224	4			True	qc_warning
gen_112	106	True	False	False	False	True	0.1687076714609742	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	106	ref_001050	"[""ref_001050""]"	1	108	19.0	122	92	29	0.31521739130434784	0.8679245283018868	0.8518518518518519	0.26851851851851855	0.7314814814814814	resolved		1224	10			True	qc_warning
gen_113	301	True	False	False	False	True	0.0798829987940575	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning	301		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;qc_warning;reference_unresolved
gen_114	444	True	False	False	False	True	0.040117498999578796	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum		444		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;reference_unresolved
gen_115	127	True	False	False	False	True	0.06493435772427683	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	127	ref_001050	"[""ref_001050""]"	1	108	234.0	131	104	67	0.6442307692307693	0.8188976377952756	0.9629629629629629	0.5275590551181102	0.4724409448818898	resolved		1224	207			True	qc_warning
gen_116	100	True	False	False	False	True	0.13051596613651872	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	100	ref_000271	"[""ref_000271"", ""ref_000483""]"	2	92	19.5	108	84	23	0.27380952380952384	0.84	0.9130434782608695	0.23	0.77	resolved		1224	32			True	qc_warning;reference_tie
gen_117	103	True	False	False	False	True	0.07794038690642159	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	103	ref_000361	"[""ref_000361""]"	1	102	33.0	117	88	31	0.3522727272727273	0.8543689320388349	0.8627450980392157	0.30097087378640774	0.6990291262135923	resolved		1224	36			True	qc_warning
gen_118	156	True	False	False	False	True	0.04828658132729624	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True			156	ref_000935	"[""ref_000935"", ""ref_001040""]"	2	156	648.0	159	153	139	0.9084967320261438	0.9807692307692307	0.9807692307692307	0.8910256410256411	0.10897435897435892	resolved		1224	229			True	reference_tie
gen_119	337	True	False	False	False	True	0.09805252763941943	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning	337		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;qc_warning;reference_unresolved
gen_120	347	True	False	False	False	True	0.03384858591184685	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum		347		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;reference_unresolved
gen_121	114	True	False	False	False	True	0.10142898994264499	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	114	ref_000864	"[""ref_000864""]"	1	111	14.0	130	95	26	0.2736842105263158	0.8333333333333334	0.8558558558558559	0.22807017543859648	0.7719298245614035	resolved		1224	11			True	qc_warning
gen_122	92	True	False	False	False	True	0.14883489691592397	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	92	ref_000333	"[""ref_000333""]"	1	90	13.0	108	74	27	0.36486486486486486	0.8043478260869565	0.8222222222222222	0.29347826086956524	0.7065217391304348	resolved		1224	93			True	qc_warning
gen_124	282	True	False	False	False	True	0.06624974946931235	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning	282		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;qc_warning;reference_unresolved
gen_126	92	True	False	False	False	True	0.181667262260775	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	92	ref_000005	"[""ref_000005""]"	1	82	2.5	98	76	17	0.2236842105263158	0.8260869565217391	0.926829268292683	0.18478260869565216	0.8152173913043479	resolved		1224	1			True	qc_warning
gen_128	93	True	False	False	False	True	0.132583577148403	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	93	ref_000299	"[""ref_000299"", ""ref_000382"", ""ref_000550"", ""ref_000800""]"	4	85	13.5	98	80	22	0.275	0.8602150537634409	0.9411764705882353	0.23655913978494625	0.7634408602150538	resolved		1224	147			True	qc_warning;reference_tie
gen_129	73	True	False	False	False	True	0.1269155533852655	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	73	ref_000522	"[""ref_000522""]"	1	70	91.5	81	62	32	0.5161290322580645	0.8493150684931506	0.8857142857142857	0.4383561643835616	0.5616438356164384	resolved		1224	360			True	qc_warning
gen_130	120	True	False	False	False	True	0.08245324201908702	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	120	ref_001029	"[""ref_001029""]"	1	133	12.0	145	108	34	0.3148148148148148	0.9	0.8120300751879699	0.2556390977443609	0.7443609022556391	resolved		1224	2			True	qc_warning
gen_131	94	True	False	False	False	True	0.10875426971657962	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	94	ref_000214	"[""ref_000214""]"	1	95	1.0	110	79	17	0.21518987341772153	0.8404255319148937	0.8315789473684211	0.17894736842105263	0.8210526315789474	resolved		1224	1			True	qc_warning
gen_133	106	True	False	False	False	True	0.11762706023719526	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	106	ref_000126	"[""ref_000126"", ""ref_000223"", ""ref_000238"", ""ref_000305"", ""ref_000359"", ""ref_000639"", ""ref_000729""]"	7	89	25.0	106	89	28	0.3146067415730337	0.839622641509434	1.0	0.2641509433962264	0.7358490566037736	resolved		1224	257			True	qc_warning;reference_tie
gen_134	107	True	False	False	False	True	0.11893023946073292	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	107		[]	0											unresolved	no_reliable_reference	1224	0			True	qc_warning;reference_unresolved
gen_135	98	True	False	False	False	True	0.11783451044456246	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	98	ref_000210	"[""ref_000210""]"	1	95	18.0	113	80	30	0.375	0.8163265306122449	0.8421052631578947	0.30612244897959184	0.6938775510204082	resolved		1224	93			True	qc_warning
gen_136	95	True	False	False	False	True	0.13493828858990803	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	95	ref_000179	"[""ref_000179"", ""ref_000548"", ""ref_000646"", ""ref_000648"", ""ref_000772""]"	5	86	9.5	105	76	21	0.27631578947368424	0.8	0.8837209302325582	0.22105263157894736	0.7789473684210526	resolved		1224	10			True	qc_warning;reference_tie
gen_137	93	True	False	False	False	True	0.1618344875547798	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	93	ref_000153	"[""ref_000153"", ""ref_000249"", ""ref_000404""]"	3	87	7.0	103	77	23	0.2987012987012987	0.8279569892473119	0.8850574712643678	0.24731182795698925	0.7526881720430108	resolved		1224	6			True	qc_warning;reference_tie
gen_138	94	True	False	False	False	True	0.17356972266372833	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	94	ref_000042	"[""ref_000042"", ""ref_000100"", ""ref_000197"", ""ref_000231"", ""ref_000239"", ""ref_000269"", ""ref_000275"", ""ref_000285"", ""ref_000292"", ""ref_000300"", ""ref_000314"", ""ref_000315"", ""ref_000317"", ""ref_000342"", ""ref_000364"", ""ref_000375"", ""ref_000383"", ""ref_000398""]"	18	95	2.0	110	79	26	0.3291139240506329	0.8404255319148937	0.8315789473684211	0.2736842105263158	0.7263157894736842	resolved		1224	48			True	qc_warning;reference_tie
gen_139	91	True	False	False	False	True	0.09449113997223219	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	91	ref_000295	"[""ref_000295"", ""ref_000332"", ""ref_000340"", ""ref_000341"", ""ref_000351"", ""ref_000353"", ""ref_000370"", ""ref_000397"", ""ref_000403"", ""ref_000405"", ""ref_000406""]"	11	94	85.5	105	80	35	0.4375	0.8791208791208791	0.851063829787234	0.3723404255319149	0.6276595744680851	resolved		1224	444			True	qc_warning;reference_tie
gen_140	97	True	False	False	False	True	0.14214240151934665	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	97	ref_000126	"[""ref_000126"", ""ref_000238"", ""ref_000272""]"	3	89	8.0	106	80	26	0.325	0.8247422680412371	0.898876404494382	0.26804123711340205	0.731958762886598	resolved		1224	19			True	qc_warning;reference_tie
gen_141	94	True	False	False	False	True	0.11450915254037947	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	94		[]	0											unresolved	no_reliable_reference	1224	0			True	qc_warning;reference_unresolved
gen_143	112	True	False	False	False	True	0.19263893856595832	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	112	ref_001050	"[""ref_001050""]"	1	108	26.5	128	92	31	0.33695652173913043	0.8214285714285714	0.8518518518518519	0.2767857142857143	0.7232142857142857	resolved		1224	5			True	qc_warning
gen_144	99	True	False	False	False	True	0.12082753320663535	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	99	ref_000329	"[""ref_000329"", ""ref_000344"", ""ref_000407"", ""ref_000412"", ""ref_000575""]"	5	96	26.5	110	85	28	0.32941176470588235	0.8585858585858586	0.8854166666666666	0.2828282828282828	0.7171717171717171	resolved		1224	81			True	qc_warning;reference_tie
gen_145	91	True	False	False	False	True	0.13304197953051886	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	91	ref_000351	"[""ref_000351""]"	1	94	24.5	108	77	33	0.42857142857142855	0.8461538461538461	0.8191489361702128	0.35106382978723405	0.648936170212766	resolved		1224	175			True	qc_warning
gen_146	307	True	False	False	False	True	0.06868799768713085	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning	307		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;qc_warning;reference_unresolved
gen_147	97	True	False	False	False	True	0.1474719684109196	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	97	ref_000338	"[""ref_000338"", ""ref_000367"", ""ref_000611""]"	3	94	3.5	113	78	27	0.34615384615384615	0.8041237113402062	0.8297872340425532	0.27835051546391754	0.7216494845360825	resolved		1224	24			True	qc_warning;reference_tie
gen_148	76	True	False	False	False	True	0.09642292546080196	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	76	ref_000297	"[""ref_000297"", ""ref_000311"", ""ref_000312"", ""ref_000381""]"	4	72	37.5	85	63	28	0.4444444444444444	0.8289473684210527	0.875	0.3684210526315789	0.631578947368421	resolved		1224	402			True	qc_warning;reference_tie
gen_149	87	True	False	False	False	True	0.15866899591988623	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	87	ref_000126	"[""ref_000126""]"	1	89	3.0	104	72	26	0.3611111111111111	0.8275862068965517	0.8089887640449438	0.29213483146067415	0.7078651685393258	resolved		1224	13			True	qc_warning
gen_150	97	True	False	False	False	True	0.09103648753624563	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	97	ref_000126	"[""ref_000126""]"	1	89	0.5	106	80	30	0.375	0.8247422680412371	0.898876404494382	0.30927835051546393	0.6907216494845361	resolved		1224	112			True	qc_warning
gen_151	92	True	False	False	False	True	0.13442749574181262	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	92	ref_000530	"[""ref_000530"", ""ref_000753""]"	2	92	7.0	106	78	26	0.3333333333333333	0.8478260869565217	0.8478260869565217	0.2826086956521739	0.7173913043478262	resolved		1224	11			True	qc_warning;reference_tie
gen_152	103	True	False	False	False	True	0.11441878726396201	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	103	ref_000799	"[""ref_000799""]"	1	96	1.5	113	86	26	0.3023255813953488	0.8349514563106796	0.8958333333333334	0.2524271844660194	0.7475728155339806	resolved		1224	1			True	qc_warning
gen_153	107	True	False	False	False	True	0.13250757619159304	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	107	ref_000864	"[""ref_000864""]"	1	111	21.5	121	97	29	0.29896907216494845	0.9065420560747663	0.8738738738738738	0.26126126126126126	0.7387387387387387	resolved		1224	92			True	qc_warning
gen_154	121	True	False	False	False	True	0.1122340689116002	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	121	ref_001087	"[""ref_001087""]"	1	122	6.0	144	99	27	0.2727272727272727	0.8181818181818182	0.8114754098360656	0.22131147540983606	0.7786885245901639	resolved		1224	3			True	qc_warning
gen_155	98	True	False	False	False	True	0.168441936728918	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	98	ref_000238	"[""ref_000238"", ""ref_000324"", ""ref_000338""]"	3	93	10.0	107	84	29	0.34523809523809523	0.8571428571428571	0.9032258064516129	0.29591836734693877	0.7040816326530612	resolved		1224	59			True	qc_warning;reference_tie
