sequence_id	sequence_sha256	sequence_length	pf00741_status	pf00741_score	pf00741_sequence_score	pf00741_coverage	best_family	best_family_score	second_family	second_family_score	family_margin	best_model_coverage	best_query_coverage	family_status	classification_reason	gvpa_score	gvpj_score	hmm_family_status	similarity_best_family	similarity_best_reference	similarity_effective_identity	similarity_query_coverage	similarity_target_coverage	similarity_second_family	similarity_second_identity	similarity_margin
gen_82	1fb21e1bb28f77e8a4a14dda227a65459c73611fba334c37b17ba8583c26ad7d	103	fail			0.0	gvpk	119.8	gvpl	1.4	118.39999999999999	0.956989247311828	0.8543689320388349	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_f9fd8306d74bf30082b9	0.5754716981132075	0.8058252427184466	0.8207547169811321			
gen_83	633aee18f534ed030f8f90158a3271ac58f00b115f6b0af053cdc35b9c3e0417	84	fail			0.0	gvpg	127.6	gvpl	3.3	124.3	1.0	1.0	unsupported	competitive_gvpg_support;profile_sequence_family_conflict		0.7	other_gvp	gvpf	nat_a805025f1e78467c4256	0.9285714285714286	1.0	1.0	gvpg	0.6666666666666666	0.261904761904762
gen_84	c697ce95ef862a375889d04914c2906de5bb99a4074758d11112bc188a9c82a5	92	fail			0.0	gvpk	118.4				0.946236559139785	0.9456521739130435	other_gvp	competitive_gvpk_support;no_reportable_runner_up;competitive_sequence_agreement			other_gvp	gvpk	nat_10a2bccfc68f5e531829	0.6530612244897959	0.8152173913043478	0.7653061224489796			
gen_85	9503fea3283995f7f77e17eca36be26c7cdc306df5b56d441ad73ecc3941af7c	104	fail			0.0	gvpk	113.9	gvpl	0.3	113.60000000000001	0.946236559139785	0.8365384615384616	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_f5417bd74b0ff41e1cb0	0.4909090909090909	0.8461538461538461	0.8272727272727273			
gen_86	717d7a5f2e2bb12105c54748f14d6a44a0a0f6296d8e55c7c3d4b4eeb1e71016	102	fail			0.0	gvpk	123.1	gvpl	2.3	120.8	0.956989247311828	0.8627450980392157	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_829e22f860a4267265e7	0.5663716814159292	0.8529411764705882	0.7699115044247787			
gen_87	964af537ac1c93187557129af76f42838147b8a1619f86917e9568bcb7ccea16	104	fail			0.0	gvpk	119.4	gvpl	2.1	117.30000000000001	0.956989247311828	0.8461538461538461	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_88	ed68f2a7af830d9f1c877fb397d46947c9fc515723a6afbf22205a7ea80fc873	98	fail			0.0	gvpk	121.2	gvpl	3.8	117.4	0.967741935483871	0.9081632653061225	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_2730dab12de0ce3ce325	0.8163265306122449	0.9285714285714286	0.9891304347826086			
gen_89	da942027a51532c006502dcb63ed34c98da4ae66f41e4501ee0069b94faf4919	96	fail			0.0	gvpk	118.6	gvpl	1.9	116.69999999999999	0.956989247311828	0.9166666666666666	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_6a2caa9d644a05b1fa76	0.6458333333333334	0.8333333333333334	0.8297872340425532			
gen_90	e9b108458deb9c79685fb45bfdc748b010cf9d14c43610be9379e981a22df5ce	97	fail			0.0	gvpk	114.3	gvpv	1.3	113.0	0.956989247311828	0.9072164948453608	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_538664c2c899a02c8b5c	0.6494845360824743	0.7319587628865979	0.8160919540229885			
gen_91	4a7810df4c9fb1174055d526927e28ee573e7cedf7f24bf395630a8eea4a0e55	83	pass	39.2	39.5	0.9230769230769231			gvpj	39.0		0.0	0.0	unsupported	no_qualified_subfamily_hit	17.3	39.0	unsupported	gvpj	nat_119785f1c0655d1d50b6	0.3373493975903614	0.7108433734939759	0.7922077922077922			
gen_92	2bb33bc2ea9f4c8104ea9e9d1a45edef66e770cf301e3cb6799bc22cd8ba8319	89	pass	56.3	56.7	1.0	gvpa	133.2	gvpj	54.3	78.89999999999999	0.7387387387387387	0.9213483146067416	gvpa_gvpj_ambiguous	pf00741_and_competitive_gvpa_support;insufficient_sequence_competitive_margin	133.2	54.3	supported_gvpa	gvpa	nat_58552353178d8fa2f36f	0.898876404494382	1.0	1.0	gvpj	0.8876404494382022	0.011235955056179803
gen_93	1c762689aade201ddd5e68b9ddb0705c32ac1154bb4f74ca68441e32a6964819	266	fail			0.0	gvpl	110.8				0.648936170212766	0.7481203007518797	unsupported	competitive_gvpl_support;no_reportable_runner_up;insufficient_covered_reference_similarity			other_gvp	gvpl	nat_54b190843b0d8891ec3e	0.39194139194139194	0.9962406015037594	0.9487179487179487			
gen_94	76150cd8d1b7be35d56833b628b1bf421ecc4a2607563d0df04407f0fd409d8f	74	pass	34.2	34.8	0.8974358974358975			gvpj	32.1		0.0	0.0	unsupported	no_qualified_subfamily_hit	25.8	32.1	unsupported								
gen_95	0b8bf3e5849804846dff43321f6b44bfc92122cc3a10da1f7a6e09ac9ddab836	104	pass	62.1	62.6	0.9743589743589743	gvpa	50.2	gvpj	71.8	-21.599999999999994	0.7207207207207207	0.7788461538461539	gvpa_gvpj_ambiguous	insufficient_competitive_margin	50.2	71.8	gvpa_gvpj_ambiguous	gvpj	nat_83028a3e0826e61bf382	0.39166666666666666	0.7788461538461539	0.7	gvpa	0.375	0.016666666666666663
gen_96	72b26b2ffc8d2a7149249afa7dc20e22a443d47dec8d611eff153b49595a86b3	304	fail			0.0	gvpn	433.6	gvpg	1.8	431.8	0.7604166666666666	0.9671052631578947	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_05cf56205d19f7127aeb	0.7810457516339869	0.993421052631579	0.9803921568627451			
gen_97	3f02dc6c8079ab879d33cf779684dacfbeb8fc08a7785b3152b058533ec3672d	136	pass	54.4	54.9	1.0	gvpa	128.1	gvpj	48.4	79.69999999999999	0.7837837837837838	0.7132352941176471	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	128.1	48.4	supported_gvpa	gvpa	nat_0ccad4d436403131ae6a	0.6470588235294118	0.875	0.9037037037037037			
gen_98	d46964cfc9a0c98f97da4b2025c7fc2fdcba59f16fddbe200da46f62ea7f4444	104	fail			0.0	gvpk	100.2	gvpv	5.1	95.10000000000001	0.956989247311828	0.875	other_gvp	competitive_gvpk_support;competitive_sequence_agreement	1.2		other_gvp	gvpk	nat_b363302af55ca0deaf4a	0.7307692307692307	0.9711538461538461	0.9901960784313726			
gen_99	92e2099f5ddd38bde8a72f5dca0cdaf1d35a8a1709c4607658d2bc6604f7cda5	114	fail			0.0	gvpk	108.0	gvpv	6.3	101.7	0.978494623655914	0.8157894736842105	other_gvp	competitive_gvpk_support;competitive_sequence_agreement		0.5	other_gvp	gvpk	nat_4d6fdbbe43a6a597d4b4	0.8508771929824561	1.0	1.0			
gen_100	701d19506a8a639ec2a04813ad025a0c08e0c5a538c6fa626a0ed4a937f8d2b8	110	fail			0.0	gvpk	118.9	gvpl	1.5	117.4	0.946236559139785	0.7909090909090909	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_f5417bd74b0ff41e1cb0	0.45454545454545453	0.7	0.7636363636363637			
gen_101	49ac9fd281a42125975867fbda39e20285b147dedd7004bf8553da1ca6b8c9c8	71	pass	59.3	59.8	1.0	gvpa	126.0	gvpj	52.1	73.9	0.6306306306306306	0.9859154929577465	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	126.0	52.1	supported_gvpa	gvpa	nat_2708b2500f3eefced6c0	0.7464788732394366	0.8028169014084507	0.8260869565217391	gvpj	0.65	0.0964788732394366
gen_102	e0348de7449c6ac43d82ede5ded9ace6e66a605a63e394e017bbf17af3d469e0	119	pass	45.0	45.4	0.9487179487179487			gvpj	66.8		0.0	0.0	unsupported	no_qualified_subfamily_hit	43.7	66.8	unsupported								
gen_103	6deb0a16d02f5845cfdf0ac1366ad2ede28dbbfcadeeb9de2c13e5be3bfaa86e	98	fail			0.0	gvpk	115.0	gvpl	1.7	113.3	0.956989247311828	0.8979591836734694	other_gvp	competitive_gvpk_support;competitive_sequence_agreement		0.1	other_gvp	gvpk	nat_2be49069dec87643c3e5	0.7572815533980582	0.9285714285714286	0.883495145631068			
gen_104	b7099e4e6d9da341bb9200938a1a10c0c9c66e33619da0f09b1fcb9e4008c7e4	74	fail	35.6	36.1	0.6923076923076923			gvpj	20.8		0.0	0.0	unsupported	no_qualified_subfamily_hit	6.7	20.8	unsupported	gvpj	nat_d9e2c3510c30c0589662	0.44594594594594594	0.7027027027027027	0.8			
gen_105	27cc297502b709496da235fbaf2f19c397a3abbf73e76cd65398db3a5ce69857	341	fail			0.0	gvpn	346.5	gvpk	0.4	346.1	0.6848958333333334	0.8152492668621701	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_d23e6b0adfb19eead32f	0.8533724340175953	1.0	1.0			
gen_106	1cf47f97f9c4489480f128a5c9d1df335a16635d1b4a96d377e4fc6b93746806	101	fail			0.0	gvpk	118.3	gvpl	1.9	116.39999999999999	0.9354838709677419	0.8514851485148515	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_107	9f979991382730941ed600e5c5d8b0a3ef8418a6628f1e0555e770218a832879	98	fail			0.0	gvpk	115.1	gvpl	3.9	111.19999999999999	0.946236559139785	0.8877551020408163	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_63271297f6b3d9d8c243	0.5918367346938775	0.7244897959183674	0.8160919540229885			
gen_108	88ae373ef777034d6e853ed8142606dfe3c1968749499e2f6fc6dc6b2b45961e	103	fail			0.0	gvpk	113.8	gvpv	0.9	112.89999999999999	0.9354838709677419	0.8349514563106796	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_675665fb4942fba8ca99	0.6213592233009708	0.8446601941747572	0.8235294117647058			
gen_109	c3a0cc07e5d2c749f19466ed5d42a6c41ff582ac87094ee9015cafd6b8ba183f	86	pass	53.1	53.5	1.0	gvpa	124.2	gvpj	49.6	74.6	0.7207207207207207	0.9302325581395349	gvpa_gvpj_ambiguous	pf00741_and_competitive_gvpa_support;insufficient_sequence_competitive_margin	124.2	49.6	supported_gvpa	gvpa	nat_243a30af717d5651d5fa	0.8045977011494253	1.0	1.0	gvpj	0.7906976744186046	0.013900026730820692
gen_110	bec0437e703c4b677ce89a9072d97a7213074a6928d35bb7c16a3ec56e39f5fb	93	fail			0.0	gvpk	117.7	gvpl	1.5	116.2	0.956989247311828	0.946236559139785	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_4c1ba5fd81745b4e47ab	0.7956989247311828	0.989247311827957	0.978494623655914			
gen_111	c350d673cbfc00397ae3db6cddf7d27a0d1092ebd4daaff660e3ed7dbcca39e4	110	fail			0.0	gvpk	110.1	gvpv	1.7	108.39999999999999	0.956989247311828	0.8	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_112	318a1427672d45592d84227275db101dcb11cf898e57bb1c575bb6542397d12d	106	fail			0.0	gvpk	117.1	gvpl	0.8	116.3	0.967741935483871	0.839622641509434	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_2730dab12de0ce3ce325	0.5566037735849056	0.7075471698113207	0.8152173913043478			
gen_113	198b33b35063466e770e397b993aea6ff7c2d4e5022d3a10edffb83c12650e80	301	fail			0.0			gvpn	72.7		0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported	gvpn	nat_3d56a8d57b96c9cc2c26	0.30844155844155846	0.867109634551495	0.8441558441558441			
gen_114	61944fb9a501c8aa2d7332c5fb401d0c40a31c639055d564109758633fd8b323	444	fail			0.0	gvpn	446.3				0.7890625	0.668918918918919	other_gvp	competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement			other_gvp	gvpn	nat_6f418e83201670537daa	0.7260869565217392	0.9572072072072072	0.9347826086956522			
gen_115	59587ac49307469fbbe2e14edbba48a6c1f3427db361054022c664b3e4b630c5	127	pass	45.5	46.0	0.9743589743589743			gvpa	90.5		0.0	0.0	unsupported	no_qualified_subfamily_hit	90.5	46.4	unsupported	gvpj	nat_6ff1830293724c205a70	0.47244094488188976	0.8267716535433071	0.9292035398230089			
gen_116	4d8e004220bed7be5455b70b12c80f9ae940f00debe5ff9c751cf6146dfd909e	100	fail			0.0	gvpk	83.7	gvpl	1.3	82.4	0.8924731182795699	0.94	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_117	7799434810add84b0a34a040b9320a622a671c6d4145852f363bc3db30bd2fc2	103	fail	3.4	0.7	0.20512820512820512	gvpk	98.7	gvpv	5.8	92.9	0.956989247311828	0.883495145631068	other_gvp	competitive_gvpk_support;competitive_sequence_agreement	0.6		other_gvp	gvpk	nat_25c8b136d03361e120af	0.7184466019417476	1.0	1.0			
gen_118	3c2beb7a07441e7bb4215a56e0a54445e3b541ce62e48ab3503612b10644622a	156	pass	43.1	43.5	1.0	gvpa	109.1	gvpj	40.8	68.3	0.7567567567567568	0.6666666666666666	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	109.1	40.8	supported_gvpa	gvpa	nat_219e1145c7c5f874f9d7	0.7307692307692307	0.7371794871794872	0.7467532467532467			
gen_119	8a53c2d1abef9986cec0022f3d39d0c7178ae448a352da2978cb2359aaf76298	337	fail			0.0			gvpl	43.5		0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported								
gen_120	c922315689b9f1f16b457b7b22f5fcdd8b90c826c9a9a8cbcbc77ce49accfc34	347	fail			0.0			gvpn	63.2		0.0	0.0	unsupported	no_qualified_subfamily_hit	0.7		unsupported	gvpn	nat_176746ff62efe3e4c3e2	0.2420749279538905	0.729106628242075	0.8355263157894737			
gen_121	e631630ef7d9d4ff28dcab360adbde22a1de83dbdc3268a390a8ed82959d0e1c	114	fail			0.0	gvpk	124.8	gvpl	5.3	119.5	0.9247311827956989	0.7456140350877193	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_d8c8fefe6de77c17cf0b	0.5478260869565217	0.8157894736842105	0.808695652173913			
gen_122	db7aa87e6e319502c8b4fb454dd784feeb2dc000adaf55e29e4c93896830176c	92	fail			0.0	gvpk	125.2	gvpv	0.8	124.4	0.956989247311828	0.9565217391304348	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_4c1ba5fd81745b4e47ab	0.6666666666666666	0.8260869565217391	0.8172043010752689			
gen_123	5aa7b97fd94e07d249adbcf8b6ab7b5f09758eae99c20c6ec0c7b7c065cb98d4	120	pass	50.5	51.1	1.0	gvpa	121.0	gvpj	52.6	68.4	0.7747747747747747	0.7833333333333333	unsupported	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity	121.0	52.6	supported_gvpa								
gen_124	2efa0ecd9443631275dc927f785816451e5e98f07243bfbf9628607754bd38a5	282	fail			0.0	gvpl	90.7				0.875886524822695	0.8829787234042553	unsupported	competitive_gvpl_support;no_reportable_runner_up;insufficient_covered_reference_similarity			other_gvp								
gen_125	e95b6336c1f672ef728484a444495a0061ae8f9df7810d1228f740fc3b0e3114	114	fail			0.0	gvpk	105.3	gvpv	6.9	98.39999999999999	0.989247311827957	0.8245614035087719	other_gvp	competitive_gvpk_support;competitive_sequence_agreement		0.1	other_gvp	gvpk	nat_cc277418f009938ffb7b	0.8245614035087719	1.0	1.0			
gen_126	ea2576c55d188a2f4f08ada6b92eeaf316fd4647ccd5765c05f946b31c9013dc	92	fail			0.0	gvpk	118.5	gvpl	0.8	117.7	0.956989247311828	0.9565217391304348	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_b94c6e496a778f2f3d21	0.6595744680851063	0.7934782608695652	0.776595744680851			
gen_127	ec27d551c4b863fe3e82b14cfdf78e3ab1d746a9340eebf2e2e0c365bbb9f14c	114	fail			0.0	gvpk	102.8	gvpv	6.3	96.5	0.978494623655914	0.8157894736842105	other_gvp	competitive_gvpk_support;competitive_sequence_agreement		0.7	other_gvp	gvpk	nat_cc277418f009938ffb7b	0.8157894736842105	1.0	1.0			
gen_128	99aff01d385e1e6f6a3193b72f0939a872e6d6c6d571adf22e885ed02bb6aa38	93	fail			0.0	gvpk	68.7	gvpv	0.5	68.2	0.7849462365591398	0.8279569892473119	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_6e7e127e6aabd3c6f5a8	0.5161290322580645	0.8064516129032258	0.8571428571428571			
gen_129	e3a249df271fbc32f9c3af92427fdce5828e358b470f883ec1983107f9ae9b63	73	pass	54.8	55.1	0.9743589743589743			gvpj	54.5		0.0	0.0	unsupported	no_qualified_subfamily_hit	25.0	54.5	unsupported								
gen_130	eeea4d3dbb83c2b0968e9baf5026cca9424b15202770e2794cad11ca261885d3	120	fail			0.0			gvpk	69.2		0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported	gvpk	nat_f9fd8306d74bf30082b9	0.4	0.7083333333333334	0.8773584905660378			
gen_131	e23bbe19c6e7106877b692f65d456088d0d0de7e6a98f4821b7bc2f753af2a73	94	fail			0.0	gvpk	118.3	gvpv	0.5	117.8	0.946236559139785	0.925531914893617	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_f34c21bef9d83be311ab	0.7340425531914894	0.8617021276595744	0.9204545454545454			
gen_132	eccb12f0a3b0afbc6e7d750fc0f4e5fa534698c1fe7a5f7fa36570a3a38a32d5	107	fail	2.6	1.2	0.20512820512820512	gvpk	102.7	gvpv	3.0	99.7	0.956989247311828	0.8504672897196262	other_gvp	competitive_gvpk_support;competitive_sequence_agreement	2.5		other_gvp	gvpk	nat_25c8b136d03361e120af	0.7009345794392523	0.9626168224299065	1.0			
gen_133	7c5bbba3a8dda13621cc9305c32d822469ea1b4548abc27a5f5a5a4078f964ac	106	fail			0.0	gvpk	120.9	gvpc	1.4	119.5	0.956989247311828	0.8301886792452831	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_68a18df6d5d153ea5481	0.5849056603773585	0.7264150943396226	0.8461538461538461			
gen_134	733fa389fb6387e194179e0010073d94637f1a0b2bbb9bbeccdb3cd7d6a36a0b	107	fail			0.0	gvpk	117.8	gvpl	1.2	116.6	0.946236559139785	0.8130841121495327	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_27a014e0508035f164ab	0.4766355140186916	0.7102803738317757	0.7959183673469388			
gen_135	0ed16e21128e8f7f7171025173da6220f9fde24946abbf88b063c3516dc82971	98	fail			0.0	gvpk	117.1	gvpj	0.9	116.19999999999999	0.9354838709677419	0.8775510204081632	other_gvp	competitive_gvpk_support;competitive_sequence_agreement		0.9	other_gvp	gvpk	nat_10a2bccfc68f5e531829	0.5102040816326531	0.8367346938775511	0.8367346938775511			
gen_136	5ebe007944bd43c0b720ed36c753b4fa6d1f14c81c1c06f2087dc2aed930360b	95	fail			0.0	gvpk	124.2	gvpl	0.5	123.7	0.956989247311828	0.9263157894736842	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_ca24e4ec504822c5dfe9	0.6947368421052632	1.0	1.0			
gen_137	42ac25400ab49e7aa7ef342d80bb57c7ae87646a67d7c8c1cf2b15ee3a94fdd3	93	fail			0.0	gvpk	119.0	gvpl	2.5	116.5	0.946236559139785	0.9354838709677419	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_84154a5781d07c8500ca	0.6702127659574468	0.8387096774193549	0.8297872340425532			
gen_138	c84401e75cff655e4d6135be9d95be445aba19ccc6ddb3d2aafdc5e3cb3bf2be	94	fail			0.0	gvpk	119.6	gvpl	1.3	118.3	0.956989247311828	0.9361702127659575	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_b94c6e496a778f2f3d21	0.6808510638297872	0.8297872340425532	0.8297872340425532			
gen_139	3c653ad6ec7a936437660b7a0ea3a375539b688037806b8dde4d9e5f6be4b127	91	pass	47.3	47.8	0.9743589743589743			gvpj	41.4		0.0	0.0	unsupported	no_qualified_subfamily_hit	11.8	41.4	unsupported								
gen_140	2aa98b1d8de01d020411ba0eb5e73ad6680747cd7b6c4372aed3edec7db7bb16	97	fail			0.0	gvpk	113.6	gvpv	0.2	113.39999999999999	0.946236559139785	0.8969072164948454	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_d78c925145ff9cdee9e2	0.7010309278350515	0.8144329896907216	0.8144329896907216			
gen_141	c66ce13dcae2e599dd2bcd7ae2caadebb62ab82bed141830046fd3169c7cd0a3	94	fail			0.0	gvpk	112.8	gvpl	0.8	112.0	0.8817204301075269	0.8617021276595744	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_b94c6e496a778f2f3d21	0.7978723404255319	0.9468085106382979	0.925531914893617			
gen_142	dabb75a44f05370e0b03eaf59268bde79955dc4daa992802229a6cee1da4a949	87	pass	54.1	54.6	1.0	gvpa	110.8	gvpj	50.1	60.699999999999996	0.6396396396396397	0.8045977011494253	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	110.8	50.1	supported_gvpa	gvpa	nat_3dd2d389f45d6f0511d2	0.7204301075268817	0.9425287356321839	0.8817204301075269	gvpj	0.4827586206896552	0.23767148683722655
gen_143	99d5860f5338820fc343c1f24c5029c2c1e1e7be928cb50cec588b89af502ab8	112	fail			0.0	gvpk	114.7	gvpl	3.1	111.60000000000001	0.9354838709677419	0.7678571428571429	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_144	a443990df46e52b44dee0f38a61e652ebeac646943c1bbd98a8c2d5e3e131383	99	fail			0.0	gvpk	114.4	gvpc	4.7	109.7	0.946236559139785	0.8787878787878788	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_6e7e127e6aabd3c6f5a8	0.5353535353535354	0.7575757575757576	0.8241758241758241			
gen_145	22f1a507dab791ac24f1673260d9af3dab921fe9d5b96aafa216ec9689bb6fec	91	fail			0.0	gvpk	116.2	gvpv	0.9	115.3	0.9032258064516129	0.9120879120879121	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_6e7e127e6aabd3c6f5a8	0.7692307692307693	0.967032967032967	0.9560439560439561			
gen_146	84af61813ade27f0e8f7867d1b7f37d69257e440b900294c3ee7448b96140181	307	fail			0.0			gvpa	0.5		0.0	0.0	unsupported	no_qualified_subfamily_hit	0.5		unsupported								
gen_147	4aee5e38ad19470edf7d881454966d1b0a83eedae18711cec3f1acfa2312c52f	97	fail			0.0	gvpk	114.6	gvpv	0.4	114.19999999999999	0.946236559139785	0.8969072164948454	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_1e91833282be9f0bd4e2	0.6632653061224489	0.7525773195876289	0.7551020408163265			
gen_148	20d0daebd0302b2fa97215e48ccd9ddcedb6098ce3bf3a3a60cf2d894f42409b	76	fail	11.1	11.1	0.7948717948717948			gvpj	3.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	3.2	3.9	unsupported								
gen_149	d12bd0b8dc813d766c189da0dfd481083421f23d47dfea90e137e6ebaa39f7c0	87	fail			0.0	gvpk	115.8	gvpl	1.1	114.7	0.9247311827956989	0.9770114942528736	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_eb0256b251c333362463	0.6741573033707865	0.8160919540229885	0.797752808988764			
gen_150	321b830521911c82b906814b5c0f040587ae49627dce6aba858da394ba037adf	97	fail			0.0	gvpk	59.5	gvpc	1.4	58.1	0.8387096774193549	0.7938144329896907	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_151	465bccc14ad1473d4be2461ff464553ef64b569e39c2a336f4202b0d4cab767b	92	fail			0.0	gvpk	118.5				0.956989247311828	0.9565217391304348	other_gvp	competitive_gvpk_support;no_reportable_runner_up;competitive_sequence_agreement			other_gvp	gvpk	nat_10a2bccfc68f5e531829	0.6836734693877551	0.8152173913043478	0.7653061224489796			
gen_152	aa62c79981cc1af1817fd4b3ac06b200db95ced4c58108ba1a3bd3eb751d0673	103	fail			0.0	gvpk	116.2	gvpl	2.3	113.9	0.946236559139785	0.8446601941747572	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_a7c4b092d8efa9ce79d5	0.6116504854368932	0.8446601941747572	0.8446601941747572			
gen_153	a8f2c6d0d3fddcd7606167828a228aeacda52fd3cf2a7127228aab59bb8c0d09	107	fail			0.0	gvpk	113.5	gvpl	1.8	111.7	0.946236559139785	0.8130841121495327	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_154	e427ae0d9c0acd7cf5f974618ec9ded7af5241650d07aff3e6e3ea0d43291388	121	fail			0.0	gvpk	111.5	gvpl	3.1	108.4	0.9139784946236559	0.6942148760330579	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_155	220cb31980a2c7189d42ad4a63d3d1cb1518f25412902cc1b5df8a0e76ca04aa	98	fail			0.0	gvpk	113.4	gvpl	0.3	113.10000000000001	0.9354838709677419	0.8775510204081632	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_6a2caa9d644a05b1fa76	0.6122448979591837	0.8367346938775511	0.8297872340425532			
gen_156	9e3e6aa2a28e241cf3766f541baa7869c8dd923779b84cc0e6acedaa678477a2	93	fail			0.0	gvpk	119.2	gvpl	2.8	116.4	0.956989247311828	0.946236559139785	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_2730dab12de0ce3ce325	0.8387096774193549	0.989247311827957	1.0			
gen_157	7173650da04e473f4b420c1860e3cc7468c2af3ec5bd7e7f4b4be91fae858ea3	104	fail			0.0	gvpk	101.6	gvpg	2.6	99.0	0.956989247311828	0.875	other_gvp	competitive_gvpk_support;competitive_sequence_agreement	1.7		other_gvp	gvpk	nat_25c8b136d03361e120af	0.6826923076923077	0.9903846153846154	1.0			
gen_158	047334ed49610f1f90c67035107f9941cc2c449e9a36dc97a35950577a8ba2b7	115	fail			0.0	gvpk	115.8	gvpl	2.7	113.1	0.946236559139785	0.7565217391304347	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_829e22f860a4267265e7	0.6	0.8869565217391304	0.8495575221238938			
gen_159	b535b15a900ee2d3d386f08a89a46e635fad1e24bd39c39fa7856807a48768b9	114	fail			0.0	gvpk	117.1	gvpl	4.1	113.0	0.956989247311828	0.7719298245614035	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_f5417bd74b0ff41e1cb0	0.5614035087719298	0.7280701754385965	0.7181818181818181			
gen_160	3bef8190854a3d86b6bd708e3e8004d880d03d929c9fab1013e0914ff9e5d358	90	fail			0.0	gvpk	115.9	gvpl	2.2	113.7	0.9247311827956989	0.9444444444444444	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_f34c21bef9d83be311ab	0.7888888888888889	0.9333333333333333	0.9545454545454546			
